,Unnamed: 0,Volume,Last,Chg,% Chg
0,Redfin Corp. (RDFN),1.6M,10.12,4.3,73.88
1,Checkpoint Therapeutics Inc. (CKPT),673.7K,4.06,1.59,64.56
2,Trevi Therapeutics Inc. (TRVI),541.3K,6.34,2.04,47.33
3,Biodexa Pharmaceuticals PLC ADR (BDRX),232.4K,4.3,1.25,40.98
4,Protagonist Therapeutics Inc. (PTGX),134.5K,49.25,10.9,28.42
5,Veren Inc. (VRN),186.3K,5.6,0.69,13.95
6,Visionary Holdings Inc. (GV),96.9K,6.83,0.78,12.89
7,WillScot Holdings Corp. (WSC),81.2K,29.25,1.18,4.2
8,Shoals Technologies Group Inc. (SHLS),114.1K,2.91,0.09,3.19
9,Xunlei Ltd. ADR (XNET),254.6K,4.64,0.14,3.11
10,BigBear.ai Inc. (BBAI),561.5K,3.43,0.09,2.69
11,Xerox Holdings Corp. (XRX),64.9K,6.5,0.14,2.28
12,Campbell's Co. (CPB),83.8K,42.64,0.83,1.99
13,Fastenal Co. (FAST),105.2K,81.19,1.21,1.51
14,Mondelez International Inc. Cl A (MDLZ),133.7K,68.74,1.0,1.48
15,Kraft Heinz Co. (KHC),238.0K,32.63,0.45,1.4
16,Celsius Holdings Inc. (CELH),140.7K,27.75,0.36,1.31
17,Monster Beverage Corp. (MNST),58.2K,55.79,0.72,1.31
18,BP PLC ADR (BP),83.5K,32.47,0.4,1.25
19,Paccar Inc. (PCAR),53.6K,111.3,1.24,1.13
20,Kratos Defense & Security Solutions Inc. (KTOS),75.9K,27.58,0.29,1.06
21,Tractor Supply Co. (TSCO),66.9K,57.44,0.55,0.97
22,Keurig Dr Pepper Inc. (KDP),65.2K,33.66,0.32,0.96
23,Moderna Inc. (MRNA),113.1K,35.95,0.34,0.95
24,PepsiCo Inc. (PEP),121.5K,155.89,1.45,0.94
25,Verizon Communications Inc. (VZ),117.9K,46.45,0.39,0.85
26,Exelon Corp. (EXC),60.9K,43.48,0.36,0.85
27,Health In Tech Inc. Cl A (HIT),136.8K,7.21,0.06,0.84
28,CoStar Group Inc. (CSGP),52.3K,80.04,0.66,0.83
29,American Electric Power Co. Inc. (AEP),75.7K,105.42,0.8,0.76
30,CNH Industrial N.V. (CNH),79.8K,13.48,0.09,0.67
31,Green Plains Inc. (GPRE),68.5K,5.77,0.03,0.52
32,Coca-Cola Co. (KO),130.7K,71.8,0.37,0.52
33,Transocean Ltd. (RIG),63.0K,3.06,0.01,0.49
34,Array Technologies Inc. (ARRY),56.6K,6.18,0.03,0.49
35,Vodafone Group PLC ADR (VOD),68.1K,9.46,0.04,0.43
36,SunRun Inc. (RUN),93.0K,7.19,0.03,0.42
37,Cognizant Technology Solutions Corp. (CTSH),79.0K,83.55,0.32,0.38
38,DoorDash Inc. (DASH),214.6K,178.74,0.66,0.37
39,Baidu Inc. ADR (BIDU),92.0K,95.1,0.3,0.32
40,Beyond Meat Inc. (BYND),67.0K,3.37,0.01,0.3
41,MGE Energy Inc. (MGEE),64.9K,90.19,0.23,0.26
42,Hertz Global Holdings Inc. (HTZ),50.3K,4.18,0.01,0.24
43,T-Mobile US Inc. (TMUS),61.2K,265.61,0.37,0.14
44,Schlumberger Ltd. (SLB),62.3K,41.42,0.06,0.13
45,PubMatic Inc. (PUBM),56.0K,9.78,0.01,0.1
46,Kohl's Corp. (KSS),69.0K,12.22,0.01,0.08
47,Comcast Corp. Cl A (CMCSA),416.8K,37.62,0.03,0.08
48,NIO Inc. ADR (NIO),114.6K,4.47,0.0,0.0
49,Nokia Corp. ADR (NOK),105.1K,5.23,0.0,0.0
50,COMPASS Pathways PLC ADR (CMPS),55.5K,3.74,0.0,0.0
51,Oxford Square Capital Corp. (OXSQ),92.4K,2.81,0.0,0.0
52,Airbnb Inc. Cl A (ABNB),93.1K,134.38,-0.01,-0.01
53,Gilead Sciences Inc. (GILD),144.1K,117.38,-0.03,-0.02
54,Amgen Inc. (AMGN),63.7K,324.79,-0.07,-0.02
55,Arthur J. Gallagher & Co. (AJG),51.4K,323.67,-0.33,-0.1
56,Copart Inc. (CPRT),50.5K,53.65,-0.09,-0.17
57,Fluence Energy Inc. (FLNC),65.2K,5.59,-0.01,-0.18
58,Drugs Made In America Acquisition Corp. (DMAA),67.5K,9.98,-0.02,-0.2
59,iQIYI Inc. ADR (IQ),220.3K,2.35,-0.01,-0.21
60,Baker Hughes Co. (BKR),80.9K,42.8,-0.1,-0.22
61,CSX Corp. (CSX),126.4K,31.19,-0.07,-0.22
62,Super Micro Computer Inc. (SMCI),716.8K,38.12,-0.12,-0.31
63,Pfizer Inc. (PFE),178.9K,26.64,-0.1,-0.36
64,AGNC Investment Corp. (AGNC),249.2K,10.34,-0.04,-0.39
65,eBay Inc. (EBAY),99.4K,70.22,-0.29,-0.41
66,Walgreens Boots Alliance Inc. (WBA),891.0K,11.34,-0.05,-0.44
67,ADT Inc. (ADT),100.2K,7.76,-0.04,-0.45
68,Warner Bros. Discovery Inc. Series A (WBD),199.3K,11.02,-0.05,-0.45
69,Host Hotels & Resorts Inc. (HST),77.5K,16.26,-0.07,-0.46
70,Zoom Communications Inc. (ZM),213.0K,75.6,-0.38,-0.49
71,Paramount Global Cl B (PARA),70.3K,12.08,-0.06,-0.49
72,Starbucks Corp. (SBUX),88.8K,105.89,-0.59,-0.55
73,Prospect Capital Corp. (PSEC),77.9K,4.36,-0.03,-0.57
74,Caesars Entertainment Inc. (CZR),68.3K,28.32,-0.17,-0.58
75,APA Corp. (APA),197.9K,18.73,-0.11,-0.58
76,Match Group Inc. (MTCH),62.4K,32.42,-0.2,-0.61
77,Weibo Corp. ADR (WB),56.2K,10.85,-0.07,-0.64
78,Hain Celestial Group Inc. (HAIN),62.1K,4.52,-0.03,-0.66
79,Lucid Group Inc. (LCID),705.9K,2.13,-0.01,-0.7
80,New Mountain Finance Corp. (NMFC),54.4K,11.3,-0.08,-0.7
81,News Corp Cl A (NWSA),56.6K,27.74,-0.22,-0.79
