,Symbol,Name,Unnamed: 2,Price,Change,Change %,Volume,Avg Vol (3M),Market Cap,P/E Ratio (TTM),52 Wk Change %,52 Wk Range
29,OTLY,Oatly Group AB,,9.46 +0.62 (+7.01%),0.62,+7.01%,114712,255019,283.119M,-,-56.67%,
30,INTC,Intel Corporation,,25.69 +1.64 (+6.82%),1.64,+6.82%,156.396M,96.25M,111.238B,-,-43.69%,
31,TKAMY,thyssenkrupp AG,,10.14 +0.63 (+6.62%),0.63,+6.62%,70216,123275,6.368B,-,79.39%,
32,LKNCY,Luckin Coffee Inc.,,35.84 +2.23 (+6.63%),2.23,+6.63%,1.291M,2.104M,10.065B,28.22,31.82%,
33,CDE,"Coeur Mining, Inc.",,6.41 +0.38 (+6.38%),0.38,+6.38%,16.573M,17.17M,4.096B,42.77,92.65%,
34,SSUMY,Sumitomo Corporation,,24.85 +1.52 (+6.52%),1.52,+6.52%,40839,70782,30.068B,11.19,-2.01%,
35,VEON,VEON Ltd.,,44.75 +2.71 (+6.45%),2.71,+6.45%,87685,138348,3.162B,8.48,73.93%,
36,PAGS,PagSeguro Digital Ltd.,,8.32 +0.51 (+6.53%),0.51,+6.53%,4.255M,4.563M,2.528B,7.30,-44.49%,
37,LMND,"Lemonade, Inc.",,36.99 +2.02 (+5.78%),2.02,+5.78%,1.896M,2.282M,2.694B,-,118.02%,
38,BDORY,Banco do Brasil S.A.,,5.05 +0.30 (+6.32%),0.3,+6.32%,36003,655460,28.825B,6.31,-14.65%,
39,XIACF,Xiaomi Corporation,,7.40 +0.43 (+6.17%),0.43,+6.17%,37609,170163,184.458B,37.00,259.79%,
40,AG,First Majestic Silver Corp.,,7.09 +0.41 (+6.06%),0.41,+6.06%,19.276M,17.792M,3.43B,-,19.93%,
41,YMM,Full Truck Alliance Co. Ltd.,,13.69 +0.78 (+6.07%),0.78,+6.07%,8.411M,7.507M,14.319B,33.40,79.55%,
42,XIACY,Xiaomi Corporation,,37.00 +2.12 (+6.08%),2.12,+6.08%,246034,680212,184.565B,37.00,213.39%,
43,AES,The AES Corporation,,13.05 +0.73 (+5.97%),0.73,+5.97%,15.991M,15.368M,9.287B,5.50,-17.27%,
44,TWST,Twist Bioscience Corporation,,42.34 +2.38 (+5.96%),2.38,+5.96%,848433,972693,2.526B,-,18.12%,
45,RKT,"Rocket Companies, Inc.",,15.74 +0.87 (+5.85%),0.87,+5.85%,7.07M,4.743M,31.28B,74.95,21.29%,
46,GEV,GE Vernova Inc.,,332.02 +18.39 (+5.86%),18.39,+5.86%,4.105M,3.991M,91.603B,59.50,120.84%,
47,IAC,IAC Inc.,,47.12 +2.56 (+5.75%),2.56,+5.75%,1.393M,968770,3.924B,-,-13.71%,
48,ORLA,Orla Mining Ltd.,,9.22 +0.51 (+5.80%),0.51,+5.80%,2.599M,801877,2.964B,-,139.94%,
49,ENOV,Enovis Corporation,,39.19 +2.15 (+5.79%),2.15,+5.79%,1.003M,963201,2.233B,-,-36.93%,
50,MPWR,"Monolithic Power Systems, Inc.",,640.64 +34.58 (+5.71%),34.58,+5.71%,1.072M,871713,30.665B,17.50,-10.12%,
51,SQM,Sociedad Química y Minera de Chile S.A.,,45.51 +2.44 (+5.67%),2.44,+5.67%,1.529M,1.091M,12.182B,-,-14.15%,
52,M,"Macy's, Inc.",,13.82 +0.74 (+5.66%),0.74,+5.66%,7.295M,7.107M,3.838B,6.68,-38.42%,
53,YETI,"YETI Holdings, Inc.",,33.99 +1.82 (+5.66%),1.82,+5.66%,2.498M,1.642M,2.8B,16.58,-12.13%,
54,TEM,"Tempus AI, Inc.",,49.87 +2.70 (+5.72%),2.7,+5.72%,9.669M,12.584M,8.588B,-,17.19%,
55,HII,"Huntington Ingalls Industries, Inc.",,207.25 +11.09 (+5.65%),11.09,+5.65%,910576,773436,8.11B,14.84,-32.50%,
56,DPZ,"Domino's Pizza, Inc.",,449.60 +24.02 (+5.64%),24.02,+5.64%,913872,624158,15.42B,26.94,-3.89%,
57,LIVN,LivaNova PLC,,41.41 +2.17 (+5.53%),2.17,+5.53%,1.106M,617453,2.251B,35.70,-22.70%,
58,LTH,"Life Time Group Holdings, Inc.",,30.33 +1.59 (+5.53%),1.59,+5.53%,2.52M,2.209M,6.603B,40.99,99.86%,
59,VIPS,Vipshop Holdings Limited,,17.72 +0.90 (+5.35%),0.9,+5.35%,3.34M,3.522M,9.141B,8.95,-1.98%,
60,ALB,Albemarle Corporation,,79.32 +4.09 (+5.44%),4.09,+5.44%,2.372M,2.525M,9.326B,-,-39.61%,
61,CART,Maplebear Inc.,,40.64 +2.07 (+5.37%),2.07,+5.37%,3.196M,4.306M,10.755B,25.72,3.54%,
62,XP,XP Inc.,,15.46 +0.79 (+5.39%),0.79,+5.39%,8.512M,7.501M,8.309B,10.89,-41.85%,
63,LW,"Lamb Weston Holdings, Inc.",,53.61 +2.66 (+5.22%),2.66,+5.22%,1.608M,2.997M,7.647B,21.11,-50.47%,
64,HGV,Hilton Grand Vacations Inc.,,36.78 +1.86 (+5.33%),1.86,+5.33%,920128,940636,3.504B,81.73,-22.49%,
65,CROX,"Crocs, Inc.",,103.87 +5.27 (+5.34%),5.27,+5.34%,1.341M,1.611M,5.823B,6.54,-24.13%,
66,CAAP,Corporación América Airports S.A.,,19.36 +0.98 (+5.33%),0.98,+5.33%,218584,238718,3.119B,9.26,21.80%,
67,RDNT,"RadNet, Inc.",,49.02 +2.48 (+5.33%),2.48,+5.33%,1.426M,838220,3.63B,1225.50,3.81%,
68,LULU,Lululemon Athletica Inc.,,327.09 +16.06 (+5.16%),16.06,+5.16%,1.708M,1.618M,39.834B,23.63,-32.32%,
69,AMTM,"Amentum Holdings, Inc.",,18.83 +0.93 (+5.20%),0.93,+5.20%,2.496M,3.152M,4.581B,-,-39.34%,
70,ACHR,Archer Aviation Inc.,,8.33 +0.43 (+5.40%),0.43,+5.40%,27.764M,34.998M,4.517B,-,62.22%,
71,PDD,PDD Holdings Inc.,,128.90 +6.36 (+5.19%),6.36,+5.19%,10.331M,8.46M,179.012B,12.69,-4.79%,
72,BRRLY,Barry Callebaut AG,,13.60 +0.67 (+5.18%),0.67,+5.18%,21352,69956,7.454B,34.87,-12.14%,
73,FINV,FinVolution Group,,9.15 +0.44 (+5.05%),0.44,+5.05%,1.812M,779439,2.378B,7.96,74.55%,
74,UTHR,United Therapeutics Corporation,,322.94 +15.70 (+5.11%),15.7,+5.11%,391323,437131,14.504B,13.11,31.32%,
75,CCL,Carnival Corporation & plc,,20.89 +0.97 (+4.87%),0.97,+4.87%,25.421M,22.778M,28.241B,14.51,23.04%,
76,BMRRY,B&M European Value Retail S.A.,,14.27 +0.68 (+5.00%),0.68,+5.00%,22265,46827,3.639B,8.44,-49.63%,
77,PTCT,"PTC Therapeutics, Inc.",,57.17 +2.67 (+4.90%),2.67,+4.90%,810050,722451,4.509B,-,87.87%,
78,VCEL,Vericel Corporation,,47.60 +2.22 (+4.89%),2.22,+4.89%,381537,408486,2.379B,238.00,2.69%,
79,KTOS,"Kratos Defense & Security Solutions, Inc.",,31.89 +1.46 (+4.80%),1.46,+4.80%,3.73M,2.312M,4.874B,289.91,79.00%,
80,JD,"JD.com, Inc.",,45.21 +2.05 (+4.75%),2.05,+4.75%,14.915M,12.63M,68.306B,12.19,54.97%,
81,STNE,StoneCo Ltd.,,10.19 +0.47 (+4.84%),0.47,+4.84%,4.564M,6.063M,3.024B,9.26,-44.36%,
82,BX,Blackstone Inc.,,147.80 +6.91 (+4.90%),6.91,+4.90%,4.608M,3.862M,180.117B,40.83,14.15%,
83,HIMS,"Hims & Hers Health, Inc.",,34.67 +1.53 (+4.62%),1.53,+4.62%,17.161M,21.129M,7.702B,65.42,111.35%,
84,APP,AppLovin Corporation,,306.85 +13.96 (+4.77%),13.96,+4.77%,8.67M,7.014M,104.316B,67.59,329.77%,
85,TTD,"The Trade Desk, Inc.",,56.50 +2.56 (+4.75%),2.56,+4.75%,16.841M,8.088M,28.029B,72.44,-31.16%,
86,BXP,"BXP, Inc.",,68.65 +3.14 (+4.79%),3.14,+4.79%,1.416M,1.309M,12.115B,762.78,4.27%,
87,ALNY,"Alnylam Pharmaceuticals, Inc.",,253.11 +11.35 (+4.69%),11.35,+4.69%,582062,688624,32.767B,-,64.01%,
88,HOG,"Harley-Davidson, Inc.",,25.71 +1.15 (+4.68%),1.15,+4.68%,2.052M,2.256M,3.202B,7.47,-39.70%,
89,BABA,Alibaba Group Holding Limited,,147.62 +6.52 (+4.62%),6.52,+4.62%,32.693M,27.922M,350.643B,21.43,91.92%,
90,PAR,PAR Technology Corporation,,61.43 +2.70 (+4.60%),2.7,+4.60%,221994,482893,2.47B,-,43.66%,
91,CPNG,"Coupang, Inc.",,23.52 +1.01 (+4.49%),1.01,+4.49%,10.213M,7.782M,42.465B,294.00,23.48%,
92,HUM,Humana Inc.,,264.36 +11.48 (+4.54%),11.48,+4.54%,914095,1.66M,31.906B,26.46,-27.16%,
93,WSM,"Williams-Sonoma, Inc.",,175.09 +7.59 (+4.53%),7.59,+4.53%,1.828M,1.573M,21.553B,20.70,17.44%,
94,FRHC,Freedom Holding Corp.,,132.75 +5.86 (+4.62%),5.86,+4.62%,91976,91000,8.047B,24.77,77.37%,
95,MNSO,MINISO Group Holding Limited,,21.62 +0.93 (+4.52%),0.93,+4.52%,1.654M,1.026M,6.782B,21.62,1.42%,
96,NICE,NICE Ltd.,,151.05 +6.44 (+4.45%),6.44,+4.45%,575854,621343,9.496B,22.38,-39.45%,
97,TME,Tencent Music Entertainment Group,,13.06 +0.51 (+4.06%),0.51,+4.06%,12.048M,7.366M,22.148B,24.64,20.91%,
98,TRIP,"Tripadvisor, Inc.",,14.45 +0.61 (+4.41%),0.61,+4.41%,3.205M,3.043M,2.029B,361.25,-50.25%,
99,OLED,Universal Display Corporation,,156.51 +6.61 (+4.41%),6.61,+4.41%,736920,714117,7.429B,33.59,-5.74%,
100,THC,Tenet Healthcare Corporation,,128.03 +5.36 (+4.37%),5.36,+4.37%,1.422M,1.468M,12.178B,3.92,22.21%,
101,ERJ,Embraer S.A.,,54.62 +2.29 (+4.38%),2.29,+4.38%,2.128M,1.506M,10.031B,28.45,122.87%,
102,HKXCY,Hong Kong Exchanges and Clearing Limited,,48.24 +2.02 (+4.37%),2.02,+4.37%,39365,110555,60.971B,36.27,50.16%,
103,WFRD,Weatherford International plc,,55.43 +2.32 (+4.37%),2.32,+4.37%,1.384M,1.242M,4.038B,8.21,-52.93%,
104,MELI,"MercadoLibre, Inc.",,"2,106.46 +85.09 (+4.21%)",85.09,+4.21%,376080,414498,106.792B,56.02,33.95%,
105,ITUB,Itaú Unibanco Holding S.A.,,6.25 +0.26 (+4.34%),0.26,+4.34%,36.333M,26.263M,55.189B,8.68,-13.19%,
106,TKO,"TKO Group Holdings, Inc.",,145.62 +6.00 (+4.30%),6.0,+4.30%,1.955M,1.252M,11.876B,14562.00,72.78%,
107,CUK,Carnival Corporation & plc,,18.80 +0.78 (+4.33%),0.78,+4.33%,2.278M,1.807M,23.6B,13.06,22.75%,
108,SRPT,"Sarepta Therapeutics, Inc.",,101.35 +4.16 (+4.28%),4.16,+4.28%,833827,883948,9.834B,43.31,-21.60%,
109,RDY,Dr. Reddy's Laboratories Limited,,13.24 +0.56 (+4.42%),0.56,+4.42%,1.161M,1.831M,11.088B,17.89,-16.02%,
110,UWMC,UWM Holdings Corporation,,6.20 +0.26 (+4.29%),0.26,+4.29%,2.359M,3.536M,10.292B,47.73,-12.37%,
111,SNAP,Snap Inc.,,8.99 +0.35 (+4.05%),0.35,+4.05%,25.601M,28.597M,15.25B,-,-21.88%,
112,NCLH,Norwegian Cruise Line Holdings Ltd.,,20.06 +0.87 (+4.53%),0.87,+4.53%,19.749M,11.142M,8.825B,10.61,-2.34%,
113,HBM,Hudbay Minerals Inc.,,8.06 +0.33 (+4.27%),0.33,+4.27%,7.308M,6.523M,3.183B,40.30,11.87%,
114,CSAN,Cosan S.A.,,5.51 +0.22 (+4.27%),0.22,+4.27%,1.317M,1.124M,2.558B,-,-59.13%,
115,TW,Tradeweb Markets Inc.,,141.57 +5.77 (+4.25%),5.77,+4.25%,973460,1.005M,30.886B,60.50,30.80%,
116,CIVI,"Civitas Resources, Inc.",,35.03 +1.41 (+4.19%),1.41,+4.19%,1.47M,1.781M,3.258B,4.14,-53.95%,
117,KC,Kingsoft Cloud Holdings Limited,,18.03 +0.72 (+4.16%),0.72,+4.16%,3.242M,3.824M,4.282B,-,413.65%,
118,MDB,"MongoDB, Inc.",,193.05 +7.68 (+4.14%),7.68,+4.14%,1.979M,2.208M,15.534B,-,-47.98%,
119,KRYS,"Krystal Biotech, Inc.",,186.89 +7.51 (+4.19%),7.51,+4.19%,248211,273200,5.384B,62.30,6.44%,
120,AAL,American Airlines Group Inc.,,11.32 +0.45 (+4.14%),0.45,+4.14%,63.927M,39.519M,7.444B,9.13,-22.96%,
121,TRU,TransUnion,,85.80 +3.42 (+4.15%),3.42,+4.15%,1.969M,1.643M,16.74B,59.17,5.83%,
122,UHS,"Universal Health Services, Inc.",,174.50 +6.83 (+4.07%),6.83,+4.07%,692406,728055,11.343B,10.37,-5.43%,
123,IGT,International Game Technology PLC,,17.36 +0.72 (+4.29%),0.72,+4.29%,962253,1.403M,3.508B,30.46,-17.98%,
124,COHR,Coherent Corp.,,66.98 +2.68 (+4.17%),2.68,+4.17%,3.413M,3.756M,10.38B,-,7.90%,
125,TPG,TPG Inc.,,49.51 +1.92 (+4.03%),1.92,+4.03%,1.736M,1.219M,18.293B,-,8.31%,
126,ACI,"Albertsons Companies, Inc.",,21.95 +0.87 (+4.13%),0.87,+4.13%,5.332M,6.588M,12.717B,12.33,1.25%,
127,ICUI,"ICU Medical, Inc.",,149.21 +5.76 (+4.01%),5.76,+4.01%,202020,235006,3.658B,-,44.65%,
128,IONS,"Ionis Pharmaceuticals, Inc.",,34.30 +1.34 (+4.07%),1.34,+4.07%,1.324M,1.667M,5.452B,-,-21.58%,
129,VIK,Viking Holdings Ltd,,42.05 +1.64 (+4.06%),1.64,+4.06%,2.393M,3.048M,18.626B,116.81,54.83%,
130,VWDRY,Vestas Wind Systems A/S,,5.40 +0.21 (+4.05%),0.21,+4.05%,36554,484148,16.259B,30.00,-43.28%,
131,DVA,DaVita Inc.,,149.21 +5.76 (+4.02%),5.76,+4.02%,819775,902591,11.937B,13.91,4.69%,
132,SPOT,Spotify Technology S.A.,,597.62 +22.83 (+3.97%),22.83,+3.97%,2.658M,2.235M,122.337B,99.94,126.16%,
133,DT,"Dynatrace, Inc.",,50.42 +1.95 (+4.02%),1.95,+4.02%,3.994M,3.077M,15.093B,31.51,6.48%,
134,TSRYY,Treasury Wine Estates Limited,,6.49 +0.25 (+4.01%),0.25,+4.01%,147934,264325,5.266B,81.12,-23.81%,
135,KSPI,Joint Stock Company Kaspi.kz,,99.59 +3.97 (+4.15%),3.97,+4.15%,618868,308141,19.766B,9.07,-16.16%,
136,LUMN,"Lumen Technologies, Inc.",,5.06 +0.19 (+3.90%),0.19,+3.90%,6.257M,12.784M,5.13B,-,202.48%,
137,CACI,CACI International Inc,,388.15 +14.82 (+3.97%),14.82,+3.97%,381420,473289,8.702B,18.21,1.39%,
138,SE,Sea Limited,,132.68 +5.25 (+4.12%),5.25,+4.12%,3.764M,4.094M,76.203B,179.30,120.28%,
139,YUMC,"Yum China Holdings, Inc.",,53.31 +2.01 (+3.92%),2.01,+3.92%,2.596M,2.511M,20.013B,22.88,24.51%,
140,MRX,Marex Group plc,,34.06 +1.28 (+3.90%),1.28,+3.90%,370549,404941,2.394B,12.52,73.35%,
141,MNDY,monday.com Ltd.,,265.73 +9.86 (+3.85%),9.86,+3.85%,749101,1.107M,13.249B,435.62,14.63%,
142,TER,"Teradyne, Inc.",,90.17 +3.43 (+3.95%),3.43,+3.95%,3.429M,2.995M,14.582B,27.16,-15.67%,
143,NVO,Novo Nordisk A/S,,80.16 +3.01 (+3.90%),3.01,+3.90%,5.217M,9.326M,355.781B,24.29,-41.94%,
144,PII,Polaris Inc.,,43.96 +1.63 (+3.85%),1.63,+3.85%,1.258M,1.68M,2.466B,22.54,-53.02%,
145,IRM,Iron Mountain Incorporated,,89.10 +3.26 (+3.80%),3.26,+3.80%,1.639M,2.251M,26.172B,146.07,8.71%,
146,BVN,Compañía de Minas Buenaventura S.A.A.,,15.42 +0.58 (+3.91%),0.58,+3.91%,1.905M,943327,3.912B,10.63,-14.86%,
147,BILI,Bilibili Inc.,,22.28 +0.84 (+3.92%),0.84,+3.92%,6.236M,6.794M,9.263B,-,81.08%,
148,XPO,"XPO, Inc.",,111.20 +3.96 (+3.69%),3.96,+3.69%,1.377M,1.625M,13.037B,34.43,-12.16%,
149,ZTO,ZTO Express (Cayman) Inc.,,20.75 +0.78 (+3.88%),0.78,+3.88%,3.217M,2.506M,16.495B,14.31,-7.84%,
150,ALIT,"Alight, Inc.",,6.34 +0.23 (+3.76%),0.23,+3.76%,7.84M,6.478M,3.507B,-,-29.36%,
151,SAND,Sandstorm Gold Ltd.,,6.78 +0.25 (+3.83%),0.25,+3.83%,4.495M,5.139M,2.008B,135.60,32.19%,
152,KGS,"Kodiak Gas Services, Inc.",,38.22 +1.42 (+3.87%),1.42,+3.87%,773423,1.169M,3.361B,68.26,40.83%,
153,AA,Alcoa Corporation,,34.81 +1.28 (+3.82%),1.28,+3.82%,5.268M,4.812M,9.012B,133.88,8.06%,
154,HRB,"H&R Block, Inc.",,52.13 +1.90 (+3.78%),1.9,+3.78%,1.543M,1.305M,6.978B,14.64,7.60%,
155,OPCH,"Option Care Health, Inc.",,33.89 +1.23 (+3.77%),1.23,+3.77%,2.129M,1.847M,5.603B,27.55,3.58%,
156,FTI,TechnipFMC plc,,28.25 +1.01 (+3.69%),1.01,+3.69%,2.644M,4.153M,11.879B,14.79,10.82%,
157,DUOL,"Duolingo, Inc.",,294.18 +10.64 (+3.75%),10.64,+3.75%,830014,796110,13.31B,157.32,30.95%,
158,PAYC,"Paycom Software, Inc.",,216.04 +8.04 (+3.87%),8.04,+3.87%,777765,617398,12.095B,24.22,8.55%,
159,IBKR,"Interactive Brokers Group, Inc.",,174.40 +6.29 (+3.74%),6.29,+3.74%,1.842M,1.957M,73.706B,25.20,55.74%,
160,BGC,"BGC Group, Inc.",,9.14 +0.33 (+3.75%),0.33,+3.75%,2.336M,2.959M,4.478B,36.56,10.40%,
161,CPRX,"Catalyst Pharmaceuticals, Inc.",,21.81 +0.79 (+3.76%),0.79,+3.76%,980495,1.189M,2.649B,16.65,30.72%,
162,TNET,"TriNet Group, Inc.",,77.76 +2.81 (+3.75%),2.81,+3.75%,645578,440543,3.851B,22.67,-41.04%,
163,PRGO,Perrigo Company plc,,28.26 +1.00 (+3.67%),1.0,+3.67%,1.414M,1.605M,3.856B,-,-9.16%,
164,MSSMY,MISUMI Group Inc.,,8.74 +0.31 (+3.68%),0.31,+3.68%,44359,35036,4.801B,21.32,13.46%,
165,MAC,The Macerich Company,,17.10 +0.61 (+3.73%),0.61,+3.73%,1.561M,2.081M,4.509B,-,0.37%,
166,UAA,"Under Armour, Inc.",,6.95 +0.25 (+3.66%),0.25,+3.66%,17.097M,10.831M,2.883B,-,-7.33%,
167,DINO,HF Sinclair Corporation,,33.51 +1.15 (+3.57%),1.15,+3.57%,2.449M,3.188M,6.314B,36.83,-45.46%,
168,POWL,"Powell Industries, Inc.",,179.68 +6.32 (+3.65%),6.32,+3.65%,380290,520856,2.168B,13.64,12.82%,
169,BZ,Kanzhun Limited,,20.47 +0.72 (+3.65%),0.72,+3.65%,11.698M,4.058M,8.421B,42.65,3.29%,
170,SYNA,Synaptics Incorporated,,65.09 +2.27 (+3.61%),2.27,+3.61%,364872,651943,2.551B,15.21,-35.93%,
171,ANF,Abercrombie & Fitch Co.,,82.66 +2.87 (+3.60%),2.87,+3.60%,2.63M,2.312M,4.164B,7.73,-39.01%,
172,WHR,Whirlpool Corporation,,94.26 +3.28 (+3.61%),3.28,+3.61%,757830,1.05M,5.22B,-,-13.51%,
173,VRN,Veren Inc.,,6.32 +0.22 (+3.61%),0.22,+3.61%,23.779M,19.216M,3.867B,19.75,-22.19%,
174,EL,The Estée Lauder Companies Inc.,,68.91 +2.39 (+3.59%),2.39,+3.59%,2.256M,3.946M,24.788B,-,-55.00%,
175,ASO,"Academy Sports and Outdoors, Inc.",,46.72 +1.62 (+3.59%),1.62,+3.59%,1.758M,1.582M,3.242B,7.72,-37.47%,
176,OWL,Blue Owl Capital Inc.,,19.88 +0.67 (+3.49%),0.67,+3.49%,7.865M,6.376M,30.364B,99.40,10.21%,
177,LGF-B,Lions Gate Entertainment Corp.,,8.51 +0.30 (+3.59%),0.3,+3.59%,581156,892425,2.134B,-,-7.75%,
178,UNM,Unum Group,,81.61 +2.78 (+3.52%),2.78,+3.52%,1.605M,1.309M,14.426B,8.63,51.86%,
179,NXT,Nextracker Inc.,,45.90 +1.59 (+3.59%),1.59,+3.59%,1.471M,2.76M,6.772B,11.33,-25.10%,
180,VNO,Vornado Realty Trust,,38.10 +1.28 (+3.48%),1.28,+3.48%,1.059M,1.372M,7.92B,952.50,41.51%,
181,MTDR,Matador Resources Company,,50.36 +1.74 (+3.58%),1.74,+3.58%,1.269M,1.296M,6.305B,7.05,-26.89%,
182,AMD,"Advanced Micro Devices, Inc.",,104.59 +3.62 (+3.59%),3.62,+3.59%,41.726M,38.999M,169.486B,104.59,-47.04%,
183,VRNS,"Varonis Systems, Inc.",,41.45 +1.44 (+3.60%),1.44,+3.60%,1.209M,1.725M,4.665B,-,-18.60%,
184,GLNG,Golar LNG Limited,,35.05 +1.19 (+3.51%),1.19,+3.51%,1.306M,1.404M,3.663B,292.08,42.09%,
185,ENSG,"The Ensign Group, Inc.",,129.82 +4.42 (+3.52%),4.42,+3.52%,336999,425877,7.459B,25.36,2.63%,
186,PAAS,Pan American Silver Corp.,,26.70 +0.92 (+3.57%),0.92,+3.57%,2.739M,3.048M,9.67B,86.13,81.68%,
187,PK,Park Hotels & Resorts Inc.,,11.74 +0.39 (+3.44%),0.39,+3.44%,3.82M,3.792M,2.37B,11.62,-33.78%,
188,EQX,Equinox Gold Corp.,,6.97 +0.24 (+3.49%),0.24,+3.49%,13.52M,7.524M,3.181B,9.30,30.37%,
189,APO-PA,"Apollo Global Management, Inc.",,74.76 +2.79 (+3.88%),2.79,+3.88%,593939,265370,--,-,13.71%,
190,MPC,Marathon Petroleum Corporation,,146.16 +5.01 (+3.55%),5.01,+3.55%,1.978M,2.927M,45.686B,14.50,-27.05%,
191,LGND,Ligand Pharmaceuticals Incorporated,,109.95 +3.76 (+3.54%),3.76,+3.54%,159409,110718,2.117B,-,47.20%,
192,AR,Antero Resources Corporation,,38.89 +1.32 (+3.51%),1.32,+3.51%,2.913M,4.783M,12.102B,216.06,46.76%,
193,H,Hyatt Hotels Corporation,,126.59 +4.38 (+3.58%),4.38,+3.58%,1.039M,761836,12.173B,10.01,-21.72%,
194,OBDC,Blue Owl Capital Corporation,,14.91 +0.51 (+3.54%),0.51,+3.54%,7.121M,3.179M,7.617B,9.75,-5.57%,
195,RCL,Royal Caribbean Cruises Ltd.,,219.41 +7.39 (+3.49%),7.39,+3.49%,2.28M,2.665M,59.05B,20.06,65.30%,
196,ZETA,Zeta Global Holdings Corp.,,14.47 +0.49 (+3.51%),0.49,+3.51%,5.547M,6.446M,3.44B,-,32.51%,
