,Symbol,Name,Unnamed: 2,Price,Change,Change %,Volume,Avg Vol (3M),Market Cap,P/E Ratio (TTM),52 Wk Change %,52 Wk Range
0,CNXC,Concentrix Corporation,,64.48 -0.56 (-0.86%),-0.56,-0.86%,38537,851413,4.115B,16.16,2.62%,
1,SLNO,"Soleno Therapeutics, Inc.",,67.22 -0.17 (-0.25%),-0.17,-0.25%,40778,820565,3.083B,-,62.42%,
2,MLGO,MicroAlgo Inc.,,16.71 +0.77 (+4.88%),0.77,+4.88%,3.721M,23.598M,166.668M,-,-78.92%,
3,CAR,"Avis Budget Group, Inc.",,74.47 +0.31 (+0.42%),0.31,+0.42%,52341,974970,2.615B,-,-41.04%,
4,RIVN,"Rivian Automotive, Inc.",,12.80 -0.23 (-1.73%),-0.23,-1.73%,1.518M,32.705M,14.467B,-,17.40%,
5,FINV,FinVolution Group,,10.09 -0.37 (-3.54%),-0.37,-3.54%,92021,967378,2.622B,8.07,105.50%,
6,ALC,Alcon Inc.,,96.09 -0.71 (-0.73%),-0.71,-0.73%,90327,1.402M,47.528B,46.87,18.02%,
7,IAG,IAMGOLD Corporation,,6.53 +0.10 (+1.48%),0.1,+1.48%,303652,11.804M,3.75B,4.35,76.16%,
8,LBRT,Liberty Energy Inc.,,16.20 -0.02 (-0.12%),-0.02,-0.12%,27889,3.431M,2.63B,8.66,-22.65%,
9,IMVT,"Immunovant, Inc.",,18.82 +0.03 (+0.16%),0.03,+0.16%,6122,1.455M,3.197B,-,-40.56%,
10,HMY,Harmony Gold Mining Company Limited,,13.52 +0.68 (+5.30%),0.68,+5.30%,351050,7.039M,8.412B,14.86,58.71%,
11,MAKSY,Marks and Spencer Group plc,,9.30 +0.43 (+4.85%),0.43,+4.85%,17401,82611,9.405B,14.76,46.92%,
12,DAR,Darling Ingredients Inc.,,31.91 0.00 (0.00%),0.0,0.00%,14727,2.182M,5.046B,18.45,-29.71%,
13,OLLI,"Ollie's Bargain Outlet Holdings, Inc.",,113.07 0.00 (0.00%),0.0,0.00%,9186,1.088M,6.926B,35.01,52.32%,
14,FJTSY,Fujitsu Limited,,20.66 +0.89 (+4.50%),0.89,+4.50%,51735,158163,36.846B,18.28,24.98%,
15,AU,AngloGold Ashanti plc,,37.84 +1.66 (+4.59%),1.66,+4.59%,231782,2.471M,19.054B,16.24,63.19%,
16,WING,Wingstop Inc.,,226.34 -2.95 (-1.29%),-2.95,-1.29%,9123,810186,6.487B,61.34,-37.66%,
17,AZO,"AutoZone, Inc.",,"3,832.08 +3.97 (+0.10%)",3.97,+0.10%,1836,123801,64.106B,25.73,20.81%,
18,EQX,Equinox Gold Corp.,,7.12 +0.03 (+0.35%),0.03,+0.35%,141659,8.383M,3.249B,9.50,15.82%,
19,PARAA,Paramount Global,,23.40 -0.18 (-0.77%),-0.18,-0.77%,2139,25258,8.255B,-,11.12%,
20,QFIN,"Qifu Technology, Inc.",,47.44 -0.68 (-1.41%),-0.68,-1.41%,45952,1.58M,6.657B,8.34,157.60%,
21,ANGI,Angi Inc.,,16.85 -0.20 (-1.17%),-0.2,-1.17%,2335,148819,841.917M,24.07,-33.91%,
22,ABT,Abbott Laboratories,,131.26 -0.10 (-0.07%),-0.1,-0.07%,12149,6.769M,227.638B,17.18,17.18%,
23,SRRK,Scholar Rock Holding Corporation,,33.47 +0.10 (+0.31%),0.1,+0.31%,9648,964311,3.168B,-,98.69%,
24,LKNCY,Luckin Coffee Inc.,,34.40 +1.20 (+3.61%),1.2,+3.61%,14252,2.337M,9.66B,27.09,42.74%,
25,SMMT,Summit Therapeutics Inc.,,20.61 +0.01 (+0.05%),0.01,+0.05%,16320,2.436M,15.204B,-,417.59%,
26,CMPGY,Compass Group PLC,,33.17 +1.14 (+3.56%),1.14,+3.56%,500,240318,56.304B,40.45,13.48%,
27,DG,Dollar General Corporation,,87.44 -0.10 (-0.11%),-0.1,-0.11%,300056,3.848M,19.232B,17.11,-44.37%,
28,SE,Sea Limited,,131.57 -2.00 (-1.50%),-2.0,-1.50%,71861,4.341M,75.566B,180.23,151.92%,
29,QXO,"QXO, Inc.",,14.06 +0.05 (+0.36%),0.05,+0.36%,23669,2.426M,5.757B,-,-86.38%,
30,JHX,James Hardie Industries plc,,24.42 -0.22 (-0.91%),-0.22,-0.91%,714171,588601,10.494B,24.17,-38.55%,
31,RACE,Ferrari N.V.,,437.81 +10.99 (+2.57%),10.99,+2.57%,64527,415120,78.019B,47.95,-1.14%,
32,BWIN,"The Baldwin Insurance Group, Inc.",,45.77 -0.28 (-0.61%),-0.28,-0.61%,2899,568450,3.119B,-,61.30%,
33,BG,Bunge Global SA,,76.68 +0.18 (+0.24%),0.18,+0.24%,24600,1.731M,10.273B,9.60,-25.21%,
34,WIX,Wix.com Ltd.,,171.82 -2.06 (-1.18%),-2.06,-1.18%,3306,850746,9.565B,72.81,26.54%,
35,WDFC,WD-40 Company,,242.14 -0.35 (-0.14%),-0.35,-0.14%,1684,110193,3.28B,46.48,-2.58%,
36,WMK,"Weis Markets, Inc.",,77.81 +2.27 (+3.01%),2.27,+3.01%,1098,105358,2.093B,19.02,21.84%,
