symbol,price,price_change,price_percent_change
STBX,1.801,20.94,1162.62
OST,3.19,9.54,299.10
CARA,15.96,29.94,187.57
MURA,2.41,3.23,133.98
ACRV,2.15,0.93,43.33
ELPW,2.19,0.94,43.14
SUNE,0.041,0.02,42.86
ARBB,0.926,0.39,42.51
KSCP,4.25,1.77,41.67
NCT,8.01,3.25,40.53
DWTX,4.16,1.61,38.67
RYET,7.0,2.39,34.10
APM,1.08,0.35,32.52
SKYE,1.71,0.52,30.53
ILLR,1.08,0.33,30.12
IE,6.48,1.84,28.32
OPTX,1.41,0.4,28.18
RAYA,1.65,0.46,27.91
CNTB,0.83,0.23,27.49
JZXN,6.49,1.75,27.01
