,Unnamed: 0,Volume,Last,Chg,% Chg
30,Green Dot Corp. Cl A (GDOT),1.8M,7.74,1.09,16.49
31,Peloton Interactive Inc. (PTON),27.5M,7.07,1.0,16.43
32,LexinFintech Holdings Ltd. ADR (LX),5.5M,10.54,1.47,16.15
33,SoundHound AI Inc. (SOUN),37.2M,10.34,1.43,16.05
34,CNS Pharmaceuticals Inc. (CNSP),335.6K,3.14,0.43,15.87
35,Oklo Inc. (OKLO),12.6M,27.72,3.77,15.74
36,Arqit Quantum Inc. (ARQQ),573.2K,14.95,1.98,15.27
37,Soho House & Co. Inc. (SHCO),618.6K,5.98,0.79,15.22
38,Pheton Holdings Ltd. Cl A (PTHL),63.0K,4.18,0.55,15.15
39,iHuman Inc. ADR (IH),259.7K,2.98,0.39,15.06
40,Red Cat Holdings Inc. (RCAT),3.8M,5.66,0.74,15.04
41,NuScale Power Corp. (SMR),6.3M,17.49,2.28,14.99
42,Wolfspeed Inc. (WOLF),25.8M,5.88,0.77,14.97
43,ZJK Industrial Co. Ltd. (ZJK),61.0K,5.0,0.65,14.94
44,Lightbridge Corp. (LTBR),1.3M,9.36,1.2,14.71
45,DocuSign Inc. (DOCU),10.9M,85.65,10.95,14.66
46,Palladyne AI Corp. (PDYN),1.7M,7.38,0.93,14.42
47,Baosheng Media Group Holdings Ltd. (BAOS),3.5M,2.4,0.3,14.29
48,Vaalco Energy Inc. (EGY),1.5M,4.32,0.54,14.12
49,Sonoma Pharmaceuticals Inc. (SNOA),376.1K,3.51,0.43,13.96
50,Frequency Electronics Inc. (FEIM),242.8K,16.0,1.94,13.8
51,Inotiv Inc. (NOTV),347.8K,2.98,0.36,13.71
52,WeRide Inc. ADR (WRD),5.1M,18.49,2.22,13.64
53,Altimmune Inc. (ALT),11.4M,5.91,0.71,13.6
54,Ulta Beauty Inc. (ULTA),2.9M,357.16,42.69,13.58
55,Barnes & Noble Education Inc. (BNED),597.3K,9.91,1.18,13.52
56,Laird Superfood Inc. (LSF),94.4K,5.34,0.63,13.38
57,Sandisk Corp. (SNDK),3.8M,54.9,6.46,13.34
58,Redwire Corp. (RDW),1.3M,10.62,1.24,13.21
59,Mingteng International Corp. Inc. (MTEN),859.2K,5.67,0.66,13.17
60,GEN Restaurant Group Inc. Cl A (GENK),127.0K,6.39,0.74,13.1
61,Unusual Machines Inc. (UMAC),685.5K,6.4,0.74,13.07
62,Hertz Global Holdings Inc. (HTZ),4.6M,3.81,0.44,13.06
63,Cango Inc. ADR (CANG),707.6K,3.73,0.43,13.03
64,MicroStrategy Inc. (MSTR),19.1M,297.49,34.23,13.0
65,ServiceTitan Inc. Cl A (TTAN),755.9K,93.04,10.7,12.99
66,Root Inc. Cl A (ROOT),1.0M,151.64,17.41,12.97
67,NRX Pharmaceuticals Inc. (NRXP),229.4K,2.34,0.27,12.8
68,ALT5 Sigma Corp. (ALTS),149.2K,4.61,0.52,12.71
69,PSQ Holdings Inc. Cl A (PSQH),989.9K,2.66,0.3,12.71
70,Sight Sciences Inc. (SGHT),173.6K,2.71,0.3,12.68
71,Pangaea Logistics Solutions Ltd. (PANL),441.3K,5.45,0.61,12.6
72,Heritage Global Inc. (HGBL),407.6K,2.35,0.26,12.44
73,Wrap Technologies Inc. (WRAP),174.2K,2.26,0.25,12.44
74,Laser Photonics Corp. (LASE),207.6K,3.6,0.4,12.31
75,Applied Digital Corp. (APLD),17.6M,7.04,0.76,12.1
76,Fold Holdings Inc. (FLD),68.1K,7.7,0.83,12.07
77,Veritone Inc. (VERI),515.3K,2.62,0.28,11.97
78,Navitas Semiconductor Corp. (NVTS),4.5M,2.5,0.27,11.83
79,VNET Group Inc. ADR (VNET),10.1M,11.63,1.23,11.83
80,Tempus AI Inc. (TEM),10.3M,47.14,4.98,11.81
81,Atlanticus Holdings Corp. (ATLC),71.5K,48.85,5.14,11.76
82,Yoshiharu Global Co. (YOSH),167.0K,20.11,2.12,11.75
83,Innodata Inc. (INOD),1.1M,48.18,5.04,11.69
84,Aligos Therapeutics Inc. (ALGS),126.4K,11.48,1.2,11.67
85,Avis Budget Group Inc. (CAR),1.8M,61.94,6.45,11.61
86,Beyond Inc. (BYON),2.8M,5.62,0.58,11.61
87,One Stop Systems Inc. (OSS),131.3K,2.9,0.3,11.54
88,CervoMed Inc. (CRVO),8.7M,6.44,0.65,11.23
89,Aurora Innovation Inc. (AUR),21.1M,6.97,0.71,11.34
90,POET Technologies Inc. (POET),989.1K,3.93,0.4,11.17
91,Brag House Holdings Inc. (TBH),3.4M,4.86,0.48,11.1
92,Emerald Holding Inc. (EEX),266.7K,4.06,0.41,11.1
93,EHang Holdings Ltd. ADR (EH),2.6M,24.17,2.4,11.02
94,Afya Ltd. (AFYA),185.7K,18.0,1.78,10.97
95,Freightos Ltd. (CRGO),77.2K,2.44,0.24,10.91
96,CTRL Group Ltd. (MCTR),188.3K,7.77,0.76,10.88
97,Grupo Aeroportuario del Sureste S.A.B. de C.V. ADR (ASR),72.4K,286.6,28.11,10.87
98,Nabors Industries Ltd. (NBR),404.6K,43.47,4.24,10.81
99,Claros Mortgage Trust Inc. (CMTG),1.6M,4.0,0.39,10.8
