,Symbol,Name,Unnamed: 2,Price,Change,Change %,Volume,Avg Vol (3M),Market Cap,P/E Ratio (TTM),52 Wk Change %,52 Wk Range
61,HBI,Hanesbrands Inc.,,6.01 +0.28 (+4.80%),0.28,+4.80%,2.75M,7.065M,2.12B,-,10.83%,
62,ALAB,"Astera Labs, Inc.",,65.00 +2.99 (+4.82%),2.99,+4.82%,1.631M,5.074M,10.54B,-,-10.49%,
63,RUM,Rumble Inc.,,8.08 +0.38 (+4.92%),0.38,+4.92%,1.043M,3.444M,2.735B,-,15.27%,
64,LNW,"Light & Wonder, Inc.",,92.04 +4.17 (+4.74%),4.17,+4.74%,479036,740043,7.774B,25.01,-13.79%,
65,ILMN,"Illumina, Inc.",,82.08 +3.69 (+4.71%),3.69,+4.71%,760358,2.534M,13.001B,-,-36.91%,
66,ANF,Abercrombie & Fitch Co.,,82.56 +3.79 (+4.81%),3.79,+4.81%,1.07M,2.441M,4.159B,7.72,-39.75%,
67,SATS,EchoStar Corporation,,26.36 +1.17 (+4.64%),1.17,+4.64%,503203,2.292M,7.553B,-,85.36%,
68,GEV,GE Vernova Inc.,,330.51 +14.87 (+4.71%),14.87,+4.71%,1.693M,4.128M,90.344B,59.13,129.82%,
69,EQH,"Equitable Holdings, Inc.",,54.76 +2.47 (+4.72%),2.47,+4.72%,910199,2.974M,16.856B,14.49,38.19%,
70,SAIA,"Saia, Inc.",,371.01 +16.24 (+4.58%),16.24,+4.58%,103702,481200,9.881B,27.44,-38.66%,
71,SMTC,Semtech Corporation,,36.56 +1.70 (+4.89%),1.7,+4.89%,378026,2.848M,3.163B,-,10.74%,
72,TEX,Terex Corporation,,39.78 +1.72 (+4.50%),1.72,+4.50%,477156,962013,2.642B,8.02,-41.42%,
73,APGE,"Apogee Therapeutics, Inc.",,37.21 +1.60 (+4.49%),1.6,+4.49%,179523,639263,2.161B,-,-40.65%,
74,U,Unity Software Inc.,,21.08 +0.89 (+4.43%),0.89,+4.43%,2.386M,11.167M,8.638B,-,-21.62%,
75,ZETA,Zeta Global Holdings Corp.,,14.65 +0.62 (+4.46%),0.62,+4.46%,1.836M,5.937M,3.484B,-,33.24%,
76,ELF,"e.l.f. Beauty, Inc.",,67.12 +2.87 (+4.47%),2.87,+4.47%,719741,2.903M,3.785B,40.19,-60.77%,
77,KC,Kingsoft Cloud Holdings Limited,,14.47 +0.61 (+4.40%),0.61,+4.40%,875419,3.873M,3.436B,-,334.48%,
78,MMS,"Maximus, Inc.",,71.51 +2.83 (+4.11%),2.83,+4.11%,358345,697468,4.047B,15.41,-15.11%,
79,POWL,"Powell Industries, Inc.",,183.49 +7.60 (+4.32%),7.6,+4.32%,93895,492291,2.214B,13.93,30.60%,
80,MDGL,"Madrigal Pharmaceuticals, Inc.",,339.42 +15.44 (+4.77%),15.44,+4.77%,97710,404818,7.494B,-,32.11%,
81,SAIC,Science Applications International Corporation,,118.17 +4.86 (+4.29%),4.86,+4.29%,546564,810678,5.641B,16.48,-12.45%,
82,SMG,The Scotts Miracle-Gro Company,,57.16 +2.39 (+4.37%),2.39,+4.37%,709067,948586,3.285B,-,-26.33%,
83,SN,"SharkNinja, Inc.",,87.88 +3.68 (+4.37%),3.68,+4.37%,641639,1.315M,12.333B,28.26,34.72%,
84,LYFT,"Lyft, Inc.",,12.80 +0.57 (+4.65%),0.57,+4.65%,9.03M,19.325M,5.35B,213.30,-33.10%,
85,IONS,"Ionis Pharmaceuticals, Inc.",,28.41 +1.15 (+4.20%),1.15,+4.20%,543713,1.652M,4.515B,-,-37.73%,
86,DASH,"DoorDash, Inc.",,190.56 +8.14 (+4.46%),8.14,+4.46%,2.731M,5.737M,80.053B,657.10,31.45%,
87,PI,"Impinj, Inc.",,92.06 +3.66 (+4.14%),3.66,+4.14%,115662,668525,2.627B,66.23,-28.18%,
88,CLBT,Cellebrite DI Ltd.,,20.03 +0.78 (+4.05%),0.78,+4.05%,365405,1.899M,4.797B,-,73.58%,
89,DKNG,DraftKings Inc.,,34.59 +1.40 (+4.22%),1.4,+4.22%,4.647M,10.694M,17.293B,-,-25.85%,
90,TEM,"Tempus AI, Inc.",,49.19 +1.97 (+4.17%),1.97,+4.17%,3.685M,13.564M,8.471B,-,17.32%,
91,UAA,"Under Armour, Inc.",,6.61 +0.26 (+4.09%),0.26,+4.09%,5.558M,11.941M,2.788B,-,-9.03%,
92,LEGN,Legend Biotech Corporation,,32.74 +1.22 (+3.87%),1.22,+3.87%,650933,1.24M,6.013B,-,-44.09%,
93,AIR,AAR Corp.,,57.50 +2.13 (+3.85%),2.13,+3.85%,180333,272886,2.076B,-,-6.04%,
94,BHVN,Biohaven Ltd.,,23.49 +0.89 (+3.94%),0.89,+3.94%,427968,1.035M,2.398B,-,-56.77%,
95,SRRK,Scholar Rock Holding Corporation,,31.27 +1.22 (+4.04%),1.22,+4.04%,617800,999428,2.961B,-,97.37%,
96,MBLY,Mobileye Global Inc.,,15.05 +0.56 (+3.83%),0.56,+3.83%,585136,5.508M,12.212B,-,-55.58%,
97,RXRX,"Recursion Pharmaceuticals, Inc.",,5.31 +0.21 (+4.20%),0.21,+4.20%,9.142M,23.28M,2.134B,-,-42.95%,
98,UPST,"Upstart Holdings, Inc.",,47.77 +1.77 (+3.85%),1.77,+3.85%,1.846M,5.728M,4.477B,-,74.97%,
99,FIX,"Comfort Systems USA, Inc.",,343.21 +13.21 (+4.00%),13.21,+4.00%,153101,572130,12.202B,23.52,2.94%,
100,AVAV,"AeroVironment, Inc.",,126.50 +4.71 (+3.87%),4.71,+3.87%,92782,453270,3.57B,109.06,-17.09%,
101,DECK,Deckers Outdoor Corporation,,117.81 +4.46 (+3.93%),4.46,+3.93%,975311,3.165M,17.88B,19.16,-24.49%,
102,VST,Vistra Corp.,,127.12 +4.89 (+4.00%),4.89,+4.00%,2.592M,9.225M,43.242B,18.16,65.73%,
103,APP,AppLovin Corporation,,293.67 +10.96 (+3.88%),10.96,+3.88%,2.829M,8.143M,99.834B,64.97,288.00%,
104,W,Wayfair Inc.,,33.21 +1.27 (+3.96%),1.27,+3.96%,2.687M,4.214M,4.214B,-,-48.82%,
105,MIR,"Mirion Technologies, Inc.",,14.89 +0.54 (+3.76%),0.54,+3.76%,315111,2.026M,3.461B,-,31.05%,
106,PLTR,Palantir Technologies Inc.,,88.10 +3.42 (+4.04%),3.42,+4.04%,52.354M,99.051M,206.632B,463.70,273.04%,
107,CELH,"Celsius Holdings, Inc.",,37.09 +1.36 (+3.81%),1.36,+3.81%,3.4M,10.287M,9.554B,82.42,-53.39%,
108,NVMI,Nova Ltd.,,191.83 +6.93 (+3.75%),6.93,+3.75%,97901,282583,5.617B,33.36,3.34%,
109,CRK,"Comstock Resources, Inc.",,21.15 +0.80 (+3.93%),0.8,+3.93%,1.723M,2.382M,6.195B,-,122.16%,
110,PFSI,"PennyMac Financial Services, Inc.",,103.74 +3.73 (+3.73%),3.73,+3.73%,153331,330381,5.336B,17.76,13.20%,
111,SMMT,Summit Therapeutics Inc.,,19.52 +0.72 (+3.83%),0.72,+3.83%,684295,2.459M,14.4B,-,375.95%,
112,SPOT,Spotify Technology S.A.,,573.02 +21.29 (+3.86%),21.29,+3.86%,979449,2.374M,117.301B,96.14,89.10%,
113,COIN,"Coinbase Global, Inc.",,181.37 +6.85 (+3.93%),6.85,+3.93%,3.607M,9.168M,46.046B,19.13,-30.63%,
114,ETSY,"Etsy, Inc.",,50.33 +1.80 (+3.71%),1.8,+3.71%,1.342M,3.791M,5.389B,21.42,-25.51%,
115,WSC,WillScot Holdings Corporation,,28.48 +1.00 (+3.64%),1.0,+3.64%,842706,3.334M,5.228B,189.87,-38.33%,
116,FN,Fabrinet,,204.23 +7.21 (+3.66%),7.21,+3.66%,159052,791590,7.35B,22.84,3.66%,
117,WSM,"Williams-Sonoma, Inc.",,164.61 +5.74 (+3.61%),5.74,+3.61%,784136,2.148M,20.331B,18.73,2.84%,
118,PRKS,United Parks & Resorts Inc.,,47.17 +1.64 (+3.59%),1.64,+3.59%,236071,923736,2.595B,12.44,-19.22%,
119,TTEK,"Tetra Tech, Inc.",,30.63 +1.08 (+3.65%),1.08,+3.65%,925411,3.059M,8.21B,32.24,-22.54%,
120,UA,"Under Armour, Inc.",,6.33 +0.23 (+3.77%),0.23,+3.77%,1.616M,3.827M,2.779B,-,-8.82%,
121,NRG,"NRG Energy, Inc.",,102.19 +3.66 (+3.71%),3.66,+3.71%,734440,3.241M,20.813B,20.48,36.83%,
122,CG,The Carlyle Group Inc.,,45.91 +1.64 (+3.70%),1.64,+3.70%,909518,2.598M,16.583B,16.57,-5.55%,
123,SOFI,"SoFi Technologies, Inc.",,12.35 +0.44 (+3.69%),0.44,+3.69%,25.777M,46.545M,13.542B,31.67,57.96%,
124,INSP,"Inspire Medical Systems, Inc.",,163.61 +5.63 (+3.56%),5.63,+3.56%,169688,548923,4.869B,93.49,-24.84%,
125,ROAD,"Construction Partners, Inc.",,75.83 +2.60 (+3.55%),2.6,+3.55%,139660,601766,4.243B,71.54,26.52%,
126,CRSP,CRISPR Therapeutics AG,,34.38 +1.24 (+3.74%),1.24,+3.74%,723544,2.147M,2.949B,-,-48.70%,
127,FROG,JFrog Ltd.,,33.54 +1.14 (+3.52%),1.14,+3.52%,536410,1.039M,3.786B,-,-25.14%,
128,AAON,"AAON, Inc.",,82.00 +2.84 (+3.59%),2.84,+3.59%,158986,926560,6.691B,40.59,-8.27%,
129,DOCN,"DigitalOcean Holdings, Inc.",,35.03 +1.24 (+3.65%),1.24,+3.65%,476933,1.272M,3.225B,39.35,-8.03%,
130,WPP,WPP plc,,37.49 +1.27 (+3.51%),1.27,+3.51%,398826,274020,8.396B,11.75,-22.42%,
131,CLSK,"CleanSpark, Inc.",,7.84 +0.28 (+3.77%),0.28,+3.77%,12.462M,24.727M,2.203B,-,-53.29%,
132,KMX,"CarMax, Inc.",,81.68 +2.80 (+3.54%),2.8,+3.54%,1.579M,1.941M,12.562B,27.78,-5.67%,
133,WGS,GeneDx Holdings Corp.,,87.90 +3.31 (+3.91%),3.31,+3.91%,219323,1.05M,2.467B,-,795.13%,
134,DELL,Dell Technologies Inc.,,95.25 +3.29 (+3.58%),3.29,+3.58%,2.275M,8.248M,66.469B,14.93,-28.48%,
135,DLTR,"Dollar Tree, Inc.",,78.02 +2.68 (+3.56%),2.68,+3.56%,1.899M,3.811M,16.781B,16.15,-43.86%,
136,FLUT,Flutter Entertainment plc,,230.76 +7.94 (+3.57%),7.94,+3.57%,1.079M,2.058M,40.892B,923.06,11.87%,
137,WCC,"WESCO International, Inc.",,161.85 +5.43 (+3.47%),5.43,+3.47%,186434,754383,7.897B,12.40,-10.21%,
138,ATGE,Adtalem Global Education Inc.,,105.50 +3.53 (+3.47%),3.53,+3.47%,114254,427436,3.932B,20.10,98.62%,
139,BZLFY,Bunzl plc,,19.54 +0.65 (+3.44%),0.65,+3.44%,44990,77540,12.958B,20.35,1.62%,
140,MEDP,"Medpace Holdings, Inc.",,308.18 +10.45 (+3.51%),10.45,+3.51%,260175,337243,9.389B,24.42,-24.84%,
141,CAVA,"CAVA Group, Inc.",,90.29 +3.10 (+3.55%),3.1,+3.55%,863400,3.332M,10.438B,82.09,30.60%,
142,AGYS,"Agilysys, Inc.",,74.88 +2.62 (+3.63%),2.62,+3.63%,47222,372180,2.094B,99.84,-11.96%,
143,TAL,TAL Education Group,,13.60 +0.41 (+3.11%),0.41,+3.11%,1.231M,7.419M,8.218B,71.58,15.30%,
144,ORCL,Oracle Corporation,,146.83 +4.89 (+3.45%),4.89,+3.45%,5.46M,12.031M,411.745B,34.47,12.44%,
145,KNF,Knife River Corporation,,95.47 +3.11 (+3.37%),3.11,+3.37%,62925,458643,5.405B,26.89,17.13%,
146,CEG,Constellation Energy Corporation,,214.17 +7.23 (+3.49%),7.23,+3.49%,1.144M,4.802M,67.102B,18.00,8.77%,
147,VRNA,Verona Pharma plc,,60.74 +2.20 (+3.76%),2.2,+3.76%,819004,1.44M,8.085B,-,260.69%,
148,OMF,"OneMain Holdings, Inc.",,50.73 +1.66 (+3.38%),1.66,+3.38%,249747,1.084M,6.056B,11.96,-0.69%,
149,BPMC,Blueprint Medicines Corporation,,88.80 +2.86 (+3.32%),2.86,+3.32%,236627,1.032M,5.675B,-,-6.82%,
150,URBN,"Urban Outfitters, Inc.",,54.85 +1.78 (+3.35%),1.78,+3.35%,468638,2.014M,5.062B,12.88,26.63%,
151,ASAN,"Asana, Inc.",,15.82 +0.51 (+3.36%),0.51,+3.36%,724885,3.44M,3.688B,-,2.75%,
152,QFIN,"Qifu Technology, Inc.",,45.78 +1.49 (+3.35%),1.49,+3.35%,891776,1.608M,6.546B,8.06,124.14%,
153,MRNA,"Moderna, Inc.",,28.06 +0.90 (+3.31%),0.9,+3.31%,6.237M,11.752M,10.849B,-,-73.16%,
154,BURL,"Burlington Stores, Inc.",,250.56 +7.87 (+3.24%),7.87,+3.24%,247004,1.109M,15.837B,32.16,14.50%,
155,RXO,"RXO, Inc.",,19.55 +0.63 (+3.33%),0.63,+3.33%,236533,1.252M,3.193B,-,-12.04%,
156,TEAM,Atlassian Corporation,,223.60 +7.19 (+3.32%),7.19,+3.32%,770643,2.229M,58.583B,-,10.84%,
157,LB,LandBridge Company LLC,,75.00 +2.37 (+3.26%),2.37,+3.26%,237305,670296,5.734B,-,213.74%,
158,EXAS,Exact Sciences Corporation,,44.84 +1.39 (+3.20%),1.39,+3.20%,503339,2.247M,8.329B,-,-40.33%,
159,ONON,On Holding AG,,44.12 +1.42 (+3.33%),1.42,+3.33%,1.195M,4.402M,14.288B,52.52,28.69%,
160,PENN,"PENN Entertainment, Inc.",,16.67 +0.53 (+3.25%),0.53,+3.25%,929824,4.531M,2.549B,-,-9.78%,
161,SITM,SiTime Corporation,,159.44 +4.88 (+3.16%),4.88,+3.16%,56136,312351,3.762B,-,74.05%,
162,ANET,Arista Networks Inc,,81.11 +2.62 (+3.33%),2.62,+3.33%,2.953M,10.837M,102.283B,36.37,5.08%,
163,SAH,"Sonic Automotive, Inc.",,59.67 +1.81 (+3.12%),1.81,+3.12%,60045,220423,2.021B,9.65,6.63%,
164,OLLI,"Ollie's Bargain Outlet Holdings, Inc.",,118.30 +3.75 (+3.27%),3.75,+3.27%,878712,1.084M,7.246B,36.63,67.35%,
165,BWIN,"The Baldwin Insurance Group, Inc.",,45.31 +1.38 (+3.15%),1.38,+3.15%,172933,574205,3.088B,-,53.82%,
166,ICUI,"ICU Medical, Inc.",,142.05 +4.25 (+3.09%),4.25,+3.09%,55884,240815,3.483B,-,33.32%,
167,DOCS,"Doximity, Inc.",,58.60 +1.88 (+3.32%),1.88,+3.32%,714085,2.451M,10.996B,58.60,120.70%,
168,MTZ,"MasTec, Inc.",,122.36 +3.66 (+3.08%),3.66,+3.08%,120374,1.209M,9.702B,59.11,24.93%,
169,CAMT,Camtek Ltd.,,60.99 +1.85 (+3.14%),1.85,+3.14%,100166,563658,2.781B,25.20,-27.81%,
170,RNW,ReNew Energy Global Plc,,6.01 +0.17 (+3.00%),0.17,+3.00%,315897,1.095M,2.181B,120.30,-3.47%,
171,TOST,"Toast, Inc.",,35.34 +1.08 (+3.15%),1.08,+3.15%,2.183M,6.579M,20.32B,1178.00,47.23%,
172,BBIO,"BridgeBio Pharma, Inc.",,34.06 +1.04 (+3.15%),1.04,+3.15%,723954,3.077M,6.478B,-,12.97%,
173,UAL,"United Airlines Holdings, Inc.",,70.46 +2.26 (+3.31%),2.26,+3.31%,3.469M,7.915M,23.063B,7.46,52.85%,
174,STRL,"Sterling Infrastructure, Inc.",,119.34 +3.70 (+3.20%),3.7,+3.20%,281180,630770,3.63B,14.43,7.45%,
175,RSI,"Rush Street Interactive, Inc.",,11.34 +0.35 (+3.18%),0.35,+3.18%,317781,2.069M,2.586B,378.00,60.44%,
