,Symbol,Name,Unnamed: 2,Price,Change,Change %,Volume,Avg Vol (3M),Market Cap,P/E Ratio (TTM),52 Wk Change %,52 Wk Range
52,QXO,"QXO, Inc.",,13.44 +0.77 (+6.08%),0.77,+6.08%,1.577M,2.281M,5.503B,-,-87.85%,
53,CENT,Central Garden & Pet Company,,35.56 +1.90 (+5.63%),1.9,+5.63%,172745,190462,2.146B,19.54,-20.89%,
54,LSCC,Lattice Semiconductor Corporation,,64.15 +3.48 (+5.74%),3.48,+5.74%,430366,2.289M,8.828B,145.80,-22.80%,
55,RKLB,"Rocket Lab USA, Inc.",,20.08 +1.14 (+6.03%),1.14,+6.03%,7.758M,19.047M,9.108B,-,364.22%,
56,LB,LandBridge Company LLC,,81.60 +4.55 (+5.91%),4.55,+5.91%,239714,642712,6.238B,-,232.83%,
57,HQY,"HealthEquity, Inc.",,89.76 +4.88 (+5.75%),4.88,+5.75%,479935,902113,7.764B,82.35,6.93%,
58,UAL,"United Airlines Holdings, Inc.",,79.11 +4.24 (+5.65%),4.24,+5.65%,4.392M,7.467M,25.894B,8.37,66.79%,
59,VRT,Vertiv Holdings Co,,93.78 +5.15 (+5.81%),5.15,+5.81%,3.039M,9.979M,35.707B,73.26,8.15%,
60,BYDDY,BYD Company Limited,,106.93 +5.77 (+5.70%),5.77,+5.70%,250564,572468,163.641B,33.11,87.75%,
61,STEP,StepStone Group Inc.,,56.89 +3.02 (+5.61%),3.02,+5.61%,131735,553741,6.785B,-,56.33%,
62,UI,Ubiquiti Inc.,,334.30 +17.70 (+5.59%),17.7,+5.59%,27524,100908,20.222B,45.48,179.46%,
63,CMC,Commercial Metals Company,,49.09 +2.50 (+5.37%),2.5,+5.37%,468138,1.205M,5.56B,81.82,-20.15%,
64,DOOO,BRP Inc.,,38.76 +2.11 (+5.77%),2.11,+5.77%,71130,175255,2.843B,18.72,-40.13%,
65,CRS,Carpenter Technology Corporation,,193.99 +10.18 (+5.54%),10.18,+5.54%,220480,828800,9.689B,36.67,169.60%,
66,MTSI,"MACOM Technology Solutions Holdings, Inc.",,112.79 +5.90 (+5.52%),5.9,+5.52%,195344,742915,8.385B,-,10.41%,
67,ROAD,"Construction Partners, Inc.",,77.88 +4.05 (+5.49%),4.05,+5.49%,99622,591829,4.357B,73.47,33.03%,
68,RBRK,"Rubrik, Inc.",,71.84 +3.65 (+5.35%),3.65,+5.35%,912206,2.229M,13.634B,-,84.30%,
69,WING,Wingstop Inc.,,227.00 +11.54 (+5.36%),11.54,+5.36%,328412,795181,6.506B,61.19,-40.35%,
70,DECK,Deckers Outdoor Corporation,,124.25 +6.39 (+5.42%),6.39,+5.42%,1.997M,3.038M,18.858B,20.17,-24.17%,
71,UPST,"Upstart Holdings, Inc.",,54.73 +2.77 (+5.33%),2.77,+5.33%,3.176M,5.78M,5.129B,-,99.00%,
72,SHOP,Shopify Inc.,,109.92 +5.71 (+5.48%),5.71,+5.48%,5.762M,8.311M,142.585B,70.92,32.89%,
73,FMCKJ,Federal Home Loan Mortgage Corporation,,11.95 +0.61 (+5.37%),0.61,+5.37%,154193,778305,8.162B,175.74,181.39%,
74,KPELY,Keppel Ltd.,,10.43 +0.53 (+5.35%),0.53,+5.35%,18093,2953,9.464B,15.34,-2.16%,
75,MTZ,"MasTec, Inc.",,130.66 +6.63 (+5.35%),6.63,+5.35%,329715,1.157M,10.36B,63.43,34.74%,
76,BURL,"Burlington Stores, Inc.",,246.67 +12.71 (+5.43%),12.71,+5.43%,386444,1.094M,15.591B,31.66,2.79%,
77,COIN,"Coinbase Global, Inc.",,200.07 +10.21 (+5.38%),10.21,+5.38%,4.78M,9.073M,50.794B,21.13,-32.12%,
78,TPL,Texas Pacific Land Corporation,,"1,339.78 +66.62 (+5.23%)",66.62,+5.23%,50426,132946,30.795B,67.91,121.47%,
79,ON,ON Semiconductor Corporation,,45.99 +2.21 (+5.05%),2.21,+5.05%,3.466M,9.185M,19.381B,12.67,-40.47%,
80,CNTA,Centessa Pharmaceuticals plc,,16.55 +0.80 (+5.08%),0.8,+5.08%,363097,842474,2.182B,-,36.84%,
81,BPMC,Blueprint Medicines Corporation,,93.33 +4.61 (+5.20%),4.61,+5.20%,384148,990991,5.965B,-,0.57%,
82,ECG,"Everus Construction Group, Inc.",,41.24 +2.03 (+5.17%),2.03,+5.17%,134477,735744,2.103B,14.68,-19.98%,
83,CLS,Celestica Inc.,,100.87 +4.92 (+5.13%),4.92,+5.13%,1.826M,4.649M,11.716B,27.94,107.06%,
84,LTH,"Life Time Group Holdings, Inc.",,32.25 +1.58 (+5.15%),1.58,+5.15%,680590,2.293M,7.021B,43.58,108.92%,
85,PLTR,Palantir Technologies Inc.,,95.69 +4.74 (+5.21%),4.74,+5.21%,66.019M,97.021M,224.439B,503.66,271.11%,
86,FDX,FedEx Corporation,,242.05 +11.72 (+5.09%),11.72,+5.09%,1.854M,1.804M,57.995B,15.23,-18.49%,
87,DOCS,"Doximity, Inc.",,66.08 +3.09 (+4.91%),3.09,+4.91%,2.039M,2.385M,12.399B,66.08,134.08%,
88,NXPI,NXP Semiconductors N.V.,,210.80 +10.16 (+5.06%),10.16,+5.06%,950474,2.819M,53.463B,21.66,-16.52%,
89,DRI,"Darden Restaurants, Inc.",,210.01 +10.09 (+5.04%),10.09,+5.04%,868229,1.215M,24.603B,23.65,22.88%,
90,MCHP,Microchip Technology Incorporated,,54.25 +2.53 (+4.89%),2.53,+4.89%,3.962M,9.89M,29.177B,95.18,-40.99%,
91,ARM,Arm Holdings plc,,124.99 +5.92 (+4.98%),5.92,+4.98%,1.918M,5.787M,131.743B,164.47,-13.91%,
92,RGTI,"Rigetti Computing, Inc.",,9.53 +0.46 (+5.06%),0.46,+5.06%,30.32M,123.213M,2.724B,-,453.05%,
93,PINS,"Pinterest, Inc.",,34.04 +1.62 (+5.01%),1.62,+5.01%,5.55M,11.956M,23.091B,12.75,-7.29%,
94,HRI,Herc Holdings Inc.,,142.40 +6.79 (+5.00%),6.79,+5.00%,116298,475275,4.116B,19.24,-18.20%,
95,SG,"Sweetgreen, Inc.",,26.15 +1.21 (+4.85%),1.21,+4.85%,1.608M,3.564M,3.067B,-,-2.58%,
96,U,Unity Software Inc.,,22.62 +1.07 (+4.97%),1.07,+4.97%,2.818M,11.739M,9.267B,-,-20.77%,
97,CIEN,Ciena Corporation,,68.80 +3.24 (+4.94%),3.24,+4.94%,447067,2.526M,9.78B,125.09,31.62%,
98,MMYT,MakeMyTrip Limited,,106.04 +4.98 (+4.93%),4.98,+4.93%,326925,815132,11.641B,55.52,48.53%,
99,OSCR,"Oscar Health, Inc.",,13.69 +0.65 (+4.96%),0.65,+4.96%,1.184M,4.629M,3.43B,136.87,-3.41%,
100,WRBY,Warby Parker Inc.,,19.84 +0.94 (+4.97%),0.94,+4.97%,1.019M,1.983M,2.398B,-,46.06%,
101,MKSI,"MKS Instruments, Inc.",,92.47 +4.31 (+4.88%),4.31,+4.88%,295009,1.049M,6.231B,32.91,-29.81%,
102,OLED,Universal Display Corporation,,155.59 +7.09 (+4.77%),7.09,+4.77%,160800,725377,7.386B,33.46,-10.52%,
103,BILL,"BILL Holdings, Inc.",,50.26 +2.34 (+4.88%),2.34,+4.88%,580733,3.268M,5.124B,128.87,-29.79%,
104,TPG,TPG Inc.,,52.44 +2.44 (+4.88%),2.44,+4.88%,389562,1.263M,19.375B,-,10.25%,
105,EE,"Excelerate Energy, Inc.",,30.62 +1.45 (+4.97%),1.45,+4.97%,74268,222551,3.242B,24.11,82.77%,
106,IOT,Samsara Inc.,,42.14 +1.98 (+4.93%),1.98,+4.93%,1.254M,3.853M,23.649B,-,4.20%,
107,EVR,Evercore Inc.,,216.76 +9.93 (+4.80%),9.93,+4.80%,222590,553536,8.48B,23.87,7.53%,
108,GENI,Genius Sports Limited,,10.90 +0.49 (+4.76%),0.49,+4.76%,2.493M,2.989M,2.538B,-,79.17%,
109,BWIN,"The Baldwin Insurance Group, Inc.",,46.03 +2.14 (+4.88%),2.14,+4.88%,378784,546406,3.137B,-,55.09%,
110,GSAT,"Globalstar, Inc. Common Stock",,23.03 +1.06 (+4.82%),1.06,+4.82%,336097,962462,2.912B,-,6.14%,
111,RL,Ralph Lauren Corporation,,235.13 +11.10 (+4.95%),11.1,+4.95%,510094,864031,14.523B,21.41,22.50%,
112,KNF,Knife River Corporation,,95.45 +4.34 (+4.76%),4.34,+4.76%,78963,448801,5.404B,26.89,15.24%,
113,RMBS,Rambus Inc.,,59.38 +2.66 (+4.70%),2.66,+4.70%,225019,947418,6.381B,35.99,-8.01%,
114,PAYO,Payoneer Global Inc.,,7.80 +0.34 (+4.62%),0.34,+4.62%,807935,3.242M,2.809B,25.18,59.06%,
115,TWST,Twist Bioscience Corporation,,44.90 +2.01 (+4.69%),2.01,+4.69%,342887,963579,2.678B,-,25.30%,
116,BRBR,"BellRing Brands, Inc.",,73.89 +3.24 (+4.58%),3.24,+4.58%,366816,1.271M,9.478B,34.85,17.20%,
117,FCX,Freeport-McMoRan Inc.,,42.12 +1.88 (+4.66%),1.88,+4.66%,8.707M,15.198M,60.537B,32.40,-11.25%,
118,CKHUY,CK Hutchison Holdings Limited,,5.82 +0.26 (+4.68%),0.26,+4.68%,98510,346544,22.308B,10.21,13.24%,
119,NET,"Cloudflare, Inc.",,124.82 +5.60 (+4.70%),5.6,+4.70%,1.393M,3.869M,43.072B,-,24.08%,
120,CG,The Carlyle Group Inc.,,46.15 +2.02 (+4.59%),2.02,+4.59%,995566,2.517M,16.671B,16.66,-5.02%,
121,BYDDF,BYD Company Limited,,53.30 +2.37 (+4.65%),2.37,+4.65%,34732,131862,162.137B,33.11,88.48%,
122,ONON,On Holding AG,,48.41 +2.16 (+4.67%),2.16,+4.67%,1.927M,4.208M,15.677B,56.95,33.71%,
123,GKOS,Glaukos Corporation,,106.99 +4.73 (+4.63%),4.73,+4.63%,175491,838748,6.052B,-,15.26%,
124,CYTK,"Cytokinetics, Incorporated",,47.50 +2.07 (+4.56%),2.07,+4.56%,1.326M,1.55M,5.625B,-,-33.90%,
125,NUE,Nucor Corporation,,127.59 +5.58 (+4.57%),5.58,+4.57%,1.961M,2.827M,29.414B,15.08,-37.58%,
126,SOFI,"SoFi Technologies, Inc.",,13.48 +0.61 (+4.74%),0.61,+4.74%,33.404M,45.39M,14.781B,34.56,72.75%,
127,DKS,"DICK'S Sporting Goods, Inc.",,204.39 +8.94 (+4.57%),8.94,+4.57%,501819,1.269M,16.653B,14.55,-11.20%,
128,ACVA,ACV Auctions Inc.,,16.01 +0.70 (+4.57%),0.7,+4.57%,444384,2.041M,2.852B,-,-18.52%,
129,NEXT,NextDecade Corporation,,9.44 +0.41 (+4.49%),0.41,+4.49%,844026,1.86M,2.457B,-,65.38%,
130,POWL,"Powell Industries, Inc.",,192.58 +8.36 (+4.54%),8.36,+4.54%,127396,509091,2.323B,14.62,27.26%,
131,MBLY,Mobileye Global Inc.,,15.22 +0.66 (+4.53%),0.66,+4.53%,1.096M,5.612M,12.354B,-,-53.32%,
132,ONTO,Onto Innovation Inc.,,141.73 +6.14 (+4.53%),6.14,+4.53%,181499,981168,6.983B,35.00,-26.47%,
133,GNRC,Generac Holdings Inc.,,137.47 +5.95 (+4.52%),5.95,+4.52%,288075,838272,8.195B,25.50,11.45%,
134,CALX,"Calix, Inc.",,37.49 +1.62 (+4.53%),1.62,+4.53%,213121,677665,2.5B,-,8.60%,
135,CACC,Credit Acceptance Corporation,,517.88 +22.39 (+4.52%),22.39,+4.52%,31125,62284,6.231B,26.08,-9.84%,
136,ADI,"Analog Devices, Inc.",,213.50 +9.10 (+4.45%),9.1,+4.45%,1.001M,3.695M,105.891B,68.21,7.22%,
137,VMI,"Valmont Industries, Inc.",,298.27 +12.77 (+4.47%),12.77,+4.47%,146061,136355,5.987B,17.35,30.61%,
138,PVH,PVH Corp.,,68.00 +2.85 (+4.37%),2.85,+4.37%,573662,1.056M,3.783B,5.57,-51.66%,
139,BLD,TopBuild Corp.,,311.15 +12.64 (+4.23%),12.64,+4.23%,88632,323836,9.1B,15.33,-31.44%,
140,JLL,Jones Lang LaSalle Incorporated,,261.26 +11.01 (+4.40%),11.01,+4.40%,57267,351217,12.382B,23.10,30.66%,
141,SYM,Symbotic Inc.,,23.36 +0.97 (+4.33%),0.97,+4.33%,413131,1.99M,13.745B,-,-54.56%,
142,SFTBY,SoftBank Group Corp.,,27.54 +1.13 (+4.28%),1.13,+4.28%,80943,723648,80.013B,14.12,-12.66%,
143,BBUC,Brookfield Business Corporation,,27.64 +1.16 (+4.38%),1.16,+4.38%,17908,64710,2.02B,-,11.68%,
144,AIT,"Applied Industrial Technologies, Inc.",,234.35 +9.81 (+4.37%),9.81,+4.37%,81700,324412,8.994B,23.72,15.10%,
145,SAABY,Saab AB (publ),,19.61 +0.82 (+4.36%),0.82,+4.36%,51674,185370,20.997B,51.61,55.12%,
146,IPGP,IPG Photonics Corporation,,66.86 +2.80 (+4.36%),2.8,+4.36%,78904,326665,2.845B,-,-28.79%,
147,MNDY,monday.com Ltd.,,277.25 +11.80 (+4.45%),11.8,+4.45%,253955,1.019M,14.077B,454.51,17.90%,
148,TXN,Texas Instruments Incorporated,,186.64 +7.64 (+4.27%),7.64,+4.27%,1.779M,6.351M,169.827B,35.82,4.77%,
149,DIOD,Diodes Incorporated,,47.08 +1.78 (+3.94%),1.78,+3.94%,145696,526018,2.182B,49.56,-33.36%,
150,SNOW,Snowflake Inc.,,165.29 +6.90 (+4.36%),6.9,+4.36%,2.117M,5.862M,54.557B,-,0.16%,
151,ANET,Arista Networks Inc,,86.71 +3.58 (+4.31%),3.58,+4.31%,2.946M,10.269M,109.358B,38.89,8.84%,
152,AZZ,AZZ Inc.,,85.98 +3.54 (+4.29%),3.54,+4.29%,133352,250058,2.569B,50.88,8.73%,
153,DAL,"Delta Air Lines, Inc.",,48.78 +2.01 (+4.30%),2.01,+4.30%,4.846M,9.83M,31.51B,9.15,2.97%,
154,CAMT,Camtek Ltd.,,68.86 +2.81 (+4.25%),2.81,+4.25%,93823,558756,3.14B,28.45,-24.53%,
155,JEF,Jefferies Financial Group Inc.,,61.83 +2.46 (+4.14%),2.46,+4.14%,459378,1.805M,12.746B,20.89,31.18%,
156,SKYW,"SkyWest, Inc.",,94.96 +3.83 (+4.21%),3.83,+4.21%,276005,464650,3.83B,12.22,33.43%,
157,AFRM,"Affirm Holdings, Inc.",,52.10 +2.20 (+4.41%),2.2,+4.41%,2.926M,7.303M,16.677B,-,36.23%,
158,SIG,Signet Jewelers Limited,,60.63 +2.57 (+4.43%),2.57,+4.43%,599564,1.732M,2.601B,-,-38.96%,
159,RDNT,"RadNet, Inc.",,51.36 +2.11 (+4.28%),2.11,+4.28%,153840,895194,3.803B,1284.00,4.72%,
160,LIF,"Life360, Inc.",,39.64 +1.52 (+3.99%),1.52,+3.99%,277113,399348,2.994B,-,41.19%,
161,MRNA,"Moderna, Inc.",,33.97 +1.31 (+4.00%),1.31,+4.00%,5.369M,11.435M,13.132B,-,-70.41%,
162,SOUN,"SoundHound AI, Inc.",,10.27 +0.41 (+4.16%),0.41,+4.16%,16.128M,52.197M,4.097B,-,68.26%,
163,AUR,"Aurora Innovation, Inc.",,7.55 +0.32 (+4.36%),0.32,+4.36%,3.128M,14.911M,13.132B,-,202.51%,
164,BEAM,Beam Therapeutics Inc.,,24.26 +0.96 (+4.12%),0.96,+4.12%,540346,1.574M,2.422B,-,-30.84%,
165,STRL,"Sterling Infrastructure, Inc.",,131.62 +4.99 (+3.93%),4.99,+3.93%,113568,603270,4.028B,15.92,13.53%,
166,GFF,Griffon Corporation,,73.71 +2.90 (+4.10%),2.9,+4.10%,74616,371784,3.503B,15.04,-2.97%,
167,DDS,"Dillard's, Inc.",,367.73 +14.48 (+4.10%),14.48,+4.10%,45507,148584,5.835B,9.99,-19.95%,
168,DLTR,"Dollar Tree, Inc.",,69.41 +2.66 (+3.99%),2.66,+3.99%,2.984M,3.021M,14.926B,-,-47.09%,
169,CROX,"Crocs, Inc.",,108.76 +4.18 (+3.99%),4.18,+3.99%,565593,1.65M,6.097B,6.85,-25.95%,
170,CE,Celanese Corporation,,59.40 +2.30 (+4.03%),2.3,+4.03%,2.772M,3.396M,6.494B,-,-65.99%,
171,OWL,Blue Owl Capital Inc.,,21.50 +0.85 (+4.12%),0.85,+4.12%,1.67M,6.807M,32.838B,107.50,11.80%,
172,SHAK,Shake Shack Inc.,,94.35 +3.65 (+4.02%),3.65,+4.02%,446735,1.418M,4.013B,393.12,-11.79%,
173,ENVA,"Enova International, Inc.",,101.21 +3.78 (+3.88%),3.78,+3.88%,51500,239115,2.611B,13.62,60.62%,
174,MRUS,Merus N.V.,,49.10 +1.85 (+3.93%),1.85,+3.93%,203903,610777,3.392B,-,5.54%,
175,SMTC,Semtech Corporation,,41.13 +1.51 (+3.81%),1.51,+3.81%,538809,2.782M,3.545B,-,77.91%,
176,RIVN,"Rivian Automotive, Inc.",,12.05 +0.45 (+3.88%),0.45,+3.88%,14.82M,32.016M,13.625B,-,8.92%,
177,ASO,"Academy Sports and Outdoors, Inc.",,49.10 +1.87 (+3.96%),1.87,+3.96%,660139,1.665M,3.29B,8.57,-26.95%,
178,VFC,V.F. Corporation,,17.02 +0.65 (+3.97%),0.65,+3.97%,2.633M,7.346M,6.631B,-,13.13%,
179,S,"SentinelOne, Inc.",,20.04 +0.77 (+4.00%),0.77,+4.00%,1.925M,5.033M,6.44B,-,-14.28%,
180,CARG,"CarGurus, Inc.",,31.32 +1.21 (+4.02%),1.21,+4.02%,317517,1.077M,3.27B,156.60,30.74%,
181,DDOG,"Datadog, Inc.",,109.22 +4.19 (+3.99%),4.19,+3.99%,1.415M,5.042M,37.437B,206.08,-14.37%,
182,BIP,Brookfield Infrastructure Partners L.P.,,29.79 +1.07 (+3.73%),1.07,+3.73%,228858,478724,13.776B,744.75,-1.88%,
183,AL,Air Lease Corporation,,48.93 +1.86 (+3.95%),1.86,+3.95%,286047,677272,5.468B,14.69,-4.13%,
184,AN,"AutoNation, Inc.",,173.35 +6.54 (+3.92%),6.54,+3.92%,122372,472793,6.804B,10.25,3.12%,
185,NVST,Envista Holdings Corporation,,17.26 +0.60 (+3.63%),0.6,+3.63%,807048,2.469M,2.973B,-,-20.52%,
186,CART,Maplebear Inc.,,40.44 +1.54 (+3.97%),1.54,+3.97%,1.382M,4.473M,10.703B,25.60,2.29%,
187,ARES,Ares Management Corporation,,153.50 +5.79 (+3.92%),5.79,+3.92%,675231,1.327M,48.415B,75.25,10.40%,
188,RCL,Royal Caribbean Cruises Ltd.,,223.93 +8.44 (+3.92%),8.44,+3.92%,985687,2.696M,60.266B,20.45,58.13%,
189,GTLS,"Chart Industries, Inc.",,161.83 +6.65 (+4.29%),6.65,+4.29%,193640,711063,7.394B,38.81,-2.71%,
190,NVMI,Nova Ltd.,,203.81 +7.05 (+3.58%),7.05,+3.58%,145430,269418,5.967B,35.51,8.79%,
191,BAM,Brookfield Asset Management Ltd.,,51.47 +1.94 (+3.91%),1.94,+3.91%,455294,1.636M,84.383B,40.21,19.26%,
192,CWK,Cushman & Wakefield plc,,10.84 +0.40 (+3.78%),0.4,+3.78%,355791,1.741M,2.489B,19.35,5.99%,
193,ALSN,"Allison Transmission Holdings, Inc.",,100.27 +3.63 (+3.76%),3.63,+3.76%,197514,690625,8.575B,12.07,22.17%,
194,SKX,"Skechers U.S.A., Inc.",,58.24 +2.16 (+3.85%),2.16,+3.85%,770379,2.374M,8.698B,14.00,-6.52%,
195,IBKR,"Interactive Brokers Group, Inc.",,180.51 +7.15 (+4.13%),7.15,+4.13%,695819,2.033M,76.29B,26.05,58.87%,
196,TDC,Teradata Corporation,,23.77 +0.87 (+3.80%),0.87,+3.80%,546795,1.509M,2.249B,20.49,-40.12%,
197,GT,The Goodyear Tire & Rubber Company,,9.49 +0.35 (+3.88%),0.35,+3.88%,1.476M,5.477M,2.707B,39.56,-30.02%,
198,CELH,"Celsius Holdings, Inc.",,34.11 +1.18 (+3.58%),1.18,+3.58%,6.21M,10.034M,8.02B,75.80,-64.06%,
199,SPSC,"SPS Commerce, Inc.",,135.10 +4.97 (+3.82%),4.97,+3.82%,117313,307739,5.103B,66.55,-28.37%,
