,Symbol,Name,Unnamed: 2,Price,Change,Change %,Volume,Avg Vol (3M),Market Cap,P/E Ratio (TTM),52 Wk Change %,52 Wk Range
21,CVNA,Carvana Co.,,181.18 +14.51 (+8.71%),14.51,+8.71%,22401,4.169M,21.188B,113.95,124.26%,
22,PONY,Pony AI Inc.,,13.73 -0.19 (-1.36%),-0.19,-1.36%,35792,1.369M,4.791B,-,16.00%,
23,SMMT,Summit Therapeutics Inc.,,20.55 -0.24 (-1.15%),-0.24,-1.15%,38247,2.526M,15.159B,-,405.22%,
24,ELF,"e.l.f. Beauty, Inc.",,66.58 -1.60 (-2.34%),-1.6,-2.34%,40557,2.771M,3.755B,39.87,-65.37%,
25,FNMAH,Federal National Mortgage Association,,8.80 +0.65 (+7.98%),0.65,+7.98%,21619,90405,12.524B,1257.14,164.26%,
26,MDGL,"Madrigal Pharmaceuticals, Inc.",,345.05 -3.30 (-0.95%),-3.3,-0.95%,2846,422989,7.619B,-,22.99%,
27,FUN,Six Flags Entertainment Corporation,,37.98 +0.18 (+0.48%),0.18,+0.48%,5525,1.386M,3.812B,-,-11.85%,
28,ASTS,"AST SpaceMobile, Inc.",,27.57 -0.58 (-2.06%),-0.58,-2.06%,513662,11.715M,8.726B,-,847.81%,
29,APP,AppLovin Corporation,,294.69 +1.80 (+0.61%),1.8,+0.61%,405377,7.014M,100.181B,64.91,329.77%,
30,ASAN,"Asana, Inc.",,13.81 -0.07 (-0.47%),-0.07,-0.47%,123707,3.693M,3.16B,-,-12.26%,
31,CE,Celanese Corporation,,57.91 +0.86 (+1.51%),0.86,+1.51%,62171,3.063M,6.331B,-,-64.85%,
32,OMAB,"Grupo Aeroportuario del Centro Norte, S.A.B. de C.V.",,80.01 -1.09 (-1.33%),-1.09,-1.33%,1009,70470,3.578B,15.81,16.84%,
33,LMND,"Lemonade, Inc.",,35.54 +0.57 (+1.63%),0.57,+1.63%,88202,2.282M,2.588B,-,118.02%,
34,OMF,"OneMain Holdings, Inc.",,48.20 -0.43 (-0.88%),-0.43,-0.88%,10440,985736,5.754B,11.37,1.08%,
35,IEP,Icahn Enterprises L.P.,,9.55 +0.05 (+0.53%),0.05,+0.53%,59627,955322,4.992B,-,-44.64%,
36,RKLB,"Rocket Lab USA, Inc.",,18.94 +0.13 (+0.69%),0.13,+0.69%,1.299M,19.438M,8.59B,-,370.25%,
37,FNMAT,Federal National Mortgage Association,,9.90 +0.65 (+7.03%),0.65,+7.03%,38418,97886,13.1B,1414.29,160.01%,
38,RIOT,"Riot Platforms, Inc.",,7.68 -0.14 (-1.79%),-0.14,-1.79%,570281,29.585M,2.69B,22.59,-31.58%,
39,RXRX,"Recursion Pharmaceuticals, Inc.",,6.30 -0.05 (-0.71%),-0.05,-0.71%,1.032M,23.67M,2.535B,-,-44.40%,
40,SPOT,Spotify Technology S.A.,,573.07 -1.72 (-0.30%),-1.72,-0.30%,47795,2.235M,117.31B,95.83,126.16%,
41,QBTS,D-Wave Quantum Inc.,,10.62 +0.47 (+4.63%),0.47,+4.63%,29.057M,84.691M,2.831B,-,331.91%,
42,BRZE,"Braze, Inc.",,35.32 +0.04 (+0.11%),0.04,+0.11%,10237,1.199M,3.655B,-,-30.24%,
43,TMDX,"TransMedics Group, Inc.",,68.43 -0.10 (-0.15%),-0.1,-0.15%,9078,1.839M,2.304B,63.95,-7.59%,
44,DAL,"Delta Air Lines, Inc.",,45.96 -0.79 (-1.70%),-0.79,-1.70%,300028,9.488M,29.685B,8.62,7.62%,
45,PETRY,Vibra Energia S.A.,,6.14 +0.37 (+6.41%),0.37,+6.41%,34004,63894,3.423B,3.13,-33.84%,
46,CRWD,"CrowdStrike Holdings, Inc.",,353.30 -0.43 (-0.12%),-0.43,-0.12%,118135,3.939M,87.574B,-,10.18%,
47,AVPT,"AvePoint, Inc.",,14.60 -0.06 (-0.38%),-0.06,-0.38%,10803,1.477M,2.948B,-,93.92%,
48,MKSI,"MKS Instruments, Inc.",,85.74 -0.58 (-0.68%),-0.58,-0.68%,5319,1.003M,5.777B,30.51,-28.19%,
49,MU,"Micron Technology, Inc.",,102.19 +1.40 (+1.39%),1.4,+1.39%,996253,24.21M,113.857B,29.28,7.47%,
50,SOFI,"SoFi Technologies, Inc.",,12.02 -0.07 (-0.62%),-0.07,-0.62%,1.589M,45.64M,13.175B,30.81,70.76%,
51,YPF,YPF Sociedad Anónima,,35.65 -0.13 (-0.36%),-0.13,-0.36%,14017,2.001M,16.28B,5.95,85.77%,
52,FG,"F&G Annuities & Life, Inc.",,42.17 -0.33 (-0.79%),-0.33,-0.79%,831,75850,5.347B,8.64,15.18%,
53,MPWR,"Monolithic Power Systems, Inc.",,609.66 +3.60 (+0.59%),3.6,+0.59%,10521,871713,29.182B,16.65,-10.12%,
54,QFIN,"Qifu Technology, Inc.",,45.99 +2.81 (+6.49%),2.81,+6.49%,220852,1.207M,7.141B,9.48,133.84%,
55,BYDDY,BYD Company Limited,,100.09 +5.73 (+6.07%),5.73,+6.07%,238747,498817,155.015B,31.08,82.35%,
56,FMCKJ,Federal Home Loan Mortgage Corporation,,10.50 +0.60 (+6.06%),0.6,+6.06%,224135,869094,7.172B,154.41,170.62%,
57,BYDDF,BYD Company Limited,,50.10 +2.86 (+6.05%),2.86,+6.05%,58694,107558,155.016B,31.12,82.45%,
58,STR,Sitio Royalties Corp.,,19.80 0.00 (0.00%),0.0,0.00%,3543,711750,3B,40.41,-17.36%,
59,WDC,Western Digital Corporation,,44.85 +0.32 (+0.72%),0.32,+0.72%,113280,8.925M,15.6B,12.96,-0.67%,
60,NE,Noble Corporation plc,,24.09 +0.31 (+1.30%),0.31,+1.30%,31882,2.1M,3.835B,8.14,-49.81%,
61,GKOS,Glaukos Corporation,,102.19 +5.59 (+5.79%),5.59,+5.79%,3663,830532,5.781B,-,19.59%,
62,LYFT,"Lyft, Inc.",,12.01 +0.09 (+0.71%),0.09,+0.71%,202450,18.621M,5.018B,200.08,-33.59%,
63,PNGAY,"Ping An Insurance (Group) Company of China, Ltd.",,12.85 +0.70 (+5.76%),0.7,+5.76%,115,244886,126.599B,7.18,42.62%,
64,HPE,Hewlett Packard Enterprise Company,,15.73 +0.11 (+0.70%),0.11,+0.70%,212017,16.66M,20.663B,7.56,-8.44%,
65,HRI,Herc Holdings Inc.,,127.86 -1.42 (-1.10%),-1.42,-1.10%,4019,463194,3.638B,17.30,-18.21%,
66,ZLAB,Zai Lab Limited,,37.90 -0.31 (-0.80%),-0.31,-0.80%,15816,813684,4.103B,-,111.28%,
67,DJTWW,Trump Media & Technology Group Corp.,,12.31 0.00 (0.00%),0.0,0.00%,3687,111220,3.931B,-,-13.40%,
68,SHAK,Shake Shack Inc.,,87.20 -0.28 (-0.32%),-0.28,-0.32%,15509,1.383M,3.709B,363.33,-16.52%,
69,VEON,VEON Ltd.,,42.97 +0.93 (+2.21%),0.93,+2.21%,3904,138348,3.036B,8.14,73.93%,
70,PEGA,Pegasystems Inc.,,71.55 -0.44 (-0.61%),-0.44,-0.61%,12353,886374,6.146B,64.46,14.05%,
71,XP,XP Inc.,,14.97 +0.30 (+2.01%),0.3,+2.01%,88154,7.501M,8.043B,10.54,-41.85%,
72,DAN,Dana Incorporated,,14.38 +0.01 (+0.07%),0.01,+0.07%,44374,1.607M,2.096B,-,22.61%,
73,OKTA,"Okta, Inc.",,113.33 +0.78 (+0.69%),0.78,+0.69%,138539,3.255M,19.674B,1888.83,6.30%,
74,OVV,Ovintiv Inc.,,40.88 +0.35 (+0.88%),0.35,+0.88%,31710,2.891M,10.643B,9.71,-19.90%,
75,LITE,Lumentum Holdings Inc.,,63.78 +0.17 (+0.26%),0.17,+0.26%,13520,2.377M,4.413B,-,35.95%,
76,RRR,"Red Rock Resorts, Inc.",,44.58 -0.21 (-0.46%),-0.21,-0.46%,3183,608943,4.593B,17.62,-18.39%,
77,MANH,"Manhattan Associates, Inc.",,172.18 -0.32 (-0.18%),-0.32,-0.18%,6199,794708,10.525B,49.20,-30.16%,
78,RDDT,"Reddit, Inc.",,123.18 -5.03 (-3.92%),-5.03,-3.92%,288778,6.582M,22.284B,-,154.18%,
79,VST,Vistra Corp.,,123.47 -0.99 (-0.80%),-0.99,-0.80%,229597,8.901M,41.852B,17.66,99.20%,
80,SITM,SiTime Corporation,,167.03 +8.61 (+5.43%),8.61,+5.43%,2768,307744,3.942B,-,96.23%,
81,BILL,"BILL Holdings, Inc.",,46.40 -0.01 (-0.03%),-0.01,-0.03%,33526,3.595M,4.731B,118.99,-31.20%,
82,DJT,Trump Media & Technology Group Corp.,,20.30 +0.09 (+0.44%),0.09,+0.44%,105894,8.073M,4.467B,-,-43.19%,
83,STNE,StoneCo Ltd.,,9.80 +0.07 (+0.77%),0.07,+0.77%,38027,6.063M,2.907B,8.90,-44.36%,
84,PR,Permian Resources Corporation,,13.58 +0.10 (+0.74%),0.1,+0.74%,90196,8.394M,10.912B,9.37,-17.64%,
85,DB,Deutsche Bank Aktiengesellschaft,,23.93 -0.29 (-1.20%),-0.29,-1.20%,375559,2.944M,46.518B,16.06,65.55%,
86,CYBR,CyberArk Software Ltd.,,339.47 +17.33 (+5.38%),17.33,+5.38%,49164,605200,16.79B,-,30.11%,
87,FLR,Fluor Corporation,,36.81 +1.87 (+5.35%),1.87,+5.35%,17599,3.06M,6.185B,2.99,-8.34%,
88,MGM,MGM Resorts International,,32.01 +0.25 (+0.79%),0.25,+0.79%,57920,5.047M,9.14B,13.34,-28.01%,
89,SYM,Symbotic Inc.,,21.62 -0.03 (-0.14%),-0.03,-0.14%,34160,2.07M,12.721B,-,-52.03%,
90,ARM,Arm Holdings plc,,118.90 +0.96 (+0.81%),0.96,+0.81%,197358,6.008M,125.321B,158.53,-9.10%,
91,VICR,Vicor Corporation,,53.66 +2.66 (+5.22%),2.66,+5.22%,1649,278063,2.424B,383.29,49.60%,
92,ANF,Abercrombie & Fitch Co.,,78.72 -1.07 (-1.34%),-1.07,-1.34%,53292,2.312M,3.965B,7.36,-39.01%,
93,HIMS,"Hims & Hers Health, Inc.",,32.84 -0.30 (-0.91%),-0.3,-0.91%,998519,21.129M,7.296B,61.96,111.35%,
94,SOC,Sable Offshore Corp.,,25.10 +0.24 (+0.97%),0.24,+0.97%,18610,1.506M,2.237B,-,118.07%,
95,HSAI,Hesai Group,,20.85 +1.05 (+5.30%),1.05,+5.30%,242105,3.971M,2.658B,-,325.81%,
96,GME,GameStop Corp.,,23.30 +0.25 (+1.09%),0.25,+1.09%,128919,6.768M,10.41B,116.50,65.71%,
97,ZK,ZEEKR Intelligent Technology Holding Limited,,30.60 -0.63 (-2.03%),-0.63,-2.03%,16656,635350,7.576B,-,10.51%,
98,AMBA,"Ambarella, Inc.",,54.48 -0.30 (-0.55%),-0.3,-0.55%,7384,840162,2.272B,-,11.25%,
99,SCHW,The Charles Schwab Corporation,,76.88 -0.23 (-0.30%),-0.23,-0.30%,109732,11.409M,139.427B,25.71,14.41%,
100,AAON,"AAON, Inc.",,81.48 -0.66 (-0.80%),-0.66,-0.80%,10437,871693,6.649B,40.34,-0.90%,
101,LSCC,Lattice Semiconductor Corporation,,60.39 -0.40 (-0.66%),-0.4,-0.66%,11628,2.367M,8.324B,137.25,-19.80%,
102,STEP,StepStone Group Inc.,,53.67 +2.46 (+4.80%),2.46,+4.80%,5634,546703,6.401B,-,60.16%,
103,RMBS,Rambus Inc.,,54.48 +0.05 (+0.09%),0.05,+0.09%,9169,1.01M,5.854B,33.02,-10.02%,
104,HWKN,"Hawkins, Inc.",,108.00 +4.92 (+4.77%),4.92,+4.77%,1323,141946,2.26B,27.62,43.54%,
105,SCGLY,Société Générale Société anonyme,,9.05 +0.41 (+4.75%),0.41,+4.75%,109119,614000,35.768B,9.53,74.37%,
106,CXT,"Crane NXT, Co.",,54.58 +2.47 (+4.74%),2.47,+4.74%,3328,461296,3.124B,17.11,-9.96%,
107,DLO,DLocal Limited,,8.69 +0.07 (+0.81%),0.07,+0.81%,9156,1.312M,2.481B,22.28,-52.59%,
108,NMRK,"Newmark Group, Inc.",,12.31 -0.09 (-0.73%),-0.09,-0.73%,21643,977806,3.104B,36.21,18.32%,
109,LW,"Lamb Weston Holdings, Inc.",,50.95 +2.30 (+4.73%),2.3,+4.73%,25630,2.997M,7.268B,20.06,-50.47%,
110,WSC,WillScot Holdings Corporation,,29.95 +1.35 (+4.72%),1.35,+4.72%,16980,2.588M,5.498B,199.67,-33.52%,
111,ITUB,Itaú Unibanco Holding S.A.,,6.05 +0.06 (+1.00%),0.06,+1.00%,170356,26.263M,53.423B,8.40,-13.19%,
112,BZ,Kanzhun Limited,,19.54 -0.21 (-1.06%),-0.21,-1.06%,282553,4.058M,8.039B,40.71,3.29%,
113,RNMBY,Rheinmetall AG,,298.70 +13.40 (+4.70%),13.4,+4.70%,20,92548,64.844B,121.92,185.52%,
114,MTSI,"MACOM Technology Solutions Holdings, Inc.",,109.07 +4.86 (+4.66%),4.86,+4.66%,1534,750468,8.108B,-,19.75%,
115,MUR,Murphy Oil Corporation,,26.18 +0.14 (+0.54%),0.14,+0.54%,14961,2.667M,3.818B,9.62,-40.30%,
116,JD,"JD.com, Inc.",,43.48 +0.32 (+0.74%),0.32,+0.74%,476094,12.63M,65.693B,11.72,54.97%,
117,CIVI,"Civitas Resources, Inc.",,33.90 +0.28 (+0.83%),0.28,+0.83%,18979,1.781M,3.153B,4.01,-53.95%,
118,CHKP,Check Point Software Technologies Ltd.,,224.03 -0.81 (-0.36%),-0.81,-0.36%,15337,943565,24.639B,29.99,35.06%,
119,CAVA,"CAVA Group, Inc.",,77.38 -0.10 (-0.13%),-0.1,-0.13%,133628,2.855M,8.944B,70.34,24.87%,
120,PEN,"Penumbra, Inc.",,272.62 +11.99 (+4.60%),11.99,+4.60%,2089,472487,10.5B,778.91,16.33%,
121,BCS,Barclays PLC,,15.52 -0.20 (-1.30%),-0.2,-1.30%,564612,20.398M,55.656B,8.62,73.13%,
122,PAC,"Grupo Aeroportuario del Pacífico, S.A.B. de C.V.",,191.65 +8.40 (+4.58%),8.4,+4.58%,305,76594,9.223B,22.03,29.77%,
123,MT,ArcelorMittal S.A.,,32.03 -0.19 (-0.59%),-0.19,-0.59%,87143,2.395M,24.617B,18.95,21.81%,
124,AEIS,"Advanced Energy Industries, Inc.",,105.51 -0.68 (-0.64%),-0.68,-0.64%,3241,295451,3.998B,70.81,11.35%,
125,KD,"Kyndryl Holdings, Inc.",,35.17 -0.10 (-0.30%),-0.1,-0.30%,41853,2.256M,8.183B,60.63,63.14%,
126,YUMC,"Yum China Holdings, Inc.",,52.05 +0.75 (+1.46%),0.75,+1.46%,71179,2.511M,19.54B,22.34,24.51%,
127,ALB,Albemarle Corporation,,76.35 +1.12 (+1.49%),1.12,+1.49%,54388,2.525M,8.977B,-,-39.61%,
128,BKU,"BankUnited, Inc.",,34.23 -0.22 (-0.64%),-0.22,-0.64%,8166,776724,2.559B,11.11,31.04%,
129,ADBE,Adobe Inc.,,393.86 -0.88 (-0.22%),-0.88,-0.22%,85481,3.791M,171.289B,25.98,-23.18%,
130,VIRT,"Virtu Financial, Inc.",,35.51 -0.20 (-0.57%),-0.2,-0.57%,11064,964893,5.514B,11.96,86.09%,
131,VNOM,"Viper Energy, Inc.",,43.39 +0.09 (+0.22%),0.09,+0.22%,10397,1.722M,9.51B,11.36,18.27%,
132,TXNM,"TXNM Energy, Inc.",,53.43 +2.26 (+4.42%),2.26,+4.42%,4775,959003,4.951B,20.01,44.60%,
133,AVAV,"AeroVironment, Inc.",,129.45 +5.46 (+4.40%),5.46,+4.40%,9273,475163,3.653B,110.64,-10.33%,
134,OUT,OUTFRONT Media Inc.,,16.38 +0.69 (+4.40%),0.69,+4.40%,9147,1.686M,2.736B,10.57,1.25%,
135,ZIM,ZIM Integrated Shipping Services Ltd.,,19.15 +0.91 (+4.99%),0.91,+4.99%,769741,5.59M,2.307B,1.07,91.19%,
136,LRLCY,L'Oréal S.A.,,80.24 +3.37 (+4.38%),3.37,+4.38%,64,245639,214.366B,30.86,-16.30%,
137,UNCRY,UniCredit S.p.A.,,28.85 +1.21 (+4.38%),1.21,+4.38%,33625,1.581M,89.878B,9.16,60.28%,
138,CSGP,"CoStar Group, Inc.",,78.98 +0.25 (+0.32%),0.25,+0.32%,241473,3.276M,33.311B,232.29,-18.12%,
139,DBX,"Dropbox, Inc.",,25.52 -0.10 (-0.39%),-0.1,-0.39%,85191,3.729M,7.486B,18.23,6.88%,
140,BBAR,Banco BBVA Argentina S.A.,,18.98 +0.01 (+0.03%),0.01,+0.03%,6270,860444,4.512B,11.71,135.65%,
141,ZS,"Zscaler, Inc.",,197.56 -0.25 (-0.13%),-0.25,-0.13%,28842,1.833M,30.567B,-,0.95%,
142,NWG,NatWest Group plc,,11.77 -0.01 (-0.13%),-0.01,-0.13%,396838,4.997M,47.352B,8.71,88.78%,
143,KAI,Kadant Inc.,,352.46 +14.65 (+4.34%),14.65,+4.34%,462,168693,4.143B,37.18,11.46%,
144,ELP,Companhia Paranaense de Energia - COPEL,,7.22 -0.03 (-0.34%),-0.03,-0.34%,12275,264568,4.939B,13.38,-5.97%,
145,BHF,"Brighthouse Financial, Inc.",,55.60 +2.30 (+4.32%),2.3,+4.32%,3083,717893,3.228B,11.98,17.92%,
146,NCLH,Norwegian Cruise Line Holdings Ltd.,,19.92 +0.73 (+3.78%),0.73,+3.78%,1.169M,11.142M,8.762B,10.54,-2.34%,
147,GTLS,"Chart Industries, Inc.",,148.84 +6.13 (+4.30%),6.13,+4.30%,7573,722182,6.8B,35.69,3.50%,
148,ACAD,ACADIA Pharmaceuticals Inc.,,17.52 +0.02 (+0.14%),0.02,+0.14%,19922,2.574M,2.923B,12.89,-6.52%,
149,CACC,Credit Acceptance Corporation,,478.21 +19.62 (+4.28%),19.62,+4.28%,487,60906,5.754B,24.05,-12.73%,
150,PAGS,PagSeguro Digital Ltd.,,7.87 +0.06 (+0.77%),0.06,+0.77%,20447,4.563M,2.391B,6.90,-44.49%,
151,DKS,"DICK'S Sporting Goods, Inc.",,193.68 -0.82 (-0.42%),-0.82,-0.42%,12594,1.211M,15.78B,13.79,-8.70%,
152,LPLA,LPL Financial Holdings Inc.,,321.68 -0.31 (-0.10%),-0.31,-0.10%,4702,732636,24.023B,22.91,19.37%,
153,DOCS,"Doximity, Inc.",,64.56 +1.18 (+1.86%),1.18,+1.86%,37204,2.468M,12.113B,64.56,127.33%,
154,CVE,Cenovus Energy Inc.,,13.60 +0.11 (+0.82%),0.11,+0.82%,50536,10.912M,24.774B,11.72,-28.85%,
155,PWR,"Quanta Services, Inc.",,259.38 -1.43 (-0.55%),-1.43,-0.55%,18713,1.667M,38.44B,43.09,6.97%,
156,GTLB,GitLab Inc.,,51.78 -0.31 (-0.59%),-0.31,-0.59%,54092,2.942M,8.487B,-,-5.72%,
157,JLL,Jones Lang LaSalle Incorporated,,248.79 -1.10 (-0.44%),-1.1,-0.44%,3080,361981,11.791B,22.02,36.34%,
158,GEO,"The GEO Group, Inc.",,26.48 -0.15 (-0.54%),-0.15,-0.54%,15235,2.94M,3.717B,120.34,106.84%,
159,ENTG,"Entegris, Inc.",,97.93 -0.44 (-0.45%),-0.44,-0.45%,12406,2.866M,14.8B,50.74,-27.17%,
160,TSEM,Tower Semiconductor Ltd.,,38.97 +1.56 (+4.17%),1.56,+4.17%,10106,797344,4.347B,21.06,20.02%,
161,HP,"Helmerich & Payne, Inc.",,25.97 +0.10 (+0.41%),0.1,+0.41%,13923,1.678M,2.58B,8.57,-35.67%,
162,CGNX,Cognex Corporation,,31.33 -0.18 (-0.56%),-0.18,-0.56%,15061,1.533M,5.323B,50.54,-21.44%,
163,SNPS,"Synopsys, Inc.",,445.42 -0.81 (-0.18%),-0.81,-0.18%,21289,1.184M,68.871B,53.67,-20.41%,
164,TS,Tenaris S.A.,,38.61 +0.13 (+0.34%),0.13,+0.34%,43342,1.53M,20.695B,10.67,-0.13%,
165,MOD,Modine Manufacturing Company,,84.01 -1.41 (-1.65%),-1.41,-1.65%,11700,1.328M,4.417B,28.29,-4.53%,
166,ARGX,argenx SE,,617.51 +12.54 (+2.07%),12.54,+2.07%,8901,274151,37.52B,48.36,67.33%,
167,ATGE,Adtalem Global Education Inc.,,96.79 -0.53 (-0.55%),-0.53,-0.55%,5938,452637,3.607B,18.44,98.37%,
168,TRGP,Targa Resources Corp.,,189.58 -0.72 (-0.38%),-0.72,-0.38%,17922,1.744M,41.349B,32.97,77.25%,
169,AZEK,The AZEK Company Inc.,,41.22 +1.61 (+4.06%),1.61,+4.06%,6858,1.628M,5.922B,41.64,-13.49%,
170,DUOL,"Duolingo, Inc.",,288.45 +4.90 (+1.73%),4.9,+1.73%,11793,796110,13.05B,154.25,30.95%,
171,KVYO,"Klaviyo, Inc.",,33.35 +0.06 (+0.17%),0.06,+0.17%,12049,1.403M,9.107B,-,33.00%,
172,VNO,Vornado Realty Trust,,37.05 +0.23 (+0.62%),0.23,+0.62%,26429,1.372M,7.701B,926.25,41.51%,
173,CRGY,Crescent Energy Company,,10.99 +0.08 (+0.78%),0.08,+0.78%,50599,3.273M,2.842B,-,-2.42%,
174,GGAL,Grupo Financiero Galicia S.A.,,59.34 -0.08 (-0.14%),-0.08,-0.14%,4597,1.071M,11.124B,6.23,139.79%,
175,APG,APi Group Corporation,,36.72 -0.45 (-1.21%),-0.45,-1.21%,11963,1.516M,10.192B,-,-1.61%,
176,QLYS,"Qualys, Inc.",,126.39 +4.82 (+3.96%),4.82,+3.96%,3206,344881,4.61B,27.18,-24.14%,
177,APPN,Appian Corporation,,30.18 +1.15 (+3.96%),1.15,+3.96%,20457,488081,2.235B,-,-17.63%,
178,BKNG,Booking Holdings Inc.,,"4,462.36 -3.12 (-0.07%)",-3.12,-0.07%,4708,270400,146.433B,25.82,29.40%,
179,FCNCA,"First Citizens BancShares, Inc.",,"1,791.79 -15.70 (-0.87%)",-15.7,-0.87%,2176,72855,24.163B,9.46,16.65%,
180,PTEN,"Patterson-UTI Energy, Inc.",,7.95 +0.05 (+0.57%),0.05,+0.57%,103826,10.535M,3.074B,-,-32.10%,
181,FHN,First Horizon Corporation,,18.94 -0.09 (-0.45%),-0.09,-0.45%,64807,6.397M,9.885B,13.93,28.58%,
182,STM,STMicroelectronics N.V.,,24.79 -0.07 (-0.28%),-0.07,-0.28%,124245,7.039M,22.183B,14.93,-44.24%,
183,CNXC,Concentrix Corporation,,45.20 +0.18 (+0.40%),0.18,+0.40%,4269,755446,2.908B,12.18,-26.17%,
184,BBVA,"Banco Bilbao Vizcaya Argentaria, S.A.",,14.46 +0.12 (+0.84%),0.12,+0.84%,46777,2.49M,83.241B,7.90,27.02%,
185,TAL,TAL Education Group,,13.44 +0.14 (+1.09%),0.14,+1.09%,148700,7.165M,8.125B,70.76,12.24%,
186,IMVT,"Immunovant, Inc.",,19.52 +0.73 (+3.89%),0.73,+3.89%,3152,1.225M,3.316B,-,-35.51%,
187,FRHC,Freedom Holding Corp.,,127.46 +0.57 (+0.45%),0.57,+0.45%,1872,91000,7.727B,23.78,77.37%,
188,BIO,"Bio-Rad Laboratories, Inc.",,254.45 +9.44 (+3.85%),9.44,+3.85%,2694,245268,7.185B,-,-23.69%,
189,ITT,ITT Inc.,,134.85 -0.07 (-0.05%),-0.07,-0.05%,7250,437191,10.977B,21.40,6.67%,
190,JEF,Jefferies Financial Group Inc.,,56.24 -0.09 (-0.15%),-0.09,-0.15%,12826,1.805M,11.595B,19.00,29.20%,
191,HAYW,"Hayward Holdings, Inc.",,14.16 +0.52 (+3.81%),0.52,+3.81%,5355,1.804M,3.057B,26.22,-0.28%,
192,BN,Brookfield Corporation,,50.49 +0.09 (+0.18%),0.09,+0.18%,20063,2.575M,82.662B,162.87,22.99%,
193,AMAT,"Applied Materials, Inc.",,153.23 -2.43 (-1.56%),-2.43,-1.56%,187249,6.818M,124.486B,20.06,-22.45%,
194,EQT,EQT Corporation,,50.77 +0.05 (+0.10%),0.05,+0.10%,71617,8.241M,30.332B,112.82,51.86%,
195,FHI,"Federated Hermes, Inc.",,39.06 +0.06 (+0.14%),0.06,+0.14%,19895,764541,3.167B,12.09,11.11%,
196,FMS,Fresenius Medical Care AG,,23.43 -0.62 (-2.58%),-0.62,-2.58%,27555,289486,13.749B,23.43,26.38%,
197,ERIC,Telefonaktiebolaget LM Ericsson (publ),,8.20 0.00 (0.00%),0.0,0.00%,155004,18.129M,27.24B,-,53.85%,
198,WBS,Webster Financial Corporation,,50.36 +1.84 (+3.79%),1.84,+3.79%,5987,1.113M,8.629B,11.52,5.03%,
