symbol,price,price_change,price_percent_change
TNXP,,4.84,26.61
ALNY,,29.8,11.75
WGS,,7.68,7.94
SMCI,,3.05,7.80
NFE,,0.82,7.92
PTON,,0.44,6.75
TEM,,3.31,6.89
RIVN,,0.72,6.62
W,,2.1,6.64
RDDT,,6.77,6.23
ROKU,,4.47,6.06
RBLX,,3.24,5.59
HIMS,,1.91,5.81
OTLY,,0.54,5.70
CYTK,,2.33,5.41
CELH,,1.68,5.38
TSLA,,12.45,5.27
ACHR,,0.42,5.06
JOBY,,0.31,4.90
GME,,1.26,5.36
IONQ,,1.11,5.25
ROOT,,7.62,4.99
CHWY,,1.51,4.66
CAR,,2.73,4.71
MUFG,,0.65,4.53
CPRX,,1.07,4.62
UPST,,2.26,4.55
ASTS,,1.02,4.13
STVN,,0.84,3.88
PLTR,,3.57,4.09
AFRM,,1.95,4.07
PAM,,3.18,3.99
GGAL,,2.2,3.90
APPN,,1.11,3.74
DSNKY,,0.9,3.76
SIG,,1.71,3.04
BBAR,,0.65,3.53
RH,,8.12,3.47
FMCC,,0.17,3.29
DOCU,,2.95,3.47
DLTR,,2.16,3.34
NEXT,,0.28,3.20
COMP,,0.29,3.19
ILMN,,2.87,3.38
GENI,,0.35,3.49
SYM,,0.74,3.42
ZK,,0.85,3.23
PINS,,0.99,3.15
CVNA,,5.52,2.98
RXRX,,0.2,3.09
BA,,5.27,3.05
ASAN,,0.44,3.14
ALAB,,2.13,3.09
NBIS,,0.81,3.08
EXAS,,1.34,3.03
KNSL,,11.9,2.59
SAIA,,10.62,3.01
DNB,,0.26,3.06
