symbol,price,price_change,price_percent_change
,66.02,17.05,34.82
,2.85,0.41,16.8
,4.86,0.68,16.24
,52.08,6.4,14.01
,2.67,0.25,10.32
,4.58,0.39,9.42
,2.59,0.22,9.28
,2.16,0.15,7.48
,21.63,0.94,4.53
,72.08,2.88,4.15
,3.58,0.13,3.76
,4.56,0.15,3.4
,5.99,0.19,3.28
,19.97,0.53,2.73
,6.32,0.14,2.27
,64.4,1.29,2.04
,274.4,2.33,0.86
,2.38,0.02,0.85
,42.1,0.33,0.78
,12.19,0.09,0.74
,98.21,0.71,0.73
,2.26,0.01,0.67
,110.0,0.73,0.67
,81.54,0.54,0.66
,34.26,0.2,0.59
,149.4,0.76,0.51
,29.83,0.14,0.47
,7.86,0.03,0.38
,57.96,0.21,0.36
,66.56,0.23,0.35
,7.14,0.02,0.28
,165.38,0.32,0.19
,11.12,0.02,0.18
,2.78,0.01,0.18
,167.42,0.28,0.17
,9.62,0.01,0.16
,23.61,0.03,0.13
,390.38,0.41,0.11
,55.12,0.06,0.1
,27.68,0.03,0.1
,31.51,0.03,0.1
,61.83,0.03,0.05
,5.26,0.0,0.02
,21.1,0.0,0.0
,44.73,-0.0,0.0
,42.82,-0.0,0.0
,221.5,-0.03,-0.01
,97.96,-0.01,-0.02
,44.01,-0.01,-0.02
,4.06,-0.01,-0.12
,43.96,-0.06,-0.14
,25.17,-0.04,-0.16
,6.06,-0.01,-0.16
,10.9,-0.02,-0.18
,11.01,-0.02,-0.18
,10.82,-0.02,-0.18
,72.57,-0.15,-0.21
,23.36,-0.06,-0.26
,200.59,-0.54,-0.27
,58.64,-0.17,-0.28
,7.97,-0.03,-0.33
,67.36,-0.23,-0.33
,8.93,-0.03,-0.33
,193.26,-0.69,-0.36
,15.2,-0.06,-0.36
,29.79,-0.11,-0.37
,10.26,-0.04,-0.39
,8.86,-0.04,-0.45
,53.0,-0.25,-0.47
,4.16,-0.02,-0.48
,4.11,-0.02,-0.48
,91.81,-0.47,-0.51
,9.7,-0.06,-0.56
,3.42,-0.02,-0.58
,75.69,-0.45,-0.58
,6.45,-0.04,-0.62
,48.21,-0.3,-0.62
,157.34,-1.05,-0.66
,5.95,-0.04,-0.67
,37.11,-0.26,-0.7
,149.56,-1.12,-0.74
,27.08,-0.2,-0.75
,66.23,-0.53,-0.8
,42.28,-0.34,-0.81
,14.69,-0.12,-0.81
,2.9,-0.03,-0.85
,33.06,-0.3,-0.9
,177.66,-1.61,-0.9
,121.35,-1.12,-0.91
,113.86,-1.07,-0.93
,6.96,-0.07,-1.0
,91.2,-0.94,-1.01
,8.48,-0.09,-1.05
,8.04,-0.09,-1.08
,323.97,-3.65,-1.11
,76.64,-0.89,-1.15
,8.0,-0.09,-1.15
,325.48,-3.83,-1.16
,37.24,-0.44,-1.18
,47.75,-0.57,-1.18
