symbol,price,price_change,price_percent_change
MLGO,,2.43,13.17
ONON,,3.12,8.29
IBP,,11.71,7.15
COLM,,4.54,6.76
GAP,,1.18,6.61
BLD,,17.96,6.32
SKX,,2.9,5.91
DHI,,7.42,6.07
CROX,,5.4,5.63
NVR,,415.52,5.84
DFH,,1.18,5.54
GME,,1.1,5.21
NKE,,2.9,5.22
DECK,,4.95,4.90
ANF,,3.56,5.07
URBN,,2.18,4.82
AEO,,0.47,4.45
CCS,,2.95,4.69
MHO,,4.89,4.48
KDDIY,,0.69,4.48
LEN-B,,4.46,4.36
PHM,,3.92,4.01
RKT,,0.55,3.97
PCVX,,1.39,4.55
LEN,,4.35,4.01
GRBK,,2.08,3.71
TOL,,3.48,3.54
TPH,,1.1,3.59
MTH,,2.35,3.53
KBH,,1.9,3.41
W,,0.83,3.29
DLTR,,2.2,3.27
TMHC,,1.91,3.31
LULU,,6.85,2.68
