symbol,price,price_change,price_percent_change
,9.79,3.97,68.18
,17.5,6.99,66.4
,4.04,1.56,63.36
,55.95,17.6,45.89
,5.93,1.63,37.91
,15.46,3.42,28.41
,10.85,2.18,25.14
,8.25,1.65,24.96
,2.85,0.55,23.91
,4.4,0.71,19.24
,5.62,0.71,14.56
,7.81,0.92,13.35
,44.8,4.72,11.78
,4.24,0.44,11.58
,2.31,0.23,11.09
,7.66,0.73,10.53
,20.24,1.9,10.36
,22.03,1.98,9.88
,29.9,2.61,9.56
,3.33,0.28,9.31
,76.99,6.31,8.93
,20.96,1.67,8.63
,2.42,0.18,8.26
,2.43,0.18,8.12
,27.08,2.03,8.1
,3.29,0.24,7.85
,13.23,0.93,7.74
,43.88,3.15,7.72
,66.32,4.69,7.61
,119.38,8.28,7.45
,13.98,0.95,7.33
,9.43,0.64,7.28
,3.78,0.24,6.92
,4.46,0.28,6.81
,5.2,0.32,6.56
,6.54,0.4,6.42
,2.83,0.17,6.39
,10.75,0.62,6.12
,4.02,0.23,6.07
,3.6,0.2,6.04
,17.61,1.0,6.0
,45.36,2.54,5.94
,37.45,2.08,5.88
,71.09,3.77,5.6
,3.82,0.2,5.52
,9.14,0.47,5.42
,3.5,0.18,5.42
,29.59,1.52,5.42
,13.42,0.68,5.29
,2.9,0.14,5.25
,8.09,0.4,5.2
,27.44,1.34,5.16
,7.52,0.36,5.1
,2.48,0.12,5.08
,742.99,35.48,5.01
,84.91,4.05,5.01
,66.35,3.16,5.0
,76.88,3.63,4.96
,9.43,0.44,4.89
,49.05,2.25,4.81
,94.64,4.28,4.73
,88.78,3.9,4.59
,26.52,1.15,4.52
,242.95,10.51,4.52
,11.76,0.51,4.49
,2.94,0.13,4.43
,7.36,0.31,4.4
,6.1,0.26,4.36
,344.46,14.31,4.33
,15.06,0.63,4.33
,9.71,0.4,4.3
,86.14,3.52,4.25
,4.18,0.17,4.24
,24.14,0.97,4.2
,2.62,0.1,4.17
,346.63,13.82,4.15
,14.96,0.59,4.14
,7.96,0.32,4.12
,4.06,0.16,4.1
,87.4,3.44,4.09
,3.2,0.13,4.07
,86.6,3.37,4.05
,59.18,2.29,4.02
,10.48,0.4,3.97
,40.44,1.52,3.91
,52.99,1.99,3.9
,87.92,3.27,3.86
,21.0,0.78,3.86
,36.98,1.37,3.85
,51.32,1.88,3.8
,38.32,1.39,3.76
,3.64,0.13,3.7
,23.86,0.85,3.69
,504.45,17.93,3.69
,28.5,1.01,3.67
,43.34,1.53,3.67
,110.24,3.9,3.67
,4.11,0.14,3.66
,17.45,0.6,3.59
,36.48,1.25,3.56
