symbol,price,price_change,price_percent_change
HSAI,,6.42,40.10
PAY,,6.08,24.66
GH,,4.94,13.76
XPEV,,3.11,13.55
ZK,,3.53,12.73
LKNCY,,2.99,10.66
RDDT,,11.43,10.65
KC,,1.56,9.57
KFY,,5.84,9.33
OKLO,,2.27,9.59
LUV,,2.47,8.77
TEVA,,1.29,8.79
LITE,,4.71,8.20
GRND,,1.26,8.27
MTN,,12.12,7.89
IAG,,0.39,7.63
QFIN,,2.68,6.96
SARO,,1.81,6.88
CRWD,,20.51,6.64
CRDO,,2.65,6.72
ROOT,,8.53,6.67
SMCI,,2.46,6.67
TXNM,,3.14,6.55
ORLA,,0.48,6.62
LEGN,,2.21,6.49
MDB,,11.94,6.62
AROC,,1.47,6.45
LI,,1.73,6.28
COIN,,11.36,6.34
IMPUY,,0.38,6.11
GEV,,17.07,6.32
BE,,1.42,6.28
ESTC,,5.35,5.87
VRT,,4.72,6.05
NXT,,2.53,6.07
SATS,,1.43,5.68
FTAI,,5.6,5.74
KGS,,1.86,5.58
SMNEY,,3.07,5.57
CORZ,,0.45,5.62
COKE,,64.64,5.27
TDS,,1.75,5.44
TKAMY,,0.46,5.11
TLN,,8.58,5.18
APP,,12.42,5.22
OR,,0.91,5.07
CDE,,0.26,4.97
IRTC,,4.84,4.94
CRK,,0.89,5.04
JBLU,,0.28,5.08
COHR,,3.02,4.82
SM,,1.33,4.86
IOT,,1.64,4.82
HOOD,,1.68,4.72
CALX,,1.39,4.73
CYBR,,14.77,4.72
PRIM,,2.77,4.58
FUTU,,4.83,4.55
BURBY,,0.57,4.44
NOW,,33.51,4.28
CRS,,7.56,4.38
MTZ,,4.56,4.20
HBM,,0.28,4.24
MMYT,,3.56,4.19
BABA,,5.22,3.93
KGC,,0.44,4.13
NRG,,3.48,4.10
BILI,,0.88,4.03
TWST,,1.53,4.17
XIACY,,1.3,3.92
SPOT,,19.41,3.97
X,,1.38,3.93
FIX,,12.3,3.93
ECG,,1.5,3.94
LMND,,1.29,3.94
PTEN,,0.29,3.93
GWRE,,6.64,3.98
NFLX,,32.3,3.73
CLS,,3.11,3.83
HL,,0.19,3.79
DTM,,3.29,3.78
ZS,,7.45,3.83
BHF,,2.01,3.99
AR,,1.3,3.75
ALAB,,2.3,3.73
SMTC,,1.16,3.69
RRC,,1.34,3.68
RGEN,,4.99,3.64
STRL,,4.04,3.64
HIMS,,1.18,3.44
HMY,,0.4,3.48
PANW,,5.91,3.40
EME,,13.65,3.78
ODD,,1.84,4.34
WRBY,,0.73,3.62
MTDR,,1.67,3.71
FLR,,1.28,3.73
STEP,,1.78,3.73
LIVN,,1.22,3.30
AVGO,,6.77,3.67
LNSTY,,1.22,3.50
MSTR,,8.47,3.54
AGI,,0.8,3.45
FSLR,,4.54,3.41
ATAT,,0.97,3.37
INTA,,1.9,3.32
AS,,0.86,3.36
AEM,,3.19,3.29
ATGE,,2.91,3.24
BEKE,,0.7,3.14
ADMA,,0.53,3.22
EQT,,1.53,3.23
TPG,,1.51,3.25
NTRA,,4.19,3.16
YMM,,0.39,3.16
NET,,3.69,3.16
RKLB,,0.56,3.27
ET,,0.55,3.16
PR,,0.4,3.24
PRCT,,1.79,3.12
PLTR,,2.42,3.17
GTLS,,4.4,3.10
BZ,,0.51,2.93
PWR,,7.81,3.30
OKTA,,3.34,3.18
GLNG,,0.92,2.94
KNTK,,1.57,3.17
ACVA,,0.43,3.28
ICUI,,3.97,3.05
DASH,,5.62,3.16
AU,,0.94,3.07
