symbol,price,price_change,price_percent_change
CNXC,,-0.56,-0.86
SLNO,,-0.17,-0.25
MLGO,,0.77,4.88
CAR,,0.31,0.42
RIVN,,-0.23,-1.73
FINV,,-0.37,-3.54
ALC,,-0.71,-0.73
IAG,,0.1,1.48
LBRT,,-0.02,-0.12
IMVT,,0.03,0.16
HMY,,0.68,5.30
MAKSY,,0.43,4.85
DAR,,0.0,0.00
OLLI,,0.0,0.00
FJTSY,,0.89,4.50
AU,,1.66,4.59
WING,,-2.95,-1.29
AZO,,3.97,0.10
EQX,,0.03,0.35
PARAA,,-0.18,-0.77
QFIN,,-0.68,-1.41
ANGI,,-0.2,-1.17
ABT,,-0.1,-0.07
SRRK,,0.1,0.31
LKNCY,,1.2,3.61
SMMT,,0.01,0.05
CMPGY,,1.14,3.56
DG,,-0.1,-0.11
SE,,-2.0,-1.50
QXO,,0.05,0.36
JHX,,-0.22,-0.91
RACE,,10.99,2.57
BWIN,,-0.28,-0.61
BG,,0.18,0.24
WIX,,-2.06,-1.18
WDFC,,-0.35,-0.14
WMK,,2.27,3.01
