symbol,price,price_change,price_percent_change
CXM,,1.4,17.33
IONQ,,2.99,16.00
TLN,,21.08,11.94
RGTI,,0.86,10.68
VKTX,,2.8,10.54
SOUN,,0.86,10.07
FNMA,,0.49,9.44
VST,,10.18,8.90
VIST,,3.68,8.62
RDDT,,10.47,8.53
VRNA,,5.28,8.42
SMMT,,1.57,8.49
RNMBY,,20.7,8.16
APP,,20.24,7.85
ACHR,,0.53,7.79
CLF,,0.71,7.93
TSLA,,18.93,8.21
ONTO,,9.86,7.92
CRDO,,3.43,7.91
IOT,,2.82,7.86
DJTWW,,0.81,7.42
RBRK,,3.92,7.27
MU,,6.61,7.43
NBIS,,1.86,7.31
SMNEY,,4.31,7.31
RNA,,2.08,7.03
PLTR,,5.31,6.80
TGS,,1.67,6.88
KGS,,2.33,6.60
HOOD,,2.45,6.74
CVNA,,12.03,6.99
SOC,,1.48,6.42
CASY,,24.94,6.59
NVDA,,7.15,6.57
VICR,,3.27,6.53
AKRO,,2.74,6.25
GEV,,17.12,6.03
MTSI,,6.11,6.05
PINS,,1.9,6.05
GEO,,1.39,5.89
PTON,,0.35,6.01
AMTM,,0.98,5.75
ADMA,,1.01,5.85
SRRK,,2.02,5.86
MOD,,4.58,5.73
SPOT,,27.33,5.38
GLNG,,1.82,5.67
SOFI,,0.59,5.28
DUOL,,15.23,5.54
BBAR,,0.91,5.22
SITM,,8.52,5.45
AMBA,,2.7,5.44
GGAL,,2.88,5.30
PAM,,4.11,5.42
ALAB,,3.64,5.51
RKT,,0.7,5.31
FIX,,17.04,5.25
IESC,,10.05,5.93
ALVO,,0.52,4.81
VRT,,4.25,5.11
NRG,,4.29,4.84
MNSO,,1.0,5.02
PCVX,,3.6,5.15
SMCI,,2.07,5.07
CXW,,0.87,4.64
RH,,11.27,4.89
BROS,,2.92,4.84
AFRM,,2.39,5.12
CLS,,4.11,4.75
YPF,,1.53,4.80
GH,,2.11,4.95
WGS,,4.13,4.74
AXON,,25.4,4.82
BTSG,,0.79,4.71
CRWD,,14.98,4.54
UPST,,2.35,5.04
DTM,,4.18,4.65
SHOP,,4.48,4.82
OKLO,,1.24,4.84
MRVL,,2.94,4.38
U,,1.03,4.89
LITE,,2.89,4.66
NTRA,,6.46,4.61
MPW,,0.26,4.47
LRCX,,3.32,4.53
BURL,,9.95,4.23
AVPT,,0.61,4.48
SMTC,,1.45,4.52
INTC,,0.85,4.32
CIVI,,1.45,4.39
GLBE,,1.66,4.52
AMD,,4.08,4.22
CDE,,0.24,4.39
TSEM,,1.44,3.89
CRH,,3.77,3.98
GRND,,0.67,4.11
CEG,,8.77,4.20
DFS,,6.38,4.04
UI,,12.22,4.04
BRZE,,1.37,4.08
GXO,,1.47,3.99
ASAN,,0.51,4.03
BEAM,,1.01,3.82
ETN,,11.31,4.01
DNLI,,0.58,3.86
ORCL,,5.68,3.94
CIEN,,2.49,3.89
RHHBY,,1.64,3.91
SONY,,0.87,3.79
PKX,,1.97,3.88
ICLR,,6.54,3.72
ONON,,1.79,3.95
MLTX,,1.46,3.87
DELL,,3.41,3.72
CROX,,3.72,3.78
NOW,,30.48,3.77
HUBS,,22.41,3.79
RBLX,,2.07,3.78
AVGO,,7.3,3.84
NVMI,,7.86,3.71
CORZ,,0.33,3.82
VERX,,1.19,3.70
SAFRY,,2.44,3.70
GKOS,,3.62,3.70
WFRD,,1.9,3.64
TSM,,6.37,3.72
VRN,,0.21,3.58
EME,,13.71,3.68
ACVA,,0.49,3.56
INTR,,0.18,3.59
RARE,,1.4,3.65
APO,,4.6,3.52
MTZ,,4.07,3.56
CNM,,1.64,3.52
TECK,,1.4,3.65
DOCS,,2.15,3.48
TRGP,,6.12,3.38
CDNS,,8.05,3.44
WRD,,0.58,3.55
RYCEY,,0.33,3.33
ET,,0.59,3.28
JCI,,2.66,3.45
SYF,,1.8,3.46
FLEX,,1.12,3.32
TLK,,0.48,3.33
PCOR,,2.12,3.26
WAL,,2.46,3.34
CAMT,,2.17,3.42
BMA,,2.65,3.25
ARM,,3.66,3.29
S,,0.64,3.41
TAC,,0.31,3.33
JBSAY,,0.35,3.21
DY,,4.53,3.14
FRPT,,2.74,3.27
WCC,,4.99,3.15
SNOW,,4.67,3.12
ASX,,0.3,3.17
FHN,,0.57,3.16
TEO,,0.34,3.10
ODD,,1.48,3.35
FLS,,1.48,3.11
RUM,,0.24,3.08
DIOD,,1.39,3.06
INSM,,2.19,2.97
FICO,,52.25,3.03
RIVN,,0.31,2.87
JLL,,7.44,3.03
