symbol,price,price_change,price_percent_change
,4.99,1.72,52.6
,13.58,3.6,36.07
,9.84,2.6,35.91
,2.8,0.64,29.63
,3.25,0.73,28.97
,3.56,0.66,22.76
,9.95,1.73,21.05
,3.75,0.65,20.97
,3.62,0.61,20.17
,28.25,4.74,20.16
,3.48,0.57,19.59
,2.89,0.47,19.42
,7.7,1.24,19.2
,2.87,0.46,19.09
,2.95,0.45,18.0
,8.78,1.32,17.69
,3.44,0.51,17.41
,61.36,8.79,16.72
,11.83,1.67,16.44
,3.0,0.42,16.28
,7.42,1.03,16.12
,2.68,0.36,15.77
,5.07,0.68,15.39
,38.53,5.1,15.26
,5.52,0.73,15.24
,4.06,0.52,14.69
,3.23,0.41,14.54
,10.81,1.36,14.39
,26.97,3.38,14.33
,3.13,0.39,14.23
,16.17,1.97,13.87
,3.78,0.44,13.17
,8.57,0.99,13.06
,10.25,1.17,12.89
,3.34,0.38,12.84
,9.35,1.06,12.79
,2.39,0.27,12.74
,4.43,0.5,12.72
,10.86,1.2,12.42
,13.25,1.46,12.38
,7.34,0.8,12.23
,16.43,1.74,11.84
,13.74,1.45,11.8
,4.32,0.45,11.63
,12.61,1.3,11.49
,12.15,1.24,11.37
,29.77,3.03,11.33
,4.26,0.43,11.23
,8.3,0.83,11.18
,46.52,4.64,11.08
,2.41,0.24,11.06
,8.43,0.83,10.92
,16.6,1.62,10.81
,67.23,6.53,10.76
,3.09,0.3,10.75
,36.81,3.56,10.71
,2.69,0.26,10.7
,16.35,1.58,10.7
,2.59,0.25,10.68
,5.0,0.48,10.62
,7.09,0.68,10.61
,9.05,0.86,10.5
,19.71,1.84,10.3
,7.0,0.64,10.06
,13.86,1.26,10.0
,3.28,0.29,9.7
,7.3,0.65,9.69
,4.22,0.37,9.61
,5.5,0.47,9.46
,3.5,0.3,9.38
,2.37,0.2,9.22
,32.75,2.75,9.17
,2.74,0.23,9.16
,13.89,1.16,9.11
,6.85,0.57,9.08
,5.17,0.43,9.07
,55.45,4.6,9.05
,3.54,0.29,8.92
,4.05,0.33,8.87
,38.84,3.16,8.86
,20.46,1.66,8.83
,17.34,1.39,8.71
,8.49,0.68,8.71
,11.38,0.91,8.69
,3.52,0.28,8.64
,2.39,0.19,8.64
,43.01,3.41,8.61
,41.95,3.31,8.57
,4.11,0.32,8.44
,6.3,0.49,8.43
,2.32,0.18,8.41
,10.46,0.81,8.34
,2.48,0.19,8.3
,32.54,2.48,8.25
,5.79,0.44,8.22
,2.25,0.17,8.17
,10.2,0.77,8.17
,12.78,0.96,8.12
,3.2,0.24,8.11
,22.89,1.71,8.07
