symbol,price,price_change,price_percent_change
SLNO,,20.92,42.78
CNXC,,17.38,38.05
CAR,,12.16,19.76
MLGO,,1.99,16.78
DLTR,,6.83,9.87
RIVN,,0.97,8.01
LKNCY,,2.68,8.07
ZLAB,,2.58,7.61
HCM,,1.07,7.52
AAP,,2.85,7.53
EWTX,,1.3,5.84
LBRT,,0.84,5.48
BILI,,0.99,5.12
DAR,,1.56,5.12
ALC,,4.62,5.06
MNSO,,0.9,4.79
FINV,,0.48,4.85
BYDDF,,2.46,4.82
IAG,,0.28,4.63
BURBY,,0.48,4.71
WING,,9.86,4.47
QFIN,,2.12,4.57
BYDDY,,4.58,4.49
OLLI,,4.6,4.25
FJTSY,,0.85,4.30
IMVT,,0.74,4.14
CAVA,,3.03,3.50
CMPGY,,1.25,3.90
AZO,,143.64,3.90
SE,,5.47,4.23
FUTU,,4.06,3.78
LEGN,,1.28,3.69
BWIN,,1.65,3.70
WRD,,0.52,3.48
TME,,0.53,3.68
MPNGY,,1.49,3.64
BABA,,4.81,3.64
ANGI,,0.59,3.62
MAKSY,,0.32,3.61
LGND,,3.86,3.57
EQX,,0.24,3.51
DNLI,,0.45,3.26
BEKE,,0.72,3.48
VRNA,,2.12,3.31
TCOM,,2.09,3.31
BVN,,0.49,3.24
JD,,1.35,3.24
ORLY,,46.21,3.35
SMMT,,0.62,3.12
TSLA,,8.46,3.11
LAUR,,0.6,2.97
ABT,,3.91,3.09
CSAN,,0.16,3.06
CORZ,,0.2,2.62
BG,,2.24,3.01
ANF,,2.23,2.95
PHI,,0.55,2.47
