symbol,price,price_change,price_percent_change
RKT,,1.58,11.44
GME,,2.36,11.18
GAP,,1.38,7.74
BLD,,19.55,6.88
IBP,,9.18,5.60
ONON,,1.94,5.15
DECK,,5.14,5.10
CROX,,4.68,4.88
AEO,,0.5,4.79
MHO,,5.16,4.73
TFII,,3.59,4.73
ANF,,3.22,4.58
DFH,,0.98,4.60
DHI,,5.43,4.44
CCS,,2.81,4.47
NVR,,292.76,4.12
MTH,,2.61,3.92
TPH,,1.16,3.78
MSTR,,11.33,4.01
W,,0.92,3.67
PHM,,3.44,3.52
BLDR,,4.3,3.59
KBH,,1.95,3.51
GRBK,,1.94,3.47
PCVX,,1.04,3.40
PVH,,2.11,3.22
LULU,,8.05,3.15
TMHC,,1.85,3.21
URBN,,1.37,3.03
NKE,,1.68,3.02
