symbol,price,price_change,price_percent_change
PTGX,,17.6,46.03
VRN,,0.72,14.56
KTOS,,2.61,9.57
ELF,,6.31,8.93
DNBBF,,1.99,8.42
MWA,,2.03,8.10
BECN,,8.28,7.45
TNXP,,0.95,7.33
ENPH,,4.69,7.61
AAP,,2.08,5.88
AMKBY,,0.5,5.48
HOG,,1.35,5.19
WSC,,1.52,5.42
TTC,,3.63,4.96
BLTE,,3.16,5.00
SCI,,4.05,5.01
REGN,,35.48,5.01
ETSY,,2.25,4.81
DFH,,1.15,4.52
NSP,,4.28,4.73
CBT,,3.9,4.59
DRPRY,,0.27,4.55
AES,,0.51,4.49
RMD,,10.51,4.52
COTY,,0.26,4.36
HCA,,14.31,4.33
MKC,,3.51,4.25
COLM,,3.43,4.09
EQNR,,0.97,4.20
TSCO,,2.29,4.02
SMCAY,,0.75,3.98
CTSH,,3.37,4.05
MEDP,,13.82,4.15
ADM,,1.88,3.80
WES,,1.52,3.91
BF-B,,1.39,3.76
MRNA,,1.37,3.85
NOC,,17.93,3.69
CPB,,1.53,3.67
LNTH,,3.9,3.67
NOG,,1.01,3.67
CAG,,0.93,3.42
IBP,,6.2,3.50
FIZZ,,1.42,3.47
CWEN-A,,0.9,3.47
RRC,,1.25,3.56
AWK,,4.89,3.36
GIS,,2.12,3.29
PAYC,,7.15,3.36
EXEL,,1.28,3.33
OGN,,0.54,3.50
MOH,,10.64,3.25
TGTX,,1.28,3.33
FND,,3.08,3.38
PCAR,,3.64,3.31
DVA,,4.73,3.22
HSY,,5.77,3.12
AR,,1.07,3.18
JJSF,,4.26,3.08
ORA,,2.13,3.02
INSP,,6.19,3.38
CWEN,,0.85,3.08
TAP,,1.88,3.05
UAA,,0.24,3.32
PPC,,1.61,2.95
KVUE,,0.67,2.88
