symbol,price,price_change,price_percent_change
CNXC,,19.36,42.38
SLNO,,18.42,37.61
MLGO,,4.08,34.40
CAR,,12.61,20.49
DLTR,,7.74,11.18
RIVN,,0.92,7.60
HCM,,1.04,7.31
ZLAB,,2.27,6.69
FINV,,0.66,6.73
AAP,,2.53,6.69
ALC,,5.54,6.07
FUL,,3.22,5.93
JBSAY,,0.75,5.47
EWTX,,1.18,5.30
LBRT,,0.81,5.22
IAG,,0.32,5.24
IMVT,,0.9,5.03
MAKSY,,0.42,4.74
DAR,,1.44,4.72
AUR,,0.34,4.78
BURBY,,0.46,4.51
OLLI,,4.9,4.53
FJTSY,,0.89,4.50
UNF,,7.15,4.18
PARAA,,0.86,3.79
SAND,,0.31,4.23
MNSO,,0.77,4.13
BYDDF,,2.1,4.12
BYDDY,,4.3,4.21
WING,,8.92,4.05
AZO,,142.25,3.86
ABT,,4.73,3.74
SRRK,,1.2,3.73
QFIN,,1.75,3.77
ANGI,,0.62,3.77
MLTX,,1.45,3.78
BILI,,0.72,3.70
EQX,,0.24,3.59
CMPGY,,1.16,3.62
SMMT,,0.71,3.57
DG,,2.95,3.48
MPNGY,,1.41,3.44
BVN,,0.52,3.41
AGI,,0.88,3.41
WMK,,2.54,3.36
JHX,,0.8,3.35
CC,,0.47,3.36
NBIS,,0.7,2.83
LKNCY,,1.11,3.34
SE,,4.21,3.26
TCOM,,2.07,3.28
CORZ,,0.25,3.28
PCVX,,2.21,3.22
WIX,,5.25,3.11
CDE,,0.2,3.18
QXO,,0.43,3.17
BG,,2.34,3.15
RACE,,13.13,3.17
BWIN,,1.41,3.16
SSRM,,0.33,3.03
WDFC,,7.19,3.06
LAUR,,0.6,2.99
NVCR,,0.53,2.87
BFAM,,3.8,3.03
ORLY,,42.64,3.09
