symbol,price,price_change,price_percent_change
VRN,,0.75,15.30
ELF,,0.05,0.07
TGTX,,0.2,0.52
GT,,-0.09,-0.87
AMTM,,-1.39,-6.95
PI,,-2.11,-2.10
SWKS,,-0.61,-0.84
DUOL,,-11.02,-3.73
CLSK,,-0.18,-2.04
BILI,,-1.63,-6.76
QRVO,,-1.02,-1.33
CELH,,0.37,1.35
BAH,,0.1,0.09
NE,,-0.1,-0.40
ARM,,-4.06,-3.23
OLED,,-2.47,-1.55
M,,0.04,0.28
FRPT,,-3.27,-3.38
HSAI,,-0.55,-3.15
MOD,,4.74,6.23
SIRI,,-0.41,-1.64
XPEV,,-0.86,-3.64
SYM,,-0.98,-4.19
CRUS,,-2.57,-2.36
W,,-0.82,-2.34
AKAM,,-1.08,-1.23
WLY,,-0.15,-0.34
WNS,,3.19,5.63
RXRX,,-0.21,-3.19
FN,,-7.72,-3.98
CNXC,,-0.31,-0.66
PLTR,,-3.43,-4.04
MPWR,,-15.92,-2.67
CALM,,-0.78,-0.89
LI,,-1.16,-4.00
WMK,,4.07,5.27
TDW,,0.15,0.36
AWK,,1.1,0.75
POWI,,-1.02,-1.63
MBLY,,0.05,0.32
LIF,,-0.56,-1.29
CRSP,,-0.08,-0.19
TNXP,,1.02,7.82
WU,,-0.01,-0.09
PTEN,,-0.01,-0.13
SYNA,,-1.51,-2.25
WSO,,2.74,0.53
ENPH,,-0.01,-0.02
ABM,,2.56,4.92
DEI,,-0.12,-0.72
CAG,,0.56,2.06
AI,,-0.77,-3.42
NVCR,,-0.21,-1.04
PATH,,-0.27,-2.15
DRS,,-0.76,-2.43
EXPD,,0.34,0.27
DVA,,-0.94,-0.64
INSP,,-3.15,-1.72
SGHC,,0.31,4.63
PAYC,,3.8,1.79
LSCC,,-1.69,-2.65
SOC,,-0.47,-1.95
KR,,0.53,0.79
NSANY,,0.26,4.57
VOD,,0.05,0.48
LMND,,-1.13,-3.13
HRB,,-0.31,-0.56
HIMS,,-0.65,-1.81
SWK,,-0.53,-0.59
BEAM,,-0.67,-2.35
ZK,,-1.36,-4.30
EQNR,,1.08,4.66
TR,,0.37,1.14
U,,-1.24,-5.13
IMPUY,,0.27,4.44
GNRC,,-2.38,-1.74
ROOT,,-5.18,-3.87
PK,,-0.08,-0.65
NOV,,0.23,1.54
CNX,,0.24,0.80
AEO,,-0.31,-2.38
NEOG,,0.05,0.48
APP,,-20.89,-7.72
WING,,-3.0,-1.32
STVN,,0.86,4.15
CGNX,,-0.15,-0.43
MU,,-3.74,-4.02
MTCH,,-0.16,-0.49
ASGN,,-0.78,-1.09
LEA,,-0.61,-0.62
STZ,,-0.22,-0.12
FLO,,0.28,1.44
OTLY,,-0.24,-2.59
VNO,,-0.44,-1.12
SLB,,0.12,0.28
HASI,,-0.48,-1.60
BALL,,-0.15,-0.28
AMKR,,-0.48,-2.31
EEFT,,-0.18,-0.18
NYT,,-0.14,-0.27
OGN,,-0.09,-0.62
EBAY,,-0.02,-0.03
CRDO,,-1.78,-4.07
BF-B,,0.2,0.54
ES,,0.22,0.36
LKNCY,,1.11,3.84
RVTY,,-1.16,-0.99
PPC,,-0.31,-0.58
MRNA,,0.53,1.49
OII,,-0.12,-0.63
ASTS,,-1.2,-3.59
NXPI,,-5.9,-2.65
DXC,,0.67,3.73
CL,,0.87,0.90
VRT,,-3.32,-3.91
CMCSA,,0.05,0.13
EFX,,-1.23,-0.49
SMTC,,-0.99,-2.97
SLG,,2.15,3.59
TGS,,-0.38,-1.53
ITW,,0.24,0.09
PYPL,,-1.13,-1.60
MCD,,0.58,0.18
AES,,0.07,0.62
AEIS,,-3.07,-2.80
WFRD,,-0.25,-0.45
ON,,-0.98,-2.16
WBD,,0.01,0.05
NEE-PR,,1.39,3.46
EC,,0.01,0.10
MAIN,,-0.76,-1.30
ORLA,,-0.19,-2.52
NVST,,-0.25,-1.36
HST,,-0.07,-0.40
TMDX,,-1.6,-2.37
LRCX,,-2.13,-2.70
QCOM,,-3.96,-2.46
RMD,,7.41,3.29
CSGP,,0.75,0.94
WSM,,1.06,0.56
ZS,,-5.44,-2.61
HOLX,,-0.1,-0.15
HRL,,0.39,1.29
PARA,,0.08,0.66
SMCI,,0.05,0.14
WPP,,-0.03,-0.07
BAX,,-0.1,-0.26
UBS,,-1.37,-4.01
ST,,-0.06,-0.21
LEGN,,-0.46,-1.31
SITE,,-1.42,-1.10
ABR,,-0.01,-0.08
ACLX,,-0.58,-0.82
MNSO,,-0.31,-1.56
CARR,,-0.53,-0.79
BE,,-0.41,-1.78
BF-A,,0.01,0.03
NXST,,0.63,0.35
ULS,,1.55,3.02
DDS,,10.84,3.01
