symbol,price,price_change,price_percent_change
TNXP,,7.66,33.00
IONQ,,3.25,14.60
AZEK,,5.8,14.00
MARA,,1.67,13.48
TEM,,6.86,13.36
OKLO,,3.63,13.37
CLSK,,0.97,13.10
ROOT,,18.51,11.55
COHR,,7.85,11.50
TXHPF,,2.03,11.31
TSLA,,23.62,9.50
LITE,,6.06,9.10
CVNA,,17.22,9.02
HOOD,,3.96,8.93
ASTS,,2.27,8.85
ANGI,,1.35,8.65
CRDO,,3.93,8.48
NBIS,,2.28,8.44
FNMA,,0.52,8.14
FMCC,,0.44,8.09
BROS,,5.26,8.04
GAP,,1.58,7.89
W,,2.71,8.05
APP,,24.82,7.90
LMND,,2.49,7.20
HIMS,,2.54,7.32
RIOT,,0.57,7.17
ZETA,,1.05,7.28
BBIO,,2.43,6.99
FNMAT,,0.75,6.91
AMD,,7.23,6.79
BBWI,,2.09,6.90
MSTR,,21.11,6.94
FIX,,23.53,6.68
URBN,,3.23,6.58
CPRX,,1.6,6.62
RH,,15.79,6.52
FN,,13.98,6.33
FNMAS,,0.74,6.31
BOOT,,6.98,6.66
EAT,,9.39,6.49
MTNOY,,0.41,6.43
CAVA,,5.49,6.55
CORZ,,0.54,6.35
NXE,,0.3,6.10
RDDT,,7.3,6.31
SITM,,11.01,6.18
DUOL,,18.73,6.06
MPWR,,36.17,6.12
RNA,,1.86,6.03
BHVN,,1.71,5.99
GLNG,,2.38,6.31
QXO,,0.77,6.08
CENT,,1.9,5.63
LSCC,,3.48,5.74
RKLB,,1.14,6.03
LB,,4.55,5.91
HQY,,4.88,5.75
UAL,,4.24,5.65
VRT,,5.15,5.81
BYDDY,,5.77,5.70
STEP,,3.02,5.61
UI,,17.7,5.59
CMC,,2.5,5.37
DOOO,,2.11,5.77
CRS,,10.18,5.54
MTSI,,5.9,5.52
ROAD,,4.05,5.49
RBRK,,3.65,5.35
WING,,11.54,5.36
DECK,,6.39,5.42
UPST,,2.77,5.33
SHOP,,5.71,5.48
FMCKJ,,0.61,5.37
KPELY,,0.53,5.35
MTZ,,6.63,5.35
BURL,,12.71,5.43
COIN,,10.21,5.38
TPL,,66.62,5.23
ON,,2.21,5.05
CNTA,,0.8,5.08
BPMC,,4.61,5.20
ECG,,2.03,5.17
CLS,,4.92,5.13
LTH,,1.58,5.15
PLTR,,4.74,5.21
FDX,,11.72,5.09
DOCS,,3.09,4.91
NXPI,,10.16,5.06
DRI,,10.09,5.04
MCHP,,2.53,4.89
ARM,,5.92,4.98
RGTI,,0.46,5.06
PINS,,1.62,5.01
HRI,,6.79,5.00
SG,,1.21,4.85
U,,1.07,4.97
CIEN,,3.24,4.94
MMYT,,4.98,4.93
OSCR,,0.65,4.96
WRBY,,0.94,4.97
MKSI,,4.31,4.88
OLED,,7.09,4.77
BILL,,2.34,4.88
TPG,,2.44,4.88
EE,,1.45,4.97
IOT,,1.98,4.93
EVR,,9.93,4.80
GENI,,0.49,4.76
BWIN,,2.14,4.88
GSAT,,1.06,4.82
RL,,11.1,4.95
KNF,,4.34,4.76
RMBS,,2.66,4.70
PAYO,,0.34,4.62
TWST,,2.01,4.69
BRBR,,3.24,4.58
FCX,,1.88,4.66
CKHUY,,0.26,4.68
NET,,5.6,4.70
CG,,2.02,4.59
BYDDF,,2.37,4.65
ONON,,2.16,4.67
GKOS,,4.73,4.63
CYTK,,2.07,4.56
NUE,,5.58,4.57
SOFI,,0.61,4.74
DKS,,8.94,4.57
ACVA,,0.7,4.57
NEXT,,0.41,4.49
POWL,,8.36,4.54
MBLY,,0.66,4.53
ONTO,,6.14,4.53
GNRC,,5.95,4.52
CALX,,1.62,4.53
CACC,,22.39,4.52
ADI,,9.1,4.45
VMI,,12.77,4.47
PVH,,2.85,4.37
BLD,,12.64,4.23
JLL,,11.01,4.40
SYM,,0.97,4.33
SFTBY,,1.13,4.28
BBUC,,1.16,4.38
AIT,,9.81,4.37
SAABY,,0.82,4.36
IPGP,,2.8,4.36
MNDY,,11.8,4.45
TXN,,7.64,4.27
DIOD,,1.78,3.94
SNOW,,6.9,4.36
ANET,,3.58,4.31
AZZ,,3.54,4.29
DAL,,2.01,4.30
CAMT,,2.81,4.25
JEF,,2.46,4.14
SKYW,,3.83,4.21
AFRM,,2.2,4.41
SIG,,2.57,4.43
RDNT,,2.11,4.28
LIF,,1.52,3.99
MRNA,,1.31,4.00
SOUN,,0.41,4.16
AUR,,0.32,4.36
BEAM,,0.96,4.12
STRL,,4.99,3.93
GFF,,2.9,4.10
DDS,,14.48,4.10
DLTR,,2.66,3.99
CROX,,4.18,3.99
CE,,2.3,4.03
OWL,,0.85,4.12
SHAK,,3.65,4.02
ENVA,,3.78,3.88
MRUS,,1.85,3.93
SMTC,,1.51,3.81
RIVN,,0.45,3.88
ASO,,1.87,3.96
VFC,,0.65,3.97
S,,0.77,4.00
CARG,,1.21,4.02
DDOG,,4.19,3.99
BIP,,1.07,3.73
AL,,1.86,3.95
AN,,6.54,3.92
NVST,,0.6,3.63
CART,,1.54,3.97
ARES,,5.79,3.92
RCL,,8.44,3.92
GTLS,,6.65,4.29
NVMI,,7.05,3.58
BAM,,1.94,3.91
CWK,,0.4,3.78
ALSN,,3.63,3.76
SKX,,2.16,3.85
IBKR,,7.15,4.13
TDC,,0.87,3.80
GT,,0.35,3.88
CELH,,1.18,3.58
SPSC,,4.97,3.82
