symbol,price,price_change,price_percent_change
CELH,,0.04,0.13
CALM,,0.17,0.18
ASND,,-0.83,-0.49
FINV,,0.74,8.11
ENPH,,-1.36,-2.13
DLO,,0.01,0.05
QFIN,,0.51,1.08
AEO,,-0.12,-1.04
RNA,,-0.33,-0.96
SGBAF,,0.51,8.51
TME,,1.65,12.63
LION,,0.6,7.91
RXRX,,-0.34,-4.90
TAL,,-0.07,-0.52
YOU,,-0.35,-1.31
PBF,,1.56,7.52
LITE,,-0.88,-1.29
SAIC,,-2.41,-2.15
HOOD,,-0.92,-2.19
OTLY,,-0.07,-0.74
VEON,,1.5,3.35
SSUMY,,1.47,6.30
ORLA,,0.23,2.49
AES,,-0.24,-1.80
XIACY,,1.24,3.35
YMM,,-0.05,-0.37
TWST,,-0.74,-1.77
GEV,,-3.54,-1.06
MPWR,,-6.74,-1.05
YETI,,-0.03,-0.10
TKAMY,,0.54,5.68
DPZ,,-5.39,-1.20
SQM,,0.01,0.02
HII,,-0.13,-0.06
M,,-0.06,-0.43
LIVN,,-0.3,-0.72
ALB,,0.03,0.04
CDE,,0.31,4.82
XP,,0.06,0.42
HGV,,-0.12,-0.34
CROX,,-1.25,-1.20
ACHR,,-0.16,-1.87
BRRLY,,0.67,5.18
LULU,,-1.34,-0.41
UTHR,,-0.62,-0.19
PTCT,,-0.88,-1.55
VCEL,,-0.29,-0.62
STNE,,-0.02,-0.16
NIO,,0.22,4.37
APP,,-6.41,-2.09
JD,,0.16,0.35
TTD,,-0.65,-1.14
HIMS,,-0.92,-2.65
FRHC,,-0.53,-0.40
BABA,,-1.12,-0.76
WSM,,-1.49,-0.85
OLED,,-1.53,-0.98
TRIP,,-0.07,-0.48
WFRD,,0.5,0.90
THC,,0.12,0.09
TKO,,-0.01,-0.01
IGT,,0.01,0.06
RDY,,0.14,1.06
TW,,-0.22,-0.15
CIVI,,0.49,1.38
CUK,,-0.23,-1.20
LI,,0.71,2.60
UWMC,,-0.03,-0.56
COHR,,0.09,0.13
KC,,0.75,4.15
KSPI,,-0.76,-0.77
AAL,,-0.12,-1.06
HBM,,0.17,2.11
VIK,,-1.05,-2.50
SE,,-2.99,-2.25
TRU,,-0.63,-0.73
DVA,,5.79,4.04
ACI,,-0.01,-0.02
ICUI,,-0.79,-0.53
TSRYY,,0.25,4.01
TER,,-0.74,-0.83
SPOT,,-4.2,-0.70
DT,,-0.25,-0.50
KGS,,0.17,0.46
NVO,,2.04,2.55
APO-PA,,2.79,3.88
MNDY,,-3.68,-1.38
GFI,,0.85,4.09
ZTO,,0.19,0.92
HRB,,-0.17,-0.32
TNET,,2.83,3.78
MAC,,0.07,0.41
DUOL,,1.92,0.65
XPO,,4.02,3.75
BGC,,-0.11,-1.17
EQX,,0.11,1.57
POWL,,-2.08,-1.16
BZ,,0.27,1.32
ASO,,-0.39,-0.83
WHR,,0.12,0.13
ANF,,-0.65,-0.79
EL,,-0.28,-0.41
MSSMY,,0.3,3.56
VNO,,1.31,3.56
AR,,0.25,0.64
GLNG,,0.07,0.19
ZETA,,-0.49,-3.36
XPEV,,-1.53,-6.25
H,,-0.09,-0.07
ONON,,-0.56,-1.17
MPNGY,,1.57,3.49
CCOI,,-0.36,-0.51
NFLX,,-8.47,-0.89
RCL,,-2.86,-1.30
OBDC,,0.06,0.40
LGF-A,,-0.09,-0.89
AG,,0.23,3.24
VICR,,-0.59,-1.06
HMY,,0.43,3.50
HQY,,-0.65,-0.65
KGC,,0.29,2.41
PK,,-0.06,-0.51
CORT,,0.0,0.00
U,,-0.29,-1.35
PAC,,6.35,3.31
TRGP,,0.88,0.45
CRBG,,-0.34,-1.03
MCHP,,-0.67,-1.21
WB,,0.13,1.19
VOD,,-0.07,-0.71
QLYS,,-1.99,-1.53
WEGZY,,0.26,3.22
PNGAY,,0.41,3.19
BBY,,-0.86,-1.17
COIN,,-4.26,-2.25
CFLT,,-0.41,-1.49
BIP,,-0.21,-0.73
ORCL,,-1.64,-1.06
BNPQY,,1.31,3.16
SMNEY,,2.05,3.16
GENI,,0.14,1.48
BLK,,2.7,0.28
CRWD,,-3.47,-0.95
DRVN,,-0.15,-0.86
NVST,,-0.12,-0.72
HTHT,,0.44,1.16
CDNS,,-1.6,-0.63
SFM,,-1.7,-1.21
AXSM,,-0.63,-0.50
HCA,,1.89,0.58
IAG,,0.15,2.47
HL,,0.16,2.64
SYM,,-0.5,-2.24
SUI,,3.9,3.04
BMRN,,-0.07,-0.10
GEN,,-0.15,-0.54
VAC,,2.01,3.02
IRTC,,-1.37,-1.32
IFF,,-0.01,-0.01
