symbol,price,price_change,price_percent_change
,4.78,2.71,130.92
,4.65,1.4,43.07
,5.39,1.24,29.88
,3.51,0.71,25.36
,36.31,6.4,21.4
,2.69,0.36,15.45
,10.46,1.33,14.64
,11.61,1.25,12.07
,2.5,0.26,11.36
,59.64,5.5,10.15
,7.85,0.69,9.63
,3.71,0.31,9.12
,24.78,1.98,8.68
,356.38,27.89,8.49
,7.05,0.55,8.46
,11.65,0.84,7.77
,5.92,0.42,7.64
,9.67,0.59,6.5
,2.26,0.14,6.37
,4.1,0.24,6.22
,24.99,1.46,6.2
,5.3,0.3,6.0
,69.45,3.67,5.58
,11.32,0.58,5.45
,63.92,3.19,5.25
,18.76,0.91,5.1
,62.82,2.96,4.94
,94.6,4.41,4.88
,4.9,0.23,4.85
,55.0,2.48,4.72
,153.0,6.81,4.66
,25.88,1.15,4.65
,8.36,0.37,4.63
,70.4,3.13,4.65
,18.73,0.81,4.52
,545.23,22.03,4.21
,91.06,3.65,4.18
,66.53,2.66,4.16
,5.16,0.2,4.03
,15.04,0.58,4.01
,446.46,17.13,3.99
,4.46,0.17,3.96
,228.02,8.68,3.96
,41.84,1.58,3.94
,3.53,0.13,3.82
,40.9,1.5,3.82
,162.04,5.87,3.76
,3.06,0.11,3.73
,134.65,4.83,3.72
,74.89,2.67,3.7
,103.61,3.68,3.68
,225.88,7.98,3.66
,39.26,1.38,3.63
,98.47,3.41,3.59
,2.9,0.1,3.57
,17.9,0.59,3.41
,9.3,0.3,3.39
,2.44,0.08,3.39
,5.5,0.18,3.38
,7.66,0.25,3.37
,7.36,0.24,3.37
,59.83,1.94,3.36
,14.18,0.46,3.35
,10.5,0.34,3.35
,716.73,23.2,3.35
,16.49,0.53,3.32
,217.61,6.78,3.22
,21.08,0.66,3.21
,96.48,2.94,3.14
,80.24,2.44,3.13
,38.81,1.17,3.12
,47.6,1.44,3.12
,2.28,0.07,3.08
,5.7,0.17,3.08
,68.71,2.05,3.08
,14.42,0.43,3.07
,49.99,1.49,3.07
,9.4,0.28,3.07
,160.08,4.72,3.04
,270.4,7.86,2.99
,118.38,3.41,2.97
,28.04,0.79,2.9
,273.49,7.69,2.89
,111.45,3.13,2.89
,60.88,1.69,2.86
,50.4,1.4,2.85
,134.57,3.71,2.84
,23.06,0.64,2.83
,341.3,9.38,2.83
,123.74,3.35,2.79
,287.24,7.72,2.76
,112.54,2.96,2.7
,73.21,1.88,2.64
,152.33,3.84,2.59
,55.25,1.38,2.56
,47.15,1.18,2.57
,58.56,1.45,2.53
,241.86,5.9,2.5
,28.84,0.7,2.48
,30.76,0.74,2.47
