symbol,price,price_change,price_percent_change
FINV,,1.68,18.42
JBSAY,,1.9,16.31
TNXP,,2.17,13.33
TME,,1.67,12.78
TKAMY,,1.26,12.54
ESLT,,40.91,11.08
NEXT,,0.68,9.44
BVHMF,,0.65,8.61
RIVN,,0.64,5.85
IMPUY,,0.36,5.73
BRRLY,,0.67,5.18
CNX,,1.63,5.30
ALHC,,0.82,5.10
CDE,,0.31,4.82
RNMBY,,14.2,4.72
XIACF,,0.34,4.62
NIO,,0.23,4.57
DB,,1.06,4.43
IPGP,,2.42,3.83
XIACY,,1.38,3.73
AU,,1.3,3.96
MLTX,,1.49,3.85
VWDRY,,0.21,3.89
AG,,0.28,4.02
BAYRY,,0.24,3.66
SITM,,6.43,3.77
SAN,,0.26,3.85
TIGO,,1.1,3.64
GFI,,0.69,3.34
MYRG,,4.35,3.61
NWG,,0.39,3.27
EDU,,1.63,3.20
ZIM,,0.53,2.88
CALX,,0.95,2.84
