symbol,price,price_change,price_percent_change
IONQ,,-0.02,-0.11
CXM,,0.17,1.80
INTC,,2.82,13.64
TLN,,-3.59,-1.81
DJTWW,,0.58,4.77
NBIS,,-0.54,-1.90
VKTX,,-0.3,-1.00
RNA,,1.34,4.11
ACHR,,0.18,2.47
GEO,,0.18,0.70
CRDO,,-1.09,-2.29
FNMA,,0.46,8.86
AMTM,,0.05,0.27
VRNA,,0.72,1.07
SMMT,,0.11,0.58
CXW,,0.17,0.85
HOOD,,-0.78,-2.00
ADMA,,0.1,0.54
VST,,-1.31,-1.07
BBAR,,0.08,0.43
RDDT,,-1.33,-1.02
UPST,,-0.44,-0.88
SITM,,-0.1,-0.06
VICR,,-0.34,-0.63
GLNG,,0.08,0.24
ACLX,,-0.41,-0.56
PTON,,-0.03,-0.49
YPF,,2.0,6.27
GGAL,,0.11,0.19
NVMI,,-0.76,-0.34
CASY,,0.33,0.08
ASAN,,-0.27,-2.05
DNLI,,-0.04,-0.25
PINS,,0.07,0.21
BRZE,,-0.16,-0.45
IOT,,0.3,0.79
SOC,,-0.2,-0.82
SOFI,,0.08,0.67
DUOL,,-3.77,-1.30
IESC,,3.81,2.12
APP,,-0.64,-0.24
SPOT,,-1.48,-0.28
MOD,,0.37,0.44
USLM,,0.55,0.59
ALVO,,-0.1,-0.88
CRWD,,-1.69,-0.49
RARE,,-0.03,-0.07
AVPT,,0.1,0.70
DG,,3.66,4.89
PCVX,,-1.55,-2.12
KGS,,0.59,1.59
AMBA,,0.25,0.48
PKX,,-0.45,-0.85
ORCL,,-1.19,-0.79
AKRO,,-0.68,-1.49
RYCEY,,0.45,4.54
RH,,-3.87,-1.61
LRCX,,-0.66,-0.86
NRG,,-0.1,-0.11
DOCS,,2.59,4.20
ALAB,,-0.68,-0.99
AMD,,-1.61,-1.60
ODD,,-0.39,-0.85
TSEM,,-0.13,-0.34
MRVL,,-0.03,-0.04
DIOD,,-0.01,-0.03
CRH,,-0.25,-0.25
TECK,,0.4,1.00
CIEN,,-0.97,-1.45
FLG,,0.04,0.34
BEAM,,-0.1,-0.37
GXO,,-0.42,-1.09
SRRK,,-0.08,-0.22
MMYT,,-0.44,-0.48
DFS,,5.89,3.73
CORZ,,-0.05,-0.50
MRNA,,0.83,2.37
TAC,,0.34,3.65
ACVA,,-0.28,-1.96
TSM,,-4.63,-2.61
CROX,,-0.45,-0.44
CNTA,,-0.11,-0.67
WCC,,5.56,3.51
ONON,,0.06,0.13
ETN,,-2.86,-0.98
RKLB,,-0.09,-0.49
AI,,-0.17,-0.79
BILL,,-0.02,-0.03
SSRM,,0.11,1.07
CRNX,,-0.17,-0.48
SPGYF,,0.19,3.30
PRMB,,-0.41,-1.30
DELL,,-0.37,-0.39
FICO,,56.15,3.26
CEG,,0.28,0.13
TRGP,,1.02,0.55
SONY,,-0.2,-0.84
ASND,,-1.39,-0.92
NTRA,,-1.43,-0.99
ET,,0.02,0.14
MAC,,-0.05,-0.27
CRGY,,-0.08,-0.75
LITE,,-1.52,-2.37
BAESY,,2.52,3.08
BA,,1.48,0.93
COMP,,-0.08,-0.91
NOG,,-0.03,-0.10
BANC,,0.05,0.36
