symbol,price,price_change,price_percent_change
ANGI,,0.39,2.52
TNXP,,8.71,38.11
TEM,,4.02,7.83
PTON,,0.2,2.95
W,,1.22,3.64
RIVN,,0.19,1.64
RDDT,,4.99,4.31
ROKU,,1.64,2.09
HIMS,,0.61,1.76
COHR,,4.45,6.52
OTLY,,-0.12,-1.25
TREX,,3.1,5.21
FMCC,,0.28,5.43
CELH,,0.45,1.37
ACHR,,0.14,1.60
IONQ,,1.14,5.12
GME,,0.5,2.02
ROOT,,10.74,6.66
CVNA,,10.37,5.41
CHWY,,0.68,2.02
MUFG,,-0.27,-1.83
ASTS,,1.1,4.26
PLTR,,2.34,2.57
HBM,,0.3,3.68
CLS,,3.63,3.78
CORZ,,0.35,4.17
MSTR,,8.07,2.65
UPST,,1.94,3.73
STVN,,0.84,3.88
NXE,,0.17,3.46
TSLA,,8.96,3.60
MARA,,0.53,4.28
DSNKY,,0.9,3.76
VFC,,0.66,4.03
GENI,,0.37,3.52
AFRM,,1.97,3.95
RGTI,,0.32,3.53
ALAB,,2.72,3.83
TEO,,-0.01,-0.04
U,,0.98,4.55
SYM,,0.48,2.14
COMP,,0.08,0.85
CCL,,0.69,3.32
ZK,,-0.64,-2.33
WGS,,3.45,3.30
CART,,1.32,3.39
SHOP,,3.68,3.53
BRBR,,2.71,3.84
GRND,,0.62,3.59
ASAN,,0.4,2.77
LTH,,0.95,3.10
BBAR,,0.49,2.58
PINS,,1.38,4.26
RIOT,,0.27,3.39
AMD,,3.21,3.02
RXRX,,0.14,2.08
NBIS,,0.75,2.78
ANET,,2.37,2.85
BA,,4.4,2.47
VLY,,0.27,3.05
