symbol,price,price_change,price_percent_change
PTGX,,17.6,45.89
VRN,,0.77,15.68
DNBBF,,1.99,8.42
MWA,,1.87,7.45
KTOS,,1.89,6.93
BECN,,7.42,6.68
WSC,,1.69,6.02
LSRCY,,1.04,5.50
BLTE,,3.76,5.95
TTC,,4.07,5.55
REGN,,37.32,5.27
AES,,0.53,4.76
STVN,,1.1,5.10
ELF,,3.3,4.67
AMKBY,,0.43,4.71
NEE,,3.35,4.60
DRPRY,,0.26,4.38
EQNR,,0.99,4.27
NSP,,3.85,4.26
SCI,,3.29,4.07
WES,,1.62,4.15
FIZZ,,1.69,4.14
CWEN-A,,1.06,4.09
APGE,,1.4,3.87
HOG,,1.05,4.02
NEE-PR,,1.65,3.97
ENLT,,0.5,3.01
ETSY,,1.85,3.95
CWEN,,1.03,3.73
RRC,,1.26,3.58
ORA,,2.39,3.38
GOLF,,2.34,3.42
TNXP,,0.45,3.46
BEPC,,0.97,3.49
LNTH,,3.67,3.45
SMCAY,,0.63,3.34
AAP,,1.21,3.42
DVA,,4.88,3.32
BMY,,2.06,3.37
SOBO,,0.79,3.28
EXE,,3.06,3.19
AR,,1.07,3.18
CME,,7.71,3.03
