symbol,price,price_change,price_percent_change
ARQT,,2.36,16.14
HSAI,,2.34,11.79
QFIN,,5.01,11.60
TXHPF,,2.03,11.31
CALM,,8.26,9.95
SAIC,,10.13,9.70
ASND,,13.42,8.77
CELH,,2.35,8.68
QBTS,,0.81,7.93
BIDU,,7.51,8.01
OTLY,,0.71,8.03
INTC,,1.85,7.67
MTSUY,,1.34,7.62
TCOM,,4.74,7.68
LION,,0.55,7.25
ORLA,,0.6,6.85
TAL,,0.93,6.95
CAAP,,1.26,6.83
YMM,,0.85,6.55
UEC,,0.34,6.69
ENPH,,3.74,6.43
SSUMY,,1.47,6.30
CDE,,0.38,6.28
XIACF,,0.43,6.17
TKAMY,,0.58,6.10
NFE,,0.53,5.72
LGND,,5.94,5.59
VRNA,,3.65,5.95
CVI,,1.15,5.98
DPZ,,24.88,5.84
PBF,,1.24,5.98
VEON,,2.43,5.78
KTOS,,1.77,5.82
XIACY,,2.04,5.85
BDORY,,0.27,5.68
AEO,,0.62,5.61
RKT,,0.8,5.35
KC,,0.91,5.28
AES,,0.64,5.20
HII,,10.17,5.18
AG,,0.35,5.16
BILI,,1.08,5.04
MNSO,,1.05,5.07
M,,0.63,4.82
NCLH,,0.91,4.77
YOU,,1.15,4.69
FINV,,0.43,4.94
LITE,,3.03,4.76
CSAN,,0.25,4.83
HOOD,,1.83,4.67
APP,,12.82,4.38
BABA,,6.62,4.69
XP,,0.69,4.70
ENOV,,1.7,4.59
ERJ,,2.39,4.57
PDD,,5.47,4.46
PAYC,,9.44,4.54
LIVN,,1.79,4.56
LW,,2.25,4.42
LKNCY,,1.5,4.46
LTH,,1.28,4.45
BXP,,2.84,4.34
GEV,,13.39,4.27
EIX,,2.46,4.32
TME,,0.55,4.42
RDY,,0.55,4.38
CIVI,,1.44,4.30
IAC,,1.92,4.31
YETI,,1.39,4.32
NTOIY,,0.21,4.27
BMRRY,,0.58,4.27
PTCT,,2.3,4.22
AMTM,,0.77,4.27
RNA,,1.29,4.15
FRO,,0.66,4.28
JD,,1.76,4.07
LDOS,,5.34,3.97
VRN,,0.24,4.02
ZTO,,0.81,4.03
HBM,,0.32,4.08
UWMC,,0.25,4.20
ALB,,2.95,3.92
WB,,0.4,3.79
AAL,,0.39,3.59
WFRD,,2.13,4.01
CCL,,0.73,3.64
CPNG,,0.88,3.89
ALIT,,0.23,3.85
YY,,1.83,3.84
FTI,,1.05,3.84
ACI,,0.83,3.91
VIPS,,0.63,3.75
CACI,,14.06,3.77
PAGS,,0.33,4.16
LULU,,11.66,3.75
FRHC,,4.66,3.67
ITUB,,0.22,3.67
YUMC,,1.89,3.68
FMCKJ,,0.38,3.62
UNM,,2.87,3.64
CUK,,0.59,3.30
VNO,,1.33,3.61
UTHR,,10.82,3.52
ANF,,2.97,3.72
RDNT,,1.62,3.48
STNG,,1.4,3.54
COHR,,2.26,3.51
THC,,4.28,3.49
PBR,,0.47,3.46
SRPT,,3.16,3.25
UHS,,5.82,3.47
HGV,,1.2,3.42
CROX,,3.4,3.45
TNET,,2.62,3.50
NFLX,,31.39,3.42
WSM,,5.91,3.53
ACHC,,0.98,3.43
CPRX,,0.72,3.43
TNXP,,0.51,3.37
MPWR,,20.32,3.35
SQM,,1.44,3.34
MPC,,4.88,3.45
AU,,1.08,3.35
LGF-B,,0.27,3.29
PAR,,1.92,3.26
EC,,0.34,3.36
BX,,4.45,3.16
HIW,,0.9,3.19
DVA,,4.63,3.23
ATKR,,2.18,3.38
SAND,,0.21,3.29
AA,,1.11,3.31
MPNGY,,1.44,3.20
GLNG,,1.11,3.28
MTDR,,1.57,3.23
BVN,,0.47,3.17
FNMAS,,0.34,3.16
NVO,,2.41,3.12
ENSG,,3.92,3.13
GEN,,0.84,3.13
DINO,,1.06,3.28
OKLO,,1.05,3.77
PNGAY,,0.4,3.11
AMD,,3.11,3.08
HIMS,,1.0,3.02
ACHR,,0.27,3.42
PRGO,,0.84,3.10
DKL,,1.28,3.07
ELAN,,0.31,2.97
OBDC,,0.45,3.09
HOG,,0.73,2.97
WES,,1.25,3.04
VST,,3.39,2.72
SFM,,4.13,3.02
VRNS,,1.19,2.97
BAH,,3.28,2.92
NHYDY,,0.19,3.00
