symbol,price,price_change,price_percent_change
PTON,,-0.12,-1.70
SOUN,,0.02,0.19
OKLO,,0.6,2.17
DOCU,,0.77,0.90
WXXWY,,0.87,14.50
ULTA,,-3.0,-0.84
WRD,,1.12,6.20
ROOT,,-1.73,-1.14
VNET,,-0.24,-2.06
AUR,,0.05,0.72
CCI,,0.21,0.20
TGTX,,-0.12,-0.29
TNXP,,0.4,2.65
NBIS,,-0.13,-0.45
CRDO,,-1.11,-2.25
NU,,-0.02,-0.21
ACHR,,0.09,1.14
FMCKM,,0.71,8.94
HOOD,,-0.27,-0.69
NFE,,0.14,1.51
FNMAJ,,0.77,8.83
CVNA,,14.51,8.71
PONY,,-0.19,-1.36
SMMT,,-0.24,-1.15
ELF,,-1.6,-2.34
FNMAH,,0.65,7.98
MDGL,,-3.3,-0.95
FUN,,0.18,0.48
ASTS,,-0.58,-2.06
APP,,1.8,0.61
ASAN,,-0.07,-0.47
CE,,0.86,1.51
OMAB,,-1.09,-1.33
LMND,,0.57,1.63
OMF,,-0.43,-0.88
IEP,,0.05,0.53
RKLB,,0.13,0.69
FNMAT,,0.65,7.03
RIOT,,-0.14,-1.79
RXRX,,-0.05,-0.71
SPOT,,-1.72,-0.30
QBTS,,0.47,4.63
BRZE,,0.04,0.11
TMDX,,-0.1,-0.15
DAL,,-0.79,-1.70
PETRY,,0.37,6.41
CRWD,,-0.43,-0.12
AVPT,,-0.06,-0.38
MKSI,,-0.58,-0.68
MU,,1.4,1.39
SOFI,,-0.07,-0.62
YPF,,-0.13,-0.36
FG,,-0.33,-0.79
MPWR,,3.6,0.59
QFIN,,2.81,6.49
BYDDY,,5.73,6.07
FMCKJ,,0.6,6.06
BYDDF,,2.86,6.05
STR,,0.0,0.00
WDC,,0.32,0.72
NE,,0.31,1.30
GKOS,,5.59,5.79
LYFT,,0.09,0.71
PNGAY,,0.7,5.76
HPE,,0.11,0.70
HRI,,-1.42,-1.10
ZLAB,,-0.31,-0.80
DJTWW,,0.0,0.00
SHAK,,-0.28,-0.32
VEON,,0.93,2.21
PEGA,,-0.44,-0.61
XP,,0.3,2.01
DAN,,0.01,0.07
OKTA,,0.78,0.69
OVV,,0.35,0.88
LITE,,0.17,0.26
RRR,,-0.21,-0.46
MANH,,-0.32,-0.18
RDDT,,-5.03,-3.92
VST,,-0.99,-0.80
SITM,,8.61,5.43
BILL,,-0.01,-0.03
DJT,,0.09,0.44
STNE,,0.07,0.77
PR,,0.1,0.74
