symbol,price,price_change,price_percent_change
WRD,,0.96,10.86
IMPUY,,0.49,10.49
SMPL,,3.26,9.81
HMY,,1.18,9.10
XIACY,,2.2,9.13
IAG,,0.49,8.35
DJTWW,,0.94,8.62
TKAMY,,0.72,8.03
CDE,,0.36,7.48
ONTO,,7.75,7.34
ANGPY,,0.37,7.40
DJT,,1.17,7.02
EGO,,1.05,6.72
AU,,2.22,6.68
OLN,,1.13,6.29
DAL,,2.15,5.99
MPNGY,,2.2,6.47
TFPM,,1.18,6.46
KGC,,0.68,5.69
AVAV,,6.65,5.49
GFI,,1.16,5.79
AGI,,1.42,5.80
INTC,,1.02,5.60
GT,,0.43,5.07
ORLA,,0.41,4.95
ARM,,4.36,5.08
BVN,,0.66,5.05
PAAS,,1.09,4.99
CAMT,,2.56,4.89
STVN,,0.79,4.25
AMD,,3.59,4.59
WK,,2.81,4.54
LYFT,,0.46,4.61
CAR,,2.67,4.25
TSLA,,10.46,4.71
RKLB,,0.69,4.02
MTSI,,3.96,4.52
GFS,,1.38,4.53
CIVI,,1.05,4.32
NEM,,2.06,4.58
SWKS,,2.25,4.57
ZTO,,0.74,4.51
GOLD,,0.75,4.28
WMT,,3.64,4.45
AEM,,4.31,4.30
EONGY,,0.67,4.50
CELH,,1.42,4.18
ARLP,,1.16,4.48
MSTR,,10.78,4.53
CACI,,16.76,4.33
BILI,,0.6,4.06
NABZY,,0.47,5.04
DV,,0.5,4.21
FUN,,1.24,4.38
TER,,2.56,3.77
LOAR,,3.42,4.54
AAPL,,6.93,4.02
TGOPY,,0.93,4.18
STM,,0.71,3.99
PRKS,,1.49,3.87
STRL,,4.24,3.72
SVNDY,,0.51,4.02
ANGI,,0.48,4.01
PBCRY,,0.45,3.98
RGLD,,5.96,3.83
ASML,,21.81,3.66
KC,,0.41,3.62
LHX,,7.31,3.64
QRVO,,1.73,3.40
MNSO,,0.48,3.39
SHC,,0.35,3.62
AUOTY,,0.17,3.51
CRWD,,11.1,3.42
YOU,,0.74,3.09
TLX,,0.49,3.45
INFA,,0.54,3.37
BF-B,,1.1,3.50
ON,,1.07,3.35
EQX,,0.19,3.34
WPM,,2.27,3.22
MT,,0.76,3.22
HKXCY,,1.22,3.33
OR,,0.64,3.33
LEVI,,0.41,3.30
CNK,,0.77,3.03
FNV,,4.7,3.29
MANU,,0.4,3.28
NVDA,,2.96,3.08
ORANY,,0.41,3.23
ALB,,1.36,2.68
WMK,,2.68,3.51
PVH,,1.82,3.01
ELF,,1.52,2.98
SAND,,0.2,3.01
BF-A,,0.93,2.97
UNF,,5.06,3.13
AVGO,,4.23,2.71
IPGP,,1.55,3.12
M,,0.29,2.93
RNECY,,0.17,3.48
EXAS,,1.21,3.00
PSN,,1.85,3.11
RSI,,0.29,2.75
SIG,,1.53,3.01
