symbol,price,price_change,price_percent_change
TNXP,,4.25,26.11
FINV,,1.61,17.65
NEXT,,1.25,17.24
JBSAY,,2.0,17.17
TME,,2.06,15.81
TKAMY,,1.55,15.42
ESLT,,39.27,10.63
BVHMF,,0.65,8.61
STVN,,1.21,5.88
HAGHY,,2.46,5.95
RNMBY,,16.75,5.56
BRRLY,,0.67,5.18
IPGP,,2.78,4.39
SITM,,7.33,4.30
VWDRY,,0.22,4.07
ALHC,,0.65,4.04
X,,1.62,4.04
DB,,0.97,4.05
XIACF,,0.29,3.91
DFS,,5.85,3.83
SAN,,0.26,3.83
XIACY,,1.35,3.65
AU,,1.21,3.67
BAYRY,,0.24,3.66
KLC,,0.67,4.09
EDU,,1.8,3.54
CNX,,1.08,3.51
ANGPY,,0.21,3.29
GFI,,0.67,3.22
MYRG,,3.84,3.19
NIO,,0.16,3.18
MUFG,,0.44,3.14
TXNM,,1.67,3.17
AVTR,,0.5,3.03
FMCKJ,,0.33,3.08
RWEOY,,1.09,3.08
NWG,,0.36,3.03
BCS,,0.47,3.04
IMPUY,,0.19,3.03
BYDDF,,1.55,3.02
