symbol,price,price_change,price_percent_change
,18.32,14.36,362.63
,4.83,1.36,39.15
,33.4,9.1,37.45
,5.67,1.44,34.01
,8.02,1.52,23.38
,13.51,2.4,21.6
,10.73,1.5,16.25
,3.25,0.43,15.25
,9.84,1.29,15.16
,2.4,0.3,14.47
,20.84,2.39,12.95
,3.55,0.4,12.7
,3.22,0.34,11.98
,6.53,0.67,11.44
,3.51,0.36,11.43
,10.98,0.94,9.36
,4.85,0.4,8.99
,40.76,3.12,8.27
,16.02,1.15,7.73
,175.98,12.19,7.44
,6.17,0.42,7.3
,2.55,0.17,7.14
,7.11,0.47,7.08
,71.84,4.65,6.92
,6.77,0.43,6.78
,19.02,1.18,6.61
,7.52,0.47,6.59
,2.49,0.15,6.41
,302.39,18.17,6.39
,52.04,3.08,6.29
,7.0,0.41,6.22
,100.22,5.84,6.19
,129.84,7.54,6.16
,2.16,0.12,5.89
,101.57,5.6,5.84
,5.92,0.32,5.71
,3.66,0.2,5.63
,22.49,1.18,5.54
,37.53,1.96,5.51
,22.26,1.16,5.5
,25.09,1.27,5.35
,58.54,2.96,5.33
,11.7,0.58,5.22
,106.13,5.25,5.2
,73.74,3.48,4.95
,57.46,2.63,4.8
,47.39,2.15,4.75
,10.92,0.48,4.65
,3.4,0.15,4.62
,15.14,0.66,4.56
,65.79,2.86,4.54
,6.03,0.26,4.51
,113.99,4.89,4.48
,106.86,4.46,4.36
,101.88,4.13,4.23
,63.74,2.56,4.18
,112.93,4.53,4.18
,13.74,0.55,4.17
,31.8,1.25,4.07
,19.79,0.77,4.05
,14.41,0.56,4.04
,58.02,2.13,3.81
,102.02,3.63,3.69
,31.78,1.11,3.64
,68.96,2.35,3.54
,57.54,1.93,3.47
,25.93,0.84,3.35
,4.06,0.13,3.33
,59.5,1.91,3.31
,2.62,0.08,3.31
,69.42,2.2,3.27
,24.39,0.74,3.13
,263.57,7.92,3.1
,35.88,1.07,3.09
,21.21,0.61,2.96
,3.83,0.11,2.96
,5.42,0.15,2.94
,142.54,3.68,2.65
,2.58,0.07,2.59
,13.11,0.33,2.58
,61.03,1.45,2.43
,77.67,1.82,2.4
,3.85,0.09,2.39
,4.84,0.11,2.33
,218.32,4.86,2.27
,42.8,0.94,2.26
,178.94,3.88,2.21
,2.37,0.05,2.16
,6.73,0.14,2.12
,220.63,4.48,2.07
,6.6,0.13,2.01
,12.7,0.25,2.01
,2.57,0.05,1.98
,15.83,0.31,1.98
,3.78,0.07,1.89
,4.08,0.07,1.88
,239.93,4.27,1.81
,6.5,0.11,1.72
,19.57,0.33,1.69
,8.46,0.14,1.68
