symbol,price,price_change,price_percent_change
IONQ,,3.13,16.74
CXM,,1.34,16.58
TLN,,22.53,12.76
DJTWW,,1.28,11.77
VKTX,,3.03,11.43
NBIS,,2.95,11.59
RGTI,,0.9,11.18
VIST,,4.56,10.68
RNA,,3.03,10.24
TGS,,2.45,10.09
GEO,,2.34,9.91
RNMBY,,25.25,9.95
ACHR,,0.66,9.77
CRDO,,4.17,9.62
CLF,,0.75,8.37
RKT,,1.05,8.00
AMTM,,1.37,8.04
VRNA,,4.9,7.81
CXW,,1.37,7.31
SMMT,,1.41,7.62
TSLA,,17.51,7.59
ONTO,,9.44,7.57
MU,,6.59,7.40
PLTR,,5.6,7.17
HOOD,,2.56,7.04
SOUN,,0.59,6.91
VST,,7.57,6.62
FNMA,,0.34,6.55
SMNEY,,3.86,6.55
GLNG,,2.05,6.39
ADMA,,1.15,6.63
RDDT,,7.76,6.32
NVDA,,6.99,6.43
SITM,,10.06,6.43
UPST,,3.01,6.45
PTON,,0.36,6.27
ACLX,,4.36,6.38
VICR,,3.22,6.43
BBAR,,1.14,6.51
YPF,,2.0,6.27
ASAN,,0.76,6.01
GGAL,,3.39,6.23
NVMI,,13.11,6.19
DNLI,,0.91,6.05
PAM,,4.69,6.18
RBRK,,3.22,5.98
CASY,,23.36,6.17
PINS,,1.88,5.99
SOC,,1.38,6.00
INTR,,0.3,5.81
MTSI,,6.04,5.98
IOT,,2.14,5.96
CIVI,,1.93,5.85
BRZE,,2.0,5.95
AXON,,31.25,5.93
SOFI,,0.66,5.86
APP,,14.83,5.75
DUOL,,16.11,5.86
IESC,,9.8,5.78
BTSG,,0.97,5.78
VERX,,1.84,5.72
WGS,,4.91,5.63
SPOT,,27.85,5.48
RUM,,0.42,5.39
GKOS,,5.53,5.66
KYMR,,1.83,5.50
GLBE,,1.94,5.28
MOD,,4.3,5.37
MNSO,,1.05,5.27
ALVO,,0.56,5.18
CRWD,,17.01,5.16
USLM,,4.66,5.29
RARE,,1.96,5.11
GEV,,14.35,5.05
SMTC,,1.65,5.12
TGLS,,3.21,4.96
PCVX,,3.39,4.85
RSI,,0.49,4.86
AVPT,,0.67,4.92
PKX,,2.45,4.82
KGS,,1.7,4.82
AMBA,,2.38,4.80
AKRO,,2.03,4.63
MPW,,0.27,4.74
JOBY,,0.28,4.73
ORCL,,6.71,4.65
RYCEY,,0.45,4.54
RH,,10.74,4.66
INTC,,0.9,4.55
AFRM,,2.04,4.36
NOW,,35.32,4.37
LRCX,,3.23,4.40
CDE,,0.24,4.39
PRYMY,,1.28,4.37
ICLR,,7.61,4.33
NRG,,3.82,4.31
ODD,,1.84,4.15
SLNO,,1.92,4.29
KVYO,,1.35,4.08
AMD,,4.03,4.16
APO-PA,,2.74,3.90
ALAB,,2.77,4.19
AA,,1.29,4.03
CRH,,3.76,3.97
CVNA,,7.02,4.08
DOCS,,2.57,4.16
RHHBY,,1.7,4.05
TSEM,,1.52,4.12
JBSAY,,0.44,4.04
DIOD,,1.81,3.98
MRVL,,2.69,4.01
BMA,,3.27,4.01
FLG,,0.46,4.05
SMCI,,1.63,3.99
MLTX,,1.57,4.16
DTM,,3.57,3.97
SAFRY,,2.68,4.06
TOST,,1.32,3.95
VRN,,0.24,4.10
TECK,,1.51,3.91
RBLX,,2.13,3.90
SHOP,,3.59,3.86
DFS,,5.71,3.62
MMYT,,3.35,3.74
CORZ,,0.32,3.71
CIEN,,2.48,3.88
GXO,,1.45,3.92
MRNA,,1.25,3.70
BEAM,,1.0,3.80
SRRK,,1.29,3.74
PCOR,,2.34,3.59
BIRK,,1.52,3.39
ROOT,,5.03,3.70
CROX,,3.56,3.62
CNTA,,0.59,3.58
ACVA,,0.5,3.63
FIX,,11.66,3.60
TSM,,6.24,3.65
PR,,0.47,3.65
CTRE,,0.93,3.57
BROS,,2.14,3.56
APO,,4.57,3.50
ONON,,1.55,3.42
FRPT,,2.99,3.57
DY,,5.01,3.48
ETN,,9.72,3.44
CLS,,2.99,3.45
HUBS,,20.51,3.47
BURL,,8.04,3.42
MRUS,,1.58,3.32
WCC,,5.5,3.48
BILL,,1.49,3.36
INTA,,2.05,3.47
DELL,,3.04,3.32
AI,,0.7,3.35
ASND,,4.68,3.21
SSRM,,0.33,3.33
TAC,,0.33,3.54
ELAN,,0.33,3.32
SONY,,0.74,3.22
SPGYF,,0.19,3.30
CRNX,,1.14,3.33
PRMB,,0.99,3.27
RKLB,,0.6,3.37
TRGP,,5.69,3.14
NUVL,,2.27,3.23
ET,,0.57,3.20
CEG,,6.77,3.25
HBM,,0.22,3.19
PAAS,,0.78,3.19
NTRA,,4.48,3.20
DLR,,4.61,3.14
COMP,,0.27,3.16
CALX,,0.99,3.15
RNW,,0.18,2.97
MAC,,0.51,3.13
BPMC,,2.74,3.12
FICO,,54.98,3.19
TLK,,0.45,3.10
BA,,4.74,3.08
NOG,,0.85,3.04
LITE,,1.97,3.17
AAP,,1.09,2.97
SYF,,1.62,3.12
COF,,5.06,3.06
CRGY,,0.34,3.27
TECH,,1.76,3.02
