symbol,price,price_change,price_percent_change
VRN,,0.08,1.40
LUV,,3.82,13.56
HSAI,,3.34,20.83
XPEV,,2.53,11.02
MTN,,11.71,7.66
MWA,,0.15,0.56
KTOS,,0.17,0.60
BECN,,0.08,0.07
WSC,,0.23,0.75
BILI,,1.18,5.39
GDS,,1.99,5.46
STVN,,1.04,4.82
AES,,0.12,1.02
BEKE,,1.07,4.74
SMCAY,,0.77,4.08
CWEN-A,,0.07,0.26
NEE-PR,,1.63,3.92
APGE,,0.2,0.53
OLCLY,,0.74,3.51
TNXP,,-0.37,-2.74
BEPC,,-0.03,-0.12
FRO,,0.58,3.83
SOBO,,0.32,1.31
DVA,,-0.13,-0.09
BMY,,-0.24,-0.38
ORA,,-0.12,-0.16
EXE,,0.99,1.00
GOLF,,0.36,0.51
AR,,0.59,1.69
NTOIY,,0.15,3.09
CME,,0.45,0.17
ENLT,,-0.15,-0.88
