symbol,price,price_change,price_percent_change
,10.12,4.3,73.88
,4.06,1.59,64.56
,6.34,2.04,47.33
,4.3,1.25,40.98
,49.25,10.9,28.42
,5.6,0.69,13.95
,6.83,0.78,12.89
,29.25,1.18,4.2
,2.91,0.09,3.19
,4.64,0.14,3.11
,3.43,0.09,2.69
,6.5,0.14,2.28
,42.64,0.83,1.99
,81.19,1.21,1.51
,68.74,1.0,1.48
,32.63,0.45,1.4
,27.75,0.36,1.31
,55.79,0.72,1.31
,32.47,0.4,1.25
,111.3,1.24,1.13
,27.58,0.29,1.06
,57.44,0.55,0.97
,33.66,0.32,0.96
,35.95,0.34,0.95
,155.89,1.45,0.94
,46.45,0.39,0.85
,43.48,0.36,0.85
,7.21,0.06,0.84
,80.04,0.66,0.83
,105.42,0.8,0.76
,13.48,0.09,0.67
,5.77,0.03,0.52
,71.8,0.37,0.52
,3.06,0.01,0.49
,6.18,0.03,0.49
,9.46,0.04,0.43
,7.19,0.03,0.42
,83.55,0.32,0.38
,178.74,0.66,0.37
,95.1,0.3,0.32
,3.37,0.01,0.3
,90.19,0.23,0.26
,4.18,0.01,0.24
,265.61,0.37,0.14
,41.42,0.06,0.13
,9.78,0.01,0.1
,12.22,0.01,0.08
,37.62,0.03,0.08
,4.47,0.0,0.0
,5.23,0.0,0.0
,3.74,0.0,0.0
,2.81,0.0,0.0
,134.38,-0.01,-0.01
,117.38,-0.03,-0.02
,324.79,-0.07,-0.02
,323.67,-0.33,-0.1
,53.65,-0.09,-0.17
,5.59,-0.01,-0.18
,9.98,-0.02,-0.2
,2.35,-0.01,-0.21
,42.8,-0.1,-0.22
,31.19,-0.07,-0.22
,38.12,-0.12,-0.31
,26.64,-0.1,-0.36
,10.34,-0.04,-0.39
,70.22,-0.29,-0.41
,11.34,-0.05,-0.44
,7.76,-0.04,-0.45
,11.02,-0.05,-0.45
,16.26,-0.07,-0.46
,75.6,-0.38,-0.49
,12.08,-0.06,-0.49
,105.89,-0.59,-0.55
,4.36,-0.03,-0.57
,28.32,-0.17,-0.58
,18.73,-0.11,-0.58
,32.42,-0.2,-0.61
,10.85,-0.07,-0.64
,4.52,-0.03,-0.66
,2.13,-0.01,-0.7
,11.3,-0.08,-0.7
,27.74,-0.22,-0.79
,5.99,-0.05,-0.82
,2.31,-0.02,-0.86
,22.81,-0.2,-0.87
,11.4,-0.11,-0.96
,9.69,-0.1,-1.02
,63.26,-0.68,-1.06
,11.05,-0.12,-1.07
,4.47,-0.05,-1.11
,9.18,-0.1,-1.13
,95.76,-1.09,-1.13
,64.15,-0.76,-1.17
,20.38,-0.26,-1.26
,7.41,-0.1,-1.33
,6.66,-0.09,-1.33
,235.3,-3.77,-1.58
,442.14,-7.26,-1.62
,76.24,-1.26,-1.63
,8.83,-0.15,-1.67
