symbol,price,price_change,price_percent_change
AGL,,-0.05,-0.93
TNXP,,-0.09,-0.45
HUM,,-2.55,-0.90
SMTOY,,0.87,7.08
AVAV,,-0.33,-0.27
ALHC,,-0.22,-1.13
HCC,,-0.18,-0.43
CVS,,-0.93,-1.38
UNH,,1.91,0.35
DLICY,,0.61,5.13
RYTM,,-2.4,-4.16
CVNA,,4.38,2.48
HTHIY,,0.94,4.96
LOAR,,-0.51,-0.68
PDI,,-0.13,-0.73
PAAS,,1.08,4.97
FNMAS,,0.45,4.43
STM,,0.71,3.99
STRL,,-2.39,-2.10
LNSTY,,1.35,4.04
VIK,,0.19,0.54
BGC,,-0.05,-0.64
XIACY,,0.85,3.66
BWXT,,-0.88,-0.94
MRCY,,-0.45,-1.05
ZTO,,0.67,4.06
ZURVY,,1.03,3.29
THLLY,,1.6,3.19
OTLY,,-0.0,-0.04
CYBR,,2.71,0.86
AVGO,,3.37,2.16
