symbol,price,price_change,price_percent_change
,7.5,3.13,71.62
,31.6,13.1,70.81
,7.53,1.95,34.95
,3.41,0.88,34.78
,10.6,2.71,34.35
,9.9,2.37,31.47
,3.46,0.76,28.15
,20.53,4.25,26.11
,3.33,0.66,24.72
,9.69,1.72,21.58
,17.0,2.87,20.31
,10.73,1.61,17.65
,2.58,0.38,17.27
,8.5,1.25,17.24
,4.76,0.7,17.24
,2.95,0.43,17.06
,3.55,0.49,16.01
,15.12,2.06,15.81
,2.8,0.38,15.7
,26.98,3.66,15.69
,2.43,0.31,14.62
,4.0,0.51,14.61
,5.54,0.7,14.46
,2.79,0.35,14.34
,3.37,0.41,13.85
,3.62,0.44,13.84
,4.83,0.58,13.65
,2.62,0.31,13.42
,6.8,0.8,13.33
,2.92,0.34,13.18
,4.42,0.51,13.04
,23.0,2.54,12.39
,3.57,0.38,11.91
,4.35,0.46,11.83
,7.8,0.8,11.43
,72.06,7.26,11.2
,2.79,0.28,11.16
,3.9,0.39,11.11
,4.7,0.47,10.98
,408.53,39.27,10.63
,32.5,3.09,10.51
,24.23,2.23,10.14
,3.07,0.27,9.64
,5.1,0.44,9.44
,4.66,0.4,9.39
,9.32,0.79,9.2
,5.5,0.46,9.13
,29.84,2.49,9.1
,9.02,0.75,9.07
,4.41,0.36,8.89
,10.63,0.86,8.8
,2.35,0.19,8.8
,9.24,0.74,8.71
,2.5,0.2,8.7
,3.77,0.3,8.65
,15.43,1.21,8.51
,10.34,0.81,8.5
,13.86,1.07,8.41
,5.58,0.43,8.35
,3.76,0.28,8.14
,4.4,0.33,8.11
,5.43,0.4,7.95
,8.63,0.61,7.61
,14.51,1.02,7.56
,6.26,0.44,7.56
,3.43,0.24,7.52
,4.38,0.3,7.35
,2.2,0.15,7.32
,4.95,0.33,7.14
,6.93,0.46,7.11
,16.96,1.1,6.94
,4.8,0.31,6.9
,30.33,1.95,6.87
,6.53,0.41,6.7
,8.64,0.54,6.67
,5.02,0.31,6.58
,3.41,0.21,6.56
,6.83,0.41,6.39
,5.6,0.33,6.26
,2.55,0.15,6.25
,5.26,0.3,6.16
,14.17,0.82,6.14
,7.49,0.43,6.09
,21.81,1.23,5.98
,8.43,0.46,5.77
,5.72,0.31,5.73
,6.87,0.37,5.69
,4.93,0.27,5.67
,4.1,0.22,5.67
,6.66,0.35,5.63
,3.03,0.16,5.57
,4.32,0.23,5.5
,3.32,0.17,5.4
,3.91,0.2,5.39
,2.21,0.11,5.24
,5.87,0.29,5.2
,12.09,0.59,5.13
,2.29,0.11,5.05
,12.06,0.57,4.96
,2.26,0.1,4.88
