symbol,price,price_change,price_percent_change
SITM,,33.11,28.35
RH,,42.59,28.52
VFC,,2.65,27.16
MCHP,,9.56,27.05
ONTO,,27.67,26.20
UAL,,14.68,26.14
FORM,,6.58,28.39
CVNA,,44.03,24.97
RDDT,,22.05,24.81
ENTG,,15.56,24.73
MKSI,,14.42,24.53
CIVI,,5.96,24.52
ARM,,20.77,24.20
IONQ,,5.09,23.92
HOOD,,8.04,23.53
AMD,,18.63,23.82
DAL,,8.38,23.36
MSTR,,58.91,24.76
PI,,14.7,23.50
MPWR,,106.65,23.43
ALK,,9.27,22.60
OLN,,4.04,22.49
CRDO,,7.97,22.58
W,,5.43,22.49
ALGM,,4.3,22.72
COHR,,11.69,22.75
LSCC,,8.6,22.73
AAL,,2.05,22.60
TSLA,,50.34,22.69
ON,,7.25,22.69
SOUN,,1.65,22.98
SNAP,,1.59,22.06
SWKS,,11.03,22.42
IMPUY,,1.04,22.27
QRVO,,11.3,22.24
RGTI,,1.67,21.63
RMBS,,9.4,21.90
MRVL,,10.93,21.85
DJT,,3.61,21.67
SYNA,,9.34,21.76
MTSI,,18.95,21.62
STM,,3.83,21.54
AFRM,,7.85,21.54
NXPI,,32.37,21.09
FTAI,,18.96,21.07
GLBE,,6.27,21.04
WBD,,1.57,20.42
PTEN,,1.1,20.15
SN,,13.09,19.94
SM,,4.23,20.75
WRD,,1.93,21.83
AMKR,,3.06,20.51
NOG,,4.17,20.24
UPST,,7.25,20.20
LEVI,,2.5,20.13
RKLB,,3.41,19.85
TTD,,8.85,19.55
SOFI,,1.89,19.89
SYM,,3.5,19.57
LITE,,9.79,19.57
AEIS,,15.44,19.26
ALAB,,10.62,19.77
ALB,,9.72,19.15
CLS,,13.25,19.24
U,,3.23,19.25
APA,,2.68,19.10
RNECY,,0.91,18.61
CAMT,,10.09,19.29
GFS,,5.81,19.13
ASTS,,3.84,18.92
PLTR,,14.69,19.00
OKLO,,3.83,18.93
M,,1.84,18.41
MU,,12.33,18.81
SHOP,,14.31,18.56
NCLH,,2.87,18.47
NVDA,,18.03,18.72
PENN,,2.53,18.40
ST,,3.18,17.99
FUN,,5.28,18.66
ADI,,30.54,18.39
CUK,,2.75,18.39
LMND,,4.58,18.23
INTC,,3.4,18.75
AVGO,,29.12,18.66
BRPHF,,1.7,18.40
STLA,,1.57,18.44
MUR,,3.55,18.12
DOCN,,4.84,18.68
EXPE,,25.05,18.33
ASAN,,2.48,17.98
STRL,,20.7,18.19
LRCX,,10.86,18.02
TEM,,6.56,17.62
XIACF,,0.85,17.89
BBWI,,4.51,17.68
WEX,,19.55,17.23
VIK,,6.16,17.35
CCL,,2.93,17.56
MDB,,25.49,17.48
ANGPY,,0.87,17.54
PTON,,0.87,17.40
RUM,,1.21,17.51
ASO,,5.81,17.04
CAR,,11.06,17.59
TRU,,11.71,16.91
WFRD,,6.76,17.26
JOBY,,0.93,17.34
CZR,,4.06,17.27
MBLY,,2.19,16.91
KLAC,,103.8,17.31
RBRK,,8.91,16.87
OLED,,18.57,17.42
TKAMY,,1.51,17.18
CAVA,,13.67,17.42
KKR,,16.0,16.93
MEOH,,4.42,17.09
CE,,6.4,17.07
PVH,,10.19,16.84
COIN,,25.62,16.91
NBIS,,3.4,16.95
RNLSY,,1.48,16.88
UNCRY,,3.87,16.85
URBN,,7.21,16.67
TER,,11.48,16.89
FMCC,,0.67,15.58
CRS,,23.85,15.76
MARA,,1.79,17.02
CEG,,30.51,16.50
APO,,18.0,16.30
SMNEY,,8.83,16.61
AEO,,1.6,16.53
VAC,,8.41,16.54
ATS,,3.58,16.99
CRUS,,12.8,16.53
SIG,,8.31,16.36
SG,,3.3,16.97
RCL,,29.49,16.38
DJTWW,,1.57,14.40
CRWD,,52.97,16.30
NABZY,,1.52,16.29
IVPAF,,1.21,16.29
HUN,,1.99,16.24
MOD,,11.72,16.32
MGM,,4.18,16.21
BILL,,6.11,16.16
APP,,39.68,16.87
IBKR,,23.7,16.12
AMAT,,20.77,16.11
APO-PA,,9.63,16.14
CFLT,,3.18,16.16
HLNE,,20.43,16.13
WCC,,20.5,15.43
TXN,,23.49,16.09
ACHR,,1.01,15.78
SMCI,,5.0,15.77
HPE,,1.99,15.91
DVN,,4.28,15.97
MTDR,,5.8,15.82
SAIA,,51.73,16.01
ATI,,6.68,15.92
AUR,,0.89,15.72
CHRD,,12.96,15.80
GAP,,2.78,15.94
FN,,27.58,15.85
DELL,,11.54,15.90
LIF,,4.99,15.78
ONON,,6.12,15.73
DOW,,4.01,15.54
CDE,,0.76,15.80
ROKU,,8.76,15.90
ARES,,19.06,15.47
SHAK,,11.82,15.58
EVR,,25.68,15.68
NET,,15.09,15.48
TPG,,6.19,15.60
S,,2.56,15.72
MNDY,,33.68,15.43
RXO,,2.04,15.77
VST,,15.79,15.45
MANH,,22.36,15.54
DFS,,22.68,15.33
IOT,,5.3,15.52
AI,,2.92,16.01
SHC,,1.52,15.51
IPGP,,7.79,15.68
OVV,,4.78,15.33
BA,,21.38,15.34
CLF,,1.09,15.89
VRT,,10.0,15.90
ASML,,91.89,15.43
PSTG,,5.99,15.48
SMTC,,4.12,15.93
LUV,,3.78,15.27
FCX,,4.51,15.44
BROS,,7.89,15.00
CORZ,,1.0,15.36
VKTX,,3.12,15.62
DKS,,26.83,15.67
SWK,,8.45,15.13
