symbol,price,price_change,price_percent_change
SIG,,8.58,17.73
STNE,,1.27,12.94
OLLI,,11.0,11.10
DJTWW,,1.15,9.39
HCM,,1.38,9.20
FMCC,,0.42,8.99
SRAD,,1.72,8.57
SRPT,,6.18,8.40
SHOP,,7.29,7.75
DJT,,1.45,7.20
AFRM,,3.05,6.98
FNMA,,0.39,6.87
IMPUY,,0.44,6.78
NBIS,,1.7,6.62
COHR,,4.1,6.27
AUR,,0.42,6.12
XPEV,,1.36,6.01
ROKU,,4.05,6.01
BA,,9.4,5.82
PAGS,,0.45,5.76
CORZ,,0.46,5.80
MSTR,,16.48,5.82
FIX,,19.66,5.79
ECG,,2.15,5.70
STRL,,6.82,5.78
SYM,,1.11,5.29
BROS,,3.42,5.43
GLNG,,1.84,5.25
ACVA,,0.74,5.25
HIMS,,1.61,5.11
WRBY,,0.94,5.27
LB,,3.71,5.13
SMTC,,1.97,5.11
ADMA,,0.99,5.29
WING,,9.87,4.77
CRDO,,2.19,4.96
TEAM,,10.46,4.77
APH,,3.06,4.79
TGS,,1.25,4.97
GEV,,15.56,4.88
MOD,,3.95,4.75
CAVA,,3.56,4.63
IESC,,8.29,4.62
HOOD,,1.84,4.59
NU,,0.52,4.52
UPST,,2.19,4.58
IOT,,1.73,4.54
FRO,,0.72,4.59
BBAR,,0.79,4.49
IRTC,,4.48,4.41
VRT,,3.98,4.70
APP,,12.18,4.37
TBBK,,2.44,4.64
SOFI,,0.5,4.19
RCL,,9.17,4.51
VERX,,1.56,4.50
AVPT,,0.64,4.40
TSLA,,9.56,4.24
BURL,,10.17,4.35
BMA,,3.29,4.22
AXON,,22.53,4.17
VST,,5.22,4.19
CUK,,0.74,4.09
DXCM,,2.95,4.17
GSAT,,0.84,4.04
MNSO,,0.87,4.14
CCL,,0.78,3.90
JOBY,,0.26,4.13
OKLO,,1.06,4.07
WGS,,3.63,4.00
ADSK,,10.35,3.98
TWST,,1.6,3.96
EAT,,5.25,3.93
PTEN,,0.31,3.98
RBLX,,2.19,3.92
CRS,,7.06,3.89
GEO,,1.02,3.88
NCLH,,0.75,3.91
HGV,,1.39,3.82
QTWO,,2.88,3.79
AU,,1.26,3.69
MGY,,0.86,3.60
DKNG,,1.38,3.75
ANF,,2.99,3.75
VRRM,,0.74,3.66
USLM,,3.54,3.88
CRWD,,12.85,3.54
CZR,,1.01,3.66
RDNT,,1.72,3.55
AA,,1.21,3.56
MTDR,,1.75,3.47
TWLO,,3.53,3.56
GFL,,1.7,3.63
GTLB,,1.68,3.37
NTNX,,2.47,3.53
ABBNY,,1.76,3.12
ADT,,0.26,3.48
FICO,,65.68,3.62
CNK,,0.86,3.44
MTZ,,4.17,3.43
PAYO,,0.26,3.52
CELH,,1.05,3.46
APPN,,1.04,3.53
RIVN,,0.39,3.44
TEM,,1.42,3.10
APO,,4.56,3.32
BRZE,,1.19,3.35
BWIN,,1.41,3.40
CAR,,1.9,3.29
MELI,,66.31,3.31
GLBE,,1.21,3.33
NFE,,0.33,3.35
PENN,,0.54,3.27
TOST,,1.12,3.31
GVA,,2.4,3.28
DUOL,,9.45,3.27
MMYT,,3.24,3.38
CVNA,,5.34,3.21
MKSI,,2.85,3.25
SNEX,,3.92,3.45
RSI,,0.35,3.24
OSIS,,6.22,3.23
CRGY,,0.35,3.13
NET,,3.71,3.22
RRX,,3.81,3.20
SPR,,1.11,3.28
ROIV,,0.34,3.17
COIN,,5.85,3.23
CLS,,2.81,3.21
GRND,,0.54,3.23
MUR,,0.83,3.20
SPOT,,17.7,3.11
ENVA,,2.92,3.14
OVV,,1.25,3.07
YOU,,0.82,3.09
GGAL,,1.69,3.08
PAM,,2.42,3.19
LIF,,1.23,3.08
CLBT,,0.57,3.08
VIK,,1.18,3.03
TPR,,2.17,3.05
GLW,,1.42,3.00
CRC,,1.32,3.03
CLSK,,0.23,3.10
TTD,,1.64,3.06
NFLX,,28.12,3.02
IBKR,,5.27,3.05
