symbol,price,price_change,price_percent_change
,8.28,3.91,89.45
,3.62,0.92,34.07
,18.15,4.02,28.45
,3.24,0.71,28.06
,9.9,2.01,25.48
,4.63,0.92,24.8
,3.38,0.57,20.54
,22.15,3.65,19.74
,2.63,0.43,19.55
,3.19,0.52,19.48
,2.88,0.47,19.21
,10.8,1.68,18.42
,2.97,0.45,17.86
,27.09,3.77,16.17
,9.18,1.21,15.12
,4.04,0.53,14.96
,5.54,0.7,14.42
,9.14,1.12,13.95
,18.43,2.15,13.21
,2.45,0.29,13.43
,3.61,0.42,13.17
,14.72,1.66,12.67
,7.17,0.75,11.72
,10.08,1.03,11.38
,3.29,0.33,11.15
,410.17,40.91,11.08
,7.78,0.78,11.07
,24.32,2.33,10.57
,9.38,0.88,10.29
,2.53,0.23,10.0
,2.33,0.21,9.91
,3.82,0.34,9.86
,14.04,1.25,9.77
,4.27,0.36,9.21
,30.98,2.6,9.16
,7.91,0.66,9.11
,4.62,0.36,8.45
,4.59,0.35,8.38
,4.61,0.35,8.35
,29.6,2.25,8.23
,9.23,0.7,8.21
,2.64,0.2,8.2
,2.6,0.2,8.09
,7.06,0.52,7.95
,23.2,1.71,7.94
,3.44,0.25,7.84
,14.54,1.05,7.82
,3.24,0.23,7.48
,8.54,0.57,7.15
,8.83,0.56,6.77
,5.02,0.31,6.58
,5.11,0.31,6.46
,2.18,0.13,6.33
,4.32,0.26,6.27
,2.23,0.13,6.19
,7.99,0.46,6.11
,5.92,0.34,6.09
,11.68,0.67,6.03
,6.69,0.38,6.02
,4.23,0.23,5.75
,12.16,0.66,5.74
,4.32,0.23,5.62
,24.9,1.31,5.57
,9.99,0.52,5.49
,4.27,0.21,5.17
,5.09,0.25,5.17
,32.29,1.56,5.08
,3.36,0.16,5.0
,9.48,0.45,4.98
,2.13,0.1,4.93
,16.88,0.79,4.91
,6.03,0.28,4.87
,6.1,0.28,4.81
,21.72,0.98,4.75
,6.74,0.3,4.74
,21.41,0.95,4.64
,18.02,0.79,4.59
,5.26,0.23,4.57
,2.21,0.09,4.43
,24.98,1.03,4.3
,4.64,0.19,4.27
,13.92,0.57,4.27
,5.16,0.21,4.24
,4.2,0.17,4.17
,2.9,0.12,4.14
,51.18,2.03,4.13
,65.93,2.61,4.12
,13.94,0.55,4.07
,11.94,0.46,4.04
,34.32,1.33,4.03
,11.42,0.44,4.01
,12.02,0.46,3.98
,7.36,0.28,3.88
,40.18,1.51,3.9
,11.23,0.42,3.89
,6.23,0.23,3.83
,2.45,0.09,3.81
,7.14,0.26,3.71
,6.55,0.23,3.64
,176.62,6.17,3.62
