symbol,price,price_change,price_percent_change
,4.95,2.15,76.79
,24.08,8.07,50.41
,6.0,1.92,47.06
,6.65,1.95,41.49
,5.87,1.7,40.77
,11.62,3.22,38.33
,11.13,2.69,31.87
,5.49,1.3,31.03
,4.62,1.09,30.88
,5.58,1.3,30.56
,10.64,2.28,27.27
,21.88,4.58,26.47
,30.75,6.07,24.59
,4.52,0.88,24.18
,2.98,0.58,24.17
,10.8,2.04,23.29
,3.4,0.61,21.86
,4.5,0.76,20.32
,2.5,0.41,19.9
,10.88,1.79,19.76
,42.63,6.79,18.95
,32.84,5.12,18.47
,3.37,0.52,18.25
,5.22,0.76,17.04
,5.38,0.75,16.2
,79.69,10.77,15.63
,26.34,3.39,14.77
,3.46,0.44,14.57
,122.73,15.44,14.39
,2.79,0.34,13.88
,6.68,0.81,13.8
,2.54,0.3,13.65
,5.12,0.58,12.89
,19.55,2.2,12.68
,2.96,0.33,12.55
,7.49,0.82,12.29
,22.0,2.4,12.24
,9.19,1.0,12.21
,6.96,0.75,12.08
,26.99,2.79,11.53
,9.58,0.98,11.4
,7.07,0.72,11.34
,27.99,2.83,11.25
,8.51,0.86,11.24
,6.47,0.65,11.17
,7.99,0.8,11.13
,5.9,0.59,11.11
,18.09,1.79,10.98
,4.29,0.42,10.85
,10.4,1.01,10.76
,40.84,3.94,10.68
,25.0,2.38,10.52
,16.21,1.54,10.5
,6.13,0.58,10.45
,3.75,0.35,10.29
,2.36,0.22,10.28
,5.61,0.52,10.22
,14.27,1.3,10.02
,9.79,0.89,10.0
,43.36,3.91,9.91
,2.22,0.2,9.9
,11.35,1.02,9.87
,2.45,0.22,9.87
,16.1,1.43,9.75
,2.37,0.21,9.72
,7.34,0.64,9.55
,3.01,0.26,9.53
,5.33,0.46,9.45
,3.48,0.3,9.43
,9.4,0.81,9.43
,16.02,1.37,9.35
,4.1,0.35,9.33
,37.19,3.16,9.29
,7.13,0.6,9.19
,18.11,1.51,9.13
,2.75,0.23,9.13
,27.53,2.3,9.12
,10.82,0.9,9.07
,16.25,1.35,9.06
,8.07,0.67,9.05
,4.24,0.35,9.0
,30.56,2.52,8.99
,9.12,0.75,8.96
,260.59,21.32,8.91
,4.79,0.39,8.86
,8.96,0.72,8.74
,5.28,0.42,8.63
,5.55,0.44,8.61
,9.28,0.73,8.54
,195.7,15.38,8.53
,28.54,2.24,8.52
,21.66,1.7,8.52
,10.09,0.79,8.49
,30.35,2.35,8.39
,8.96,0.69,8.34
,5.46,0.42,8.33
,18.74,1.44,8.32
,13.29,1.02,8.31
,257.76,19.68,8.27
,3.16,0.24,8.22
