symbol,price,price_change,price_percent_change
SIG,,8.39,17.37
STNE,,1.53,15.53
SRAD,,2.72,13.55
LB,,7.8,10.78
ADMA,,1.9,10.16
AFRM,,4.01,9.18
OLLI,,8.88,8.96
SRPT,,6.43,8.74
IMPUY,,0.53,8.19
FMCC,,0.39,8.35
HCM,,1.23,8.23
CORZ,,0.66,8.23
SHOP,,7.53,8.02
PAGS,,0.63,8.05
OKLO,,2.04,7.83
SMTC,,2.96,7.66
HIMS,,2.35,7.46
AUR,,0.52,7.49
MSTR,,21.04,7.43
STRL,,8.65,7.33
WGS,,6.65,7.32
NBIS,,1.91,7.44
ROKU,,4.78,7.10
BBAR,,1.2,6.78
COHR,,4.46,6.81
BA,,11.11,6.87
HOOD,,2.7,6.73
NEXT,,0.57,6.71
UPST,,3.21,6.72
GEO,,1.75,6.62
WRBY,,1.17,6.53
TGS,,1.66,6.55
TGTX,,2.59,6.49
SOFI,,0.78,6.53
PTEN,,0.51,6.44
FTAI,,6.62,6.47
APP,,18.19,6.52
BMA,,4.98,6.39
MIRM,,2.82,6.36
OWL,,1.18,5.95
ECG,,2.28,6.05
GLNG,,2.16,6.16
FQVLF,,0.93,6.11
CRDO,,2.7,6.13
EAT,,7.91,5.93
RCL,,11.71,5.76
SMCI,,2.2,5.80
CVNA,,9.56,5.74
APH,,3.6,5.64
DJTWW,,0.73,5.96
MOD,,4.73,5.70
IESC,,10.07,5.61
CLSK,,0.42,5.53
CZR,,1.56,5.66
FNMA,,0.32,5.63
RYTM,,2.92,5.58
CAVA,,4.31,5.61
SNEX,,6.32,5.57
GH,,2.39,5.45
DRS,,1.8,5.43
OSIS,,10.16,5.27
FIX,,18.33,5.40
VRT,,4.61,5.44
BIRK,,2.4,5.50
W,,1.62,5.40
PAM,,4.17,5.49
GGAL,,2.91,5.31
CLS,,4.5,5.14
GEV,,16.88,5.29
HGV,,1.91,5.27
JOBY,,0.32,5.19
VERX,,1.8,5.19
WBD,,0.53,5.10
PENN,,0.87,5.26
AXON,,28.12,5.21
RIOT,,0.38,5.14
XPEV,,1.16,5.10
FRO,,0.81,5.12
BROS,,3.3,5.24
CUK,,0.9,4.98
CVCO,,25.04,5.00
CRS,,9.09,5.01
TEM,,2.29,5.01
ROAD,,3.54,4.89
CAR,,2.89,4.98
YPF,,1.7,5.04
CELH,,1.53,5.04
SKY,,4.3,4.73
BBIO,,1.56,4.85
RMBS,,2.63,4.84
TEO,,0.51,4.89
RUSHB,,2.54,4.74
TEAM,,10.41,4.74
COIN,,8.61,4.75
RDNT,,2.26,4.66
TSLA,,10.55,4.68
CCL,,0.93,4.65
PAYO,,0.34,4.66
LLYVA,,2.89,4.57
IOT,,1.83,4.80
BRPHF,,0.55,4.61
CRGY,,0.51,4.55
SHAK,,3.91,4.56
BURL,,10.57,4.52
LLYVK,,2.9,4.49
TBBK,,2.38,4.53
VSEC,,5.21,4.51
MMYT,,4.35,4.54
GAP,,0.89,4.61
EXPE,,7.32,4.43
CIVI,,1.53,4.41
DKNG,,1.63,4.42
RKLB,,0.8,4.45
APO,,6.02,4.38
GSAT,,0.92,4.43
CNK,,1.1,4.40
DNB,,0.36,4.32
BWIN,,1.8,4.34
SRUUF,,0.61,4.36
CMBT,,0.41,4.35
VST,,5.38,4.32
UAL,,3.09,4.33
MKSI,,3.78,4.31
DUOL,,12.31,4.26
ADT,,0.33,4.35
RSI,,0.45,4.22
NFE,,0.41,4.16
AROC,,1.1,4.28
SKYW,,3.64,4.19
USLM,,4.39,4.80
APGE,,1.61,4.15
KTOS,,1.31,4.19
PR,,0.55,4.06
MTDR,,2.03,4.02
RNA,,1.24,4.07
CASY,,15.34,3.96
RELY,,0.78,4.00
YOU,,1.07,4.03
DAL,,1.83,3.97
HLNE,,5.83,4.03
NCLH,,0.78,4.09
NU,,0.45,3.95
OVV,,1.61,3.95
KNF,,3.63,3.95
AU,,1.35,3.93
MGY,,0.95,3.97
AA,,1.33,3.92
TGNA,,0.72,3.94
APO-PA,,2.88,3.91
VRNA,,2.54,4.00
BNT,,2.08,4.00
MUR,,1.01,3.87
ALNY,,9.14,3.74
ATMU,,1.43,3.84
SPR,,1.33,3.94
TOST,,1.3,3.85
GVA,,2.83,3.87
RBLX,,2.09,3.73
NTDOY,,0.66,3.83
SN,,3.43,3.95
AVPT,,0.57,3.92
RRX,,4.58,3.86
NRG,,3.62,3.82
BFH,,1.88,3.92
NTNX,,2.66,3.79
LOAR,,2.42,3.78
TWLO,,3.78,3.81
WING,,7.65,3.70
DXCM,,2.68,3.79
ZETA,,0.53,3.79
LUV,,1.21,3.74
PRKS,,1.74,3.69
MARA,,0.46,3.81
HRI,,4.73,3.70
TLN,,7.56,3.73
SNAP,,0.32,3.63
AAL,,0.41,3.70
ATGE,,3.63,3.79
MNSO,,0.77,3.67
REZI,,0.65,3.73
BN,,1.9,3.64
GPOR,,6.59,3.67
INGM,,0.66,3.45
AVGO,,6.9,3.66
VCTR,,2.15,3.65
MTZ,,4.42,3.64
RH,,8.02,3.62
ACVA,,0.51,3.62
TTMI,,0.8,3.67
BWXT,,3.57,3.61
TPR,,2.52,3.55
ANF,,2.87,3.60
MHVIY,,1.3,3.44
VAC,,2.28,3.48
CROX,,3.49,3.37
CACC,,16.32,3.36
GTLB,,1.71,3.43
FICO,,61.94,3.42
FUN,,1.22,3.39
BTSG,,0.62,3.50
