symbol,price,price_change,price_percent_change
PVH,,-1.32,-1.73
HSAI,,-0.26,-1.49
CORZ,,-0.16,-2.00
AUOTY,,0.44,9.54
HCM,,-0.51,-3.15
FMCC,,0.36,6.73
APP,,-8.2,-2.90
MSTR,,-8.81,-2.88
DOOO,,-0.11,-0.31
ASAN,,-0.19,-1.24
HIMS,,-1.93,-6.22
FINV,,-0.05,-0.54
RDDT,,-4.3,-3.91
VIV,,-0.01,-0.10
EGO,,-0.03,-0.17
COOP,,1.67,1.33
MOD,,-1.54,-1.91
KAR,,-0.19,-0.94
RKT,,0.35,2.82
IAC,,-0.78,-1.99
ALGM,,-0.44,-1.70
ODD,,-0.83,-1.83
RUSHA,,-0.8,-1.44
ESAB,,-1.21,-1.01
AKO-B,,0.83,3.75
VFC,,-0.22,-1.37
FNMAS,,0.44,3.73
RL,,-3.59,-1.57
GDS,,0.86,3.41
MNSO,,0.49,2.56
TPR,,-0.79,-1.08
ENVA,,-1.62,-1.62
BAP,,6.38,3.43
SYM,,-0.42,-2.01
GEV,,-7.39,-2.34
NTES,,-0.35,-0.33
USLM,,-1.8,-1.97
SPNT,,-0.08,-0.45
HNHPF,,0.28,3.18
GFI,,-0.09,-0.40
